	Original ID	Gene Name in CARD	ARO	Database
59	JQ808129.1.gene4.p01	Agrobacterium fabrum chloramphenicol acetyltransferase	3004451	sarg
60	gi|729045736|ref|WP_033929873.1|	TolC	3000237	sarg
61	NP_337994	mfpA	3003035	sarg
62	YP_078703	FosB	3000172	sarg
63	FJ790516.1.gene3.p01	OXA-145	3001804	sarg
64	gi|686052089|ref|WP_031735957.1|	mfpA	3003035	sarg
65	gi|695743302|ref|WP_032669601.1|	sdiA	3000826	sarg
66	gi|486650002|ref|WP_001619313.1|	mdtH	3001216	sarg
67	Q8CVH8	mdtP	3003550	sarg
68	AY271267.1.gene1.p01	TEM-121	3000983	sarg
69	gi|970525761|ref|WP_058799464.1|	TolC	3000237	sarg
70	gi|518679614|ref|WP_019841307.1|	mdtF	3000796	sarg
71	YP_001785754	bacA	3002986	sarg
72	gi|507079863|ref|WP_016150621.1|	macA	3000533	sarg
73	AAX19282	vanS gene in vanA cluster	3002931	sarg
74	gi|447055218|ref|WP_001132474.1|	acrB	3000216	sarg
75	Q8FFM1	arnA	3002985	sarg
76	gi|823326845|ref|WP_047080664.1|	macB	3000535	sarg
77	NP_764009	bacA	3002986	sarg
78	gi|1004705391|gb|AMP52595.1|	tetX	3000205	sarg
79	gi|959104320|ref|WP_058109577.1|	macA	3000533	sarg
80	gi|486361816|ref|WP_001594132.1|	hmrM	3003953	sarg
81	gi|556464014|ref|WP_023315805.1|	mdtH	3001216	sarg
82	gi|1024027713|ref|WP_063480104.1|	FosB2	3005100	sarg
83	AY758206.1.gene5.p01	aadA11	3002611	sarg
84	gi|694113305|ref|WP_032455256.1|	macB	3000535	sarg
85	gi|928900436|ref|WP_053931243.1|	novA	3002522	sarg
86	gi|754732129|ref|WP_042101048.1|	mdtM	3001214	sarg
87	gi|1033150958|ref|WP_064456700.1|	vph	3003061	sarg
88	gi|500615129|gb|EOQ55695.1|	Klebsiella pneumoniae acrA	3004041	sarg
89	AAN41440	AAC(3)-Ia	3002528	sarg
90	ZP_02371789	adeF	3000777	sarg
91	AY238472.1.gene1.p01	CTX-M-33	3001895	sarg
92	gi|447079913|ref|WP_001157169.1|	sdiA	3000826	sarg
93	YP_001438116	hmrM	3003953	sarg
94	gi|693106883|ref|WP_032260279.1|	macB	3000535	sarg
95	KF513179.1.gene1.p1	TEM-211	3001388	sarg
96	gi|585368561|ref|WP_024250139.1|	macA	3000533	sarg
97	gi|488969523|ref|WP_002880477.1|	cmeA	3000783	sarg
98	gi|496080107|ref|WP_008804614.1|	hmrM	3003953	sarg
99	BAE71359	CARB-3	3002242	sarg
100	gi|446110349|ref|WP_000188204.1|	macB	3000535	sarg
101	AF347054.1.gene1.p1	TEM-80	3000947	sarg
102	gi|749611336|ref|WP_040233282.1|	emrA	3000027	sarg
103	gi|808660312|emb|CQD20591.1|	qacE	3005009	sarg
104	gi|742921897|ref|WP_039023559.1|	floR	3002705	sarg
105	gi|447120616|ref|WP_001197872.1|	mdtB	3000793	sarg
106	gi|490350160|ref|WP_004229933.1|	lsaB	3003111	sarg
107	ASU04896.1	MCR-3.5	3004505	sarg
108	AAX14397	mecA	3000617	sarg
109	gi|510927091|ref|WP_016247806.1|	arnA	3002985	sarg
110	gi|1031634900|gb|ANG14490.1|	TEM-1	3000873	sarg
111	gi|815662950|ref|WP_046401894.1|	TolC	3000237	sarg
112	gi|1020118981|ref|WP_063252810.1|	macA	3000533	sarg
113	gi|491220794|ref|WP_005079109.1|	macA	3000533	sarg
114	gi|545284881|ref|WP_021567999.1|	acrB	3000216	sarg
115	gi|1002400236|ref|WP_061382993.1|	mdtH	3001216	sarg
116	gi|972381161|ref|WP_059034565.1|	L1 beta-lactamase	3000582	sarg
117	HM167760.1.gene1.p01	CTX-M-94	3001954	sarg
118	gi|506990981|ref|WP_016081575.1|	BcI	3002877	sarg
119	P18644	tsnR	3003060	sarg
120	gi|1016547979|ref|WP_063116960.1|	macB	3000535	sarg
121	gi|1004367277|ref|WP_061537620.1|	macB	3000535	sarg
122	gi|695821515|ref|WP_032735190.1|	mdtG	3001329	sarg
123	gi|920546283|ref|WP_052998194.1|	msbA	3003950	sarg
124	gi|445996698|ref|WP_000074553.1|	bcrA	3002987	sarg
125	gi|697351584|pdb|4U8Y|A	acrB	3000216	sarg
126	AAV80411	tetO	3000190	sarg
127	D16171.1.gene1.p01	Plasmid-encoded cat (pp-cat)	3002689	sarg
128	gi|1031634658|gb|ANG14377.1|	TEM-1	3000873	sarg
129	gi|485870849|ref|WP_001467831.1|	macB	3000535	sarg
130	HM488990.1.gene1.p1	OXA-169	3001469	sarg
131	gi|446910336|ref|WP_000987592.1|	adeB	3000775	sarg
132	HQ438058.1.gene1.p01	IMP-29	3002220	sarg
133	YP_855286	imiS	3003095	sarg
134	gi|896201400|ref|WP_049208135.1|	SRT-2	3002494	sarg
135	gi|694100289|ref|WP_032443945.1|	TolC	3000237	sarg
136	gi|742295157|ref|WP_038812344.1|	norA	3000391	sarg
137	gi|486280055|ref|WP_001570413.1|	mdtF	3000796	sarg
138	gi|693073054|ref|WP_032236466.1|	Klebsiella pneumoniae KpnH	3004597	sarg
139	gi|545277213|ref|WP_021564462.1|	emrB	3000074	sarg
140	gi|445996322|ref|WP_000074177.1|	mdtG	3001329	sarg
141	gi|759372331|ref|WP_043100492.1|	MexH	3000807	sarg
142	KF526117.1.gene1.p01	ACT-20	3001841	sarg
143	gi|488893986|ref|WP_002805122.1|	cmeA	3000783	sarg
144	ACI02041	tet(W/N/W)	3004442	sarg
145	S81599.1.gene1.p01	APH(3')-Vc	3002651	sarg
146	gi|917392609|ref|WP_051999321.1|	norC	3007010	sarg
147	gi|486185707|ref|WP_001540759.1|	emrB	3000074	sarg
148	YP_001639853	bacA	3002986	sarg
149	Q6HLG8	bacA	3002986	sarg
150	gi|691049634|ref|WP_031996802.1|	adeG	3000778	sarg
151	ZP_03002663	mdtO	3003549	sarg
152	gi|447111690|ref|WP_001188946.1|	mdtM	3001214	sarg
153	gi|959842010|ref|WP_058129832.1|			sarg
154	AAK08976	KLUC-1	3006927	sarg
155	gi|1043336173|ref|WP_065365931.1|	ACT-77	3006271	sarg
156	CAQ86961	APH(6)-Id	3002660	sarg
157	NC_011595.7057907.p01	MexB	3000378	sarg
158	gi|486202913|ref|WP_001550439.1|	mdtP	3003550	sarg
159	gi|696361071|ref|WP_032936221.1|	mdtG	3001329	sarg
160	DQ143913.1.gene4.p01	VIM-12	3002282	sarg
161	AF015628.1.gene1.p01	vgbB	3001308	sarg
162	gi|755835325|ref|WP_042591034.1|	adeA	3000774	sarg
163	gi|971845730|ref|WP_058914924.1|	macB	3000535	sarg
164	gi|446519893|ref|WP_000597239.1|	msbA	3003950	sarg
165	gi|32345844|gb|AAM97216.1|			sarg
166	gi|516033919|ref|WP_017464502.1|	norA	3000391	sarg
167	BAH65231	bacA	3002986	sarg
168	ABO42050	ANT(3'')-IIa	3004089	sarg
169	gi|1021330636|ref|WP_063342720.1|	adeF	3000777	sarg
170	gi|971085043|emb|CRD51280.1|	L1 beta-lactamase	3000582	sarg
171	AB744718.1.gene1.p01	NDM-8	3002358	sarg
172	AY289548.1.gene1.p01	SHV-51	3001108	sarg
173	gi|488961028|ref|WP_002872052.1|	cmeB	3000784	sarg
174	gi|742814992|ref|WP_038979779.1|	mdtH	3001216	sarg
175	gi|693264691|ref|WP_032363351.1|	emrB	3000074	sarg
176	gi|545247736|ref|WP_021546171.1|	mdtE	3000795	sarg
177	gi|835666879|ref|WP_047606339.1|	macB	3000535	sarg
178	Q57PL1	hmrM	3003953	sarg
179	NC_010558.1.6276115.p01	sul1	3000410	sarg
180	AAZ79402	OKP-B-4	3002437	sarg
181	gi|515978495|ref|WP_017409078.1|	cphA2	3003099	sarg
182	gi|1036536100|emb|SAM71699.1|	vanY gene in vanB cluster	3002956	sarg
183	AAF72363	vanB	3000013	sarg
184	gi|583596984|gb|EWE59955.1|	OXA-9	3001404	sarg
185	YP_002382193	macB	3000535	sarg
186	Y10278.1.gene1.p01	CTX-M-3	3001866	sarg
187	ZP_03065057	acrB	3000216	sarg
188	gi|1015908301|ref|WP_062876269.1|	Escherichia coli ampC beta-lactamase	3004290	sarg
189	gi|759400753|ref|WP_043125254.1|	cphA2	3003099	sarg
190	gi|487547550|ref|WP_001713510.1|	emrA	3000027	sarg
191	JQ422052.1.gene1.p01	OXA-229	3001692	sarg
192	gi|942636837|ref|WP_055382515.1|	macA	3000533	sarg
193	EU515249.1.gene1.p01	CMY-25	3002036	sarg
194	gi|1028095795|ref|WP_063852683.1|	mecA	3000617	sarg
195	gi|550714829|ref|WP_022647718.1|	mdtH	3001216	sarg
196	gi|1001066139|ref|WP_061198966.1|	mexY	3003033	sarg
197	gi|1005724275|ref|WP_061708557.1|	macA	3000533	sarg
198	gi|921965197|ref|WP_053258987.1|	mdtH	3001216	sarg
199	gi|658532949|ref|WP_029727170.1|	aadK	3002627	sarg
200	CP000034.1.gene457.p01	acrB	3000216	sarg
201	gi|852305442|ref|WP_048335898.1|	hmrM	3003953	sarg
202	gi|1022698496|ref|WP_063449191.1|	macA	3000533	sarg
203	gi|772657929|ref|WP_045281252.1|	mdtH	3001216	sarg
204	gi|446533202|ref|WP_000610548.1|	mdtP	3003550	sarg
205	gi|686222478|ref|WP_031822588.1|	Staphylococcus aureus norA	3004667	sarg
206	gi|693139934|ref|WP_032281480.1|	emrA	3000027	sarg
207	gi|446669107|ref|WP_000746453.1|	macA	3000533	sarg
208	AAZ32816	msrA	3000251	sarg
209	P67918	ROB-1	3002995	sarg
210	gi|714540353|gb|KGV70892.1|	OprZ	3004142	sarg
211	A4VLM0	bacA	3002986	sarg
212	NP_756458	bcr-1	3003801	sarg
213	gi|518298037|ref|WP_019468245.1|	norA	3000391	sarg
214	ZP_03612813	norA	3000391	sarg
215	NP_290715	mdtN	3003548	sarg
216	gi|488408518|ref|WP_002477903.1|	qacG	3007015	sarg
217	NP_752857	Escherichia coli mdfA	3001328	sarg
218	gi|313619623|gb|EFR91268.1|	mepA	3000026	sarg
219	Q0T2M8	arnA	3002985	sarg
220	gi|700659240|gb|AIU96746.1|	ErmC	3000250	sarg
221	gi|857775940|emb|CRL64641.1|	Klebsiella pneumoniae KpnH	3004597	sarg
222	gi|488029622|ref|WP_002101021.1|	BcI	3002877	sarg
223	gi|486202959|ref|WP_001550478.1|	EC-8	3006881	sarg
224	BAB37346	TolC	3000237	sarg
225	gi|764528042|ref|WP_044407471.1|	adeF	3000777	sarg
226	gi|730235537|ref|WP_033940563.1|			sarg
227	gi|446110337|ref|WP_000188192.1|	macB	3000535	sarg
228	AAZ98836	vanS gene in vanG cluster	3002937	sarg
229	gi|686391871|ref|WP_031906378.1|	msbA	3003950	sarg
230	gi|950642058|ref|WP_057485193.1|	Staphylococcus aureus FosB	3004661	sarg
231	JN967644.1.gene1.p01	NDM-6	3002356	sarg
232	AJ420072.gene.p01	tet(33)	3000478	sarg
233	DQ075245.1.gene1.p01	TEM-143	3001006	sarg
234	gi|959880686|ref|WP_058154928.1|			sarg
235	gi|488098115|ref|WP_002169512.1|	FosB2	3005100	sarg
236	gi|446669132|ref|WP_000746478.1|	macA	3000533	sarg
237	gi|518315499|ref|WP_019485706.1|			sarg
238	YP_001176066	Escherichia coli mdfA	3001328	sarg
239	gi|779954221|ref|WP_045401856.1|	mdtH	3001216	sarg
240	DQ677333.1.gene1.p01	aadA24	3002621	sarg
241	gi|649725813|gb|AIC64429.1|	CTX-M-3	3001866	sarg
242	gi|501022077|ref|WP_012074742.1|			sarg
243	gi|695887424|ref|WP_032788534.1|	novA	3002522	sarg
244	gi|928854116|ref|WP_053900945.1|	TolC	3000237	sarg
245	gi|930430030|ref|WP_054192373.1|	emrA	3000027	sarg
246	gi|1043542993|ref|WP_065386235.1|	lsaB	3003111	sarg
247	gi|1039573564|ref|WP_064900475.1|	blaF	3003562	sarg
248	gi|446669117|ref|WP_000746463.1|	macA	3000533	sarg
249	gi|1031634740|gb|ANG14416.1|	TEM-1	3000873	sarg
250	gi|545298141|ref|WP_021578337.1|	mdtP	3003550	sarg
251	gi|1028174760|ref|WP_063922789.1|	macA	3000533	sarg
252	gi|702897513|ref|WP_033300957.1|	novA	3002522	sarg
253	YP_001477358	adeF	3000777	sarg
254	YP_001848841	AAC(2')-Ic	3002525	sarg
255	HQ913565.1.gene1.p01	CTX-M-106	3001966	sarg
256	KF297582.1.gene1.p01	OXA-353	3001540	sarg
257	gi|410403673|gb|EKP55755.1|	MexL	3003710	sarg
258	gi|485802516|ref|WP_001423265.1|	Escherichia coli ampC beta-lactamase	3004290	sarg
259	gi|445997190|ref|WP_000075045.1|	mdtG	3001329	sarg
260	gi|554681417|ref|WP_023181389.1|	macA	3000533	sarg
261	gi|1005586709|ref|WP_061676446.1|	FosB	3000172	sarg
262	CP000647.1.gene4257.p01	Pseudomonas aeruginosa CpxR	3004054	sarg
263	ZP_04623896	rosA	3003048	sarg
264	YP_001571902	Erm(34)	3000600	sarg
265	AY079099.1.gene1.p01	SHV-38	3001096	sarg
266	CAC47934	ErmF	3000498	sarg
267	gi|670458671|ref|WP_031407470.1|	FosB2	3005100	sarg
268	gi|1044232627|emb|SBX00655.1|	sdiA	3000826	sarg
269	gi|730504935|ref|WP_034031531.1|	MexD	3000801	sarg
270	gi|1039291348|ref|WP_064768701.1|	QepA2	3004103	sarg
271	gi|487383142|ref|WP_001655331.1|	macA	3000533	sarg
272	gi|694089948|ref|WP_032434648.1|	hmrM	3003953	sarg
273	AAT45026	CTX-M-14	3001877	sarg
274	AAP46635			sarg
275	gi|491207863|ref|WP_005066196.1|	macA	3000533	sarg
276	gi|749002628|ref|WP_040062280.1|	BUT-1	3004294	sarg
277	gi|446657993|ref|WP_000735339.1|	TolC	3000237	sarg
278	Q63CC5	FosB	3000172	sarg
279	gi|730515606|ref|WP_034033846.1|			sarg
280	gi|446014311|ref|WP_000092166.1|	mdtH	3001216	sarg
281	CAT00058	dfrA12	3002858	sarg
282	gi|445983919|ref|WP_000061774.1|	lsaB	3003111	sarg
283	gi|445959306|ref|WP_000037161.1|	MexL	3003710	sarg
284	gi|554678330|ref|WP_023179342.1|	mdtG	3001329	sarg
285	gi|446783025|ref|WP_000860281.1|	arnA	3002985	sarg
286	X53797.1.gene1.p01	catII	3002684	sarg
287	gi|746146202|ref|WP_039208400.1|	MexL	3003710	sarg
288	gi|587901202|gb|EXB89484.1|	OpmH	3003682	sarg
289	gi|1027664804|ref|WP_063609471.1|	blaR1	3000217	sarg
290	AM087405.1.gene3.p01	aadA6/aadA10	3002622	sarg
291	DQ388882.1.gene1.p01	TEM-142	3001005	sarg
292	CAJ75672	lnuA	3002835	sarg
293	AY500137.1.gene1.p01	OXA-54	3001812	sarg
294	gi|485894624|ref|WP_001486206.1|	mdtF	3000796	sarg
295	ZP_04121322	BcII	3002878	sarg
296	HE999704.1.gene1528.p01	arlR	3000838	sarg
297	gi|310879947|gb|EFQ38541.1|	OprJ	3000802	sarg
298	gi|693157751|ref|WP_032293782.1|	mdtM	3001214	sarg
299	gi|686194009|ref|WP_031805927.1|			sarg
300	gi|333020623|gb|EGK39883.1|	OXA-1	3001396	sarg
301	gi|911377713|ref|WP_050153564.1|	sdiA	3000826	sarg
302	gi|490522515|ref|WP_004387938.1|	macB	3000535	sarg
303	gi|926345639|ref|WP_053677539.1|	novA	3002522	sarg
304	gi|496018010|ref|WP_008742581.1|	novA	3002522	sarg
305	gi|741009489|ref|WP_038791929.1|	adeG	3000778	sarg
306	gi|490859158|ref|WP_004721200.1|	mdtH	3001216	sarg
307	gi|896068893|ref|WP_049113509.1|	FosB	3000172	sarg
308	gi|313655620|gb|EFS19365.1|	norA	3000391	sarg
309	gi|630373415|gb|AHY97755.1|	lmrP	3003969	sarg
310	gi|490320210|ref|WP_004209695.1|	macB	3000535	sarg
311	gi|584582122|gb|EWH21472.1|	FosB	3000172	sarg
312	gi|589556983|gb|EXI36006.1|	OpmH	3003682	sarg
313	GQ351346.1.gene1.p01	CTX-M-114	3001974	sarg
314	gi|446048047|ref|WP_000125902.1|	macB	3000535	sarg
315	CP001138.1.gene2235.p01	mdtB	3000793	sarg
316	AJ584652.2.gene3.p01	IMP-16	3002207	sarg
317	AY743435.1.gene1.p01	MIR-3	3002169	sarg
318	gi|657927222|ref|WP_029628480.1|	TolC	3000237	sarg
319	gi|757693251|ref|WP_042923498.1|	iri	3002884	sarg
320	gi|1001893474|ref|WP_061347329.1|	OCH-1	3002514	sarg
321	gi|982923487|ref|WP_060398708.1|	FosB2	3005100	sarg
322	YP_002400589	mdtP	3003550	sarg
323	gi|1005585663|ref|WP_061675841.1|	BcI	3002877	sarg
324	gi|1015012759|emb|CZX54085.1|	sdiA	3000826	sarg
325	YP_001925041	bacA	3002986	sarg
326	M55620.gene.p01	catQ	3002687	sarg
327	gi|487661511|ref|WP_001751648.1|	macB	3000535	sarg
328	HG798963.1.gene1.p01	DHA-12	3002143	sarg
329	gi|545248589|ref|WP_021546930.1|	tet(A)	3000165	sarg
330	gi|488950056|ref|WP_002861131.1|	cmeA	3000783	sarg
331	AF174129.3.gene9.p01	CTX-M-9	3001872	sarg
332	gi|486282886|ref|WP_001571248.1|	mdtH	3001216	sarg
333	gi|545249103|ref|WP_021547424.1|	macA	3000533	sarg
334	gi|896016302|ref|WP_049079560.1|	macA	3000533	sarg
335	gi|754807141|ref|WP_042170191.1|	MexE	3000803	sarg
336	gi|1033062272|ref|WP_064373401.1|	TolC	3000237	sarg
337	gi|823311139|ref|WP_047065623.1|	TolC	3000237	sarg
338	gi|730634482|ref|WP_034058952.1|	mexY	3003033	sarg
339	X77455.1.gene1.p01	FOX-1	3002155	sarg
340	gi|1022654819|ref|WP_063412301.1|	macA	3000533	sarg
341	ACC85616	FosA2	3002804	sarg
342	gi|857587973|emb|CRL59872.1|	Klebsiella pneumoniae KpnG	3004588	sarg
343	gi|485718818|ref|WP_001350388.1|	EC-5	3006880	sarg
344	gi|446783051|ref|WP_000860307.1|	arnA	3002985	sarg
345	ZP_03466816	bacA	3002986	sarg
346	gi|1008988570|ref|WP_061884457.1|	lsaB	3003111	sarg
347	gi|487602295|ref|WP_001731757.1|	mdtM	3001214	sarg
348	gi|691039344|ref|WP_031991321.1|	sul1	3000410	sarg
349	gi|488627145|ref|WP_002563847.1|	vanB	3000013	sarg
350	gi|550713585|ref|WP_022646491.1|	EreA2	3002826	sarg
351	gi|585349466|ref|WP_024231081.1|	macB	3000535	sarg
352	gi|1004707575|gb|AMP53609.1|	tetX	3000205	sarg
353	gi|928819192|ref|WP_053881109.1|	emrB	3000074	sarg
354	gi|851940702|ref|WP_048227152.1|	mdtM	3001214	sarg
355	gi|446910350|ref|WP_000987606.1|	adeB	3000775	sarg
356	gi|519084358|ref|WP_020240233.1|	TolC	3000237	sarg
357	AJ518835.1.gene6.p01	floR	3002705	sarg
358	gi|488945956|ref|WP_002857031.1|	macA	3000533	sarg
359	AAP46601			sarg
360	gi|486286998|ref|WP_001572262.1|	EC-5	3006880	sarg
361	gi|948137056|ref|WP_056795395.1|	novA	3002522	sarg
362	gi|421944075|gb|EKU01337.1|	Escherichia coli mdfA	3001328	sarg
363	EU408352.1.gene3.p01	MexE	3000803	sarg
364	gi|496060588|ref|WP_008785095.1|	sdiA	3000826	sarg
365	NP_862543	ErmT	3000595	sarg
366	gi|333011104|gb|EGK30518.1|	mdtO	3003549	sarg
367	gi|485786971|ref|WP_001409256.1|	EC-5	3006880	sarg
368	gi|654658955|ref|WP_028119847.1|	macB	3000535	sarg
369	gi|300526453|gb|EFK47522.1|	mdtH	3001216	sarg
370	gi|693097066|ref|WP_032253419.1|	mdtF	3000796	sarg
371	gi|588293047|pdb|4NB1|A	Staphylococcus aureus FosB	3004661	sarg
372	gi|489430186|ref|WP_003335783.1|	lsaB	3003111	sarg
373	gi|32345878|gb|AAM97233.1|			sarg
374	YP_002639394	cmlB	3002698	sarg
375	gi|488022623|ref|WP_002094022.1|	BcI	3002877	sarg
376	gi|485832354|ref|WP_001445395.1|	EC-5	3006880	sarg
377	gi|651595894|ref|WP_026590859.1|	lsaB	3003111	sarg
378	gi|966358723|ref|WP_058407068.1|	TRU-1	3004450	sarg
379	gi|653700478|ref|WP_027662423.1|	EC-5	3006880	sarg
380	YP_002236533	bacA	3002986	sarg
381	gi|915798323|ref|WP_050893292.1|	macA	3000533	sarg
382	ZP_03054084	bacA	3002986	sarg
383	gi|487401243|ref|WP_001670288.1|	Staphylococcus aureus norA	3004667	sarg
384	gi|959845233|ref|WP_058132030.1|	MexH	3000807	sarg
385	gi|644173554|ref|WP_025284546.1|	FosB2	3005100	sarg
386	gi|948792952|ref|WP_056935383.1|	FosD	3004674	sarg
387	gi|1029888461|emb|SAO39808.1|	mecI	3000124	sarg
388	gi|545264457|ref|WP_021557437.1|	mdtP	3003550	sarg
389	gi|1031633182|gb|ANG13700.1|	TEM-1	3000873	sarg
390	gi|1031657082|gb|ANG24830.1|	TEM-1	3000873	sarg
391	gi|685983084|ref|WP_031690280.1|	OprN	3000805	sarg
392	AY436361.1.gene1.p01	TEM-131	3000995	sarg
393	YP_001348697	bacA	3002986	sarg
394	gi|949798405|ref|WP_057108582.1|	mdtN	3003548	sarg
395	gi|447201641|ref|WP_001278897.1|	PDC-377	3006747	sarg
396	gi|985629153|ref|WP_060855239.1|	mdtH	3001216	sarg
397	gi|446657977|ref|WP_000735323.1|	TolC	3000237	sarg
398	gi|983102004|ref|WP_060440035.1|	SRT-2	3002494	sarg
399	gi|507089900|ref|WP_016160613.1|	mdtH	3001216	sarg
400	HM245380.1.gene1.p01	IND-12	3002268	sarg
401	gi|914813242|ref|WP_050737002.1|	sdiA	3000826	sarg
402	YP_966872	bacA	3002986	sarg
403	gi|485905089|ref|WP_001489266.1|	mdtM	3001214	sarg
404	gi|486160987|ref|WP_001524598.1|	PDC-377	3006747	sarg
405	gi|975912206|ref|WP_059294105.1|	FosA2	3002804	sarg
406	gi|896019188|ref|WP_049081810.1|	MexL	3003710	sarg
407	gi|555286087|ref|WP_023260800.1|	macA	3000533	sarg
408	CAG27784	tet(A)	3000165	sarg
409	CAP58293	tet(40)	3000567	sarg
410	gi|447132838|ref|WP_001210094.1|	mdtC	3000794	sarg
411	gi|585367767|ref|WP_024249346.1|	emrA	3000027	sarg
412	gi|696423952|ref|WP_032993748.1|	macB	3000535	sarg
413	gi|1028092116|ref|WP_063849338.1|	mdtH	3001216	sarg
414	gi|490102949|ref|WP_004004810.1|	mdtF	3000796	sarg
415	gi|1000904164|ref|WP_061155198.1|	macA	3000533	sarg
416	gi|446533253|ref|WP_000610599.1|	mdtP	3003550	sarg
417	CP000675.2.gene498.p01	OprM	3000379	sarg
418	ZP_04096221	FosB	3000172	sarg
419	A7ZP73	arnA	3002985	sarg
420	gi|693130899|ref|WP_032275577.1|	mdtH	3001216	sarg
421	gi|764651095|ref|WP_044444224.1|	FosB	3000172	sarg
422	gi|730562833|ref|WP_034048685.1|	MexF	3000804	sarg
423	gi|555246906|ref|WP_023230855.1|	macB	3000535	sarg
424	NC_002758.1120003.p01	mecI	3000124	sarg
425	gi|545266912|ref|WP_021557970.1|	arnA	3002985	sarg
426	gi|966458774|ref|WP_058491627.1|	TolC	3000237	sarg
427	gi|657628711|ref|WP_029439419.1|	FosB	3000172	sarg
428	gi|556409769|ref|WP_023305794.1|	macA	3000533	sarg
429	gi|686043128|ref|WP_031730601.1|	mfpA	3003035	sarg
430	AF488377.1.gene1.p1	CTX-M-23	3001885	sarg
431	gi|912738369|ref|WP_050254448.1|	mel	3000616	sarg
432	gi|829619885|ref|WP_047343235.1|	macA	3000533	sarg
433	gi|446834446|ref|WP_000911702.1|	FosB	3000172	sarg
434	Q8CXK5	FosB	3000172	sarg
435	gi|928829007|ref|WP_053887338.1|	Escherichia coli acrA	3004043	sarg
436	gi|742911716|ref|WP_039021433.1|	mdtN	3003548	sarg
