# argNorm version: 0.8.0
input_file_name	gene_symbol	gene_name	reference_database_name	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	genetic_variation_type	antimicrobial_agent	coverage_percentage	coverage_depth	coverage_ratio	drug_class	input_gene_length	input_gene_start	input_gene_stop	input_protein_length	input_protein_start	input_protein_stop	input_sequence_id	nucleotide_mutation	nucleotide_mutation_interpretation	predicted_phenotype	predicted_phenotype_confidence_level	amino_acid_mutation	amino_acid_mutation_interpretation	reference_gene_length	reference_gene_start	reference_gene_stop	reference_protein_length	reference_protein_start	reference_protein_stop	resistance_mechanism	strand_orientation	sequence_identity	ARO	ARO_name	Cut_Off	confers_resistance_to	confers_resistance_to_names	resistance_to_drug_classes	resistance_to_drug_classes_names
groot.groot-db.tsv	groot-db_ARGANNOT__(Tet)TetW:AJ222769:3687-5606:1920	groot-db_ARGANNOT__(Tet)TetW:AJ222769:3687-5606:1920	groot	v	groot-db_ARGANNOT__(Tet)TetW:AJ222769:3687-5606:1920	groot	v	gene_presence_detected			204.0																1920									ARO:3000194	tet(W)	Perfect	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	groot	v	groot-db_CARD__gb|AF472622|+|52-1018|ARO:3003003|CfxA3	groot	v	gene_presence_detected			519.0																967									ARO:3003003	CfxA3	Perfect	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(W)_1_DQ060146	groot-db_RESFINDER__tet(W)_1_DQ060146	groot	v	groot-db_RESFINDER__tet(W)_1_DQ060146	groot	v	gene_presence_detected			202.0																1920									ARO:3000194	tet(W)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|EU434751|+|658-2578|ARO:3000194|tetW	groot-db_CARD__gb|EU434751|+|658-2578|ARO:3000194|tetW	groot	v	groot-db_CARD__gb|EU434751|+|658-2578|ARO:3000194|tetW	groot	v	gene_presence_detected			196.0																1920															
groot.groot-db.tsv	groot-db_RESFINDER__tet(O/W)_1_AM889118	groot-db_RESFINDER__tet(O/W)_1_AM889118	groot	v	groot-db_RESFINDER__tet(O/W)_1_AM889118	groot	v	gene_presence_detected			271.0																1889									ARO:3007121	tet(O/W)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(W)_3_AJ427421	groot-db_RESFINDER__tet(W)_3_AJ427421	groot	v	groot-db_RESFINDER__tet(W)_3_AJ427421	groot	v	gene_presence_detected			200.0																1920									ARO:3000194	tet(W)	Perfect	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(Q)_1_L33696	groot-db_RESFINDER__tet(Q)_1_L33696	groot	v	groot-db_RESFINDER__tet(Q)_1_L33696	groot	v	gene_presence_detected			1021.0																1926									ARO:3000191	tet(Q)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(MLS)ErmF:M14730:241-1041:801	groot-db_ARGANNOT__(MLS)ErmF:M14730:241-1041:801	groot	v	groot-db_ARGANNOT__(MLS)ErmF:M14730:241-1041:801	groot	v	gene_presence_detected			321.0																801									ARO:3000498	ErmF	Perfect	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(AGly)Aph7:GG774704:686456-687373:918254	groot-db_ARGANNOT__(AGly)Aph7:GG774704:686456-687373:918254	groot	v	groot-db_ARGANNOT__(AGly)Aph7:GG774704:686456-687373:918254	groot	v	gene_presence_detected			918.0																0															
groot.groot-db.tsv	groot-db_RESFINDER__ant(6)-Ia_3_KF864551	groot-db_RESFINDER__ant(6)-Ia_3_KF864551	groot	v	groot-db_RESFINDER__ant(6)-Ia_3_KF864551	groot	v	gene_presence_detected			217.0																867									ARO:3002629	ANT(6)-Ib	Loose	ARO:0000040	streptomycin	ARO:0000016	aminoglycoside antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Bla)cfiA9:AB087234:1-750:750	groot-db_ARGANNOT__(Bla)cfiA9:AB087234:1-750:750	groot	v	groot-db_ARGANNOT__(Bla)cfiA9:AB087234:1-750:750	groot	v	gene_presence_detected			79.0																750									ARO:3006921	CfiA9	Perfect	ARO:0000020	carbapenem	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(O/W)_4_AM889121	groot-db_RESFINDER__tet(O/W)_4_AM889121	groot	v	groot-db_RESFINDER__tet(O/W)_4_AM889121	groot	v	gene_presence_detected			289.0																1889									ARO:3007121	tet(O/W)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__erm(F)_3_M17808	groot-db_RESFINDER__erm(F)_3_M17808	groot	v	groot-db_RESFINDER__erm(F)_3_M17808	groot	v	gene_presence_detected			380.0																801									ARO:3000498	ErmF	Strict	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__tet(O/W)_3_AM889120	groot-db_RESFINDER__tet(O/W)_3_AM889120	groot	v	groot-db_RESFINDER__tet(O/W)_3_AM889120	groot	v	gene_presence_detected			264.0																1889									ARO:3007121	tet(O/W)	Strict	ARO:0000051	tetracycline	ARO:3000050	tetracycline antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__erm(B)_9_AF299292	groot-db_RESFINDER__erm(B)_9_AF299292	groot	v	groot-db_RESFINDER__erm(B)_9_AF299292	groot	v	gene_presence_detected			191.0																738									ARO:3000375	ErmB	Strict	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Tet)Tet-32:DQ647324:181-2100:1920	groot-db_ARGANNOT__(Tet)Tet-32:DQ647324:181-2100:1920	groot	v	groot-db_ARGANNOT__(Tet)Tet-32:DQ647324:181-2100:1920	groot	v	gene_presence_detected			148.0																1920									ARO:3000196	tet(32)	Strict	ARO:0000051,ARO:0000069,ARO:3000152,ARO:3000528,ARO:3000667,ARO:3000668	tetracycline,doxycycline,minocycline,chlortetracycline,demeclocycline,oxytetracycline	ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050,ARO:3000050	tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic,tetracycline antibiotic
groot.groot-db.tsv	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	groot	v	groot-db_CARD__gb|AF118110|-|71-1037|ARO:3003002|CfxA2	groot	v	gene_presence_detected			452.0																967									ARO:3003002	CfxA2	Perfect	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_RESFINDER__erm(B)_6_AF242872	groot-db_RESFINDER__erm(B)_6_AF242872	groot	v	groot-db_RESFINDER__erm(B)_6_AF242872	groot	v	gene_presence_detected			192.0																747									ARO:3000375	ErmB	Perfect	ARO:0000006,ARO:0000027,ARO:0000046,ARO:0000057,ARO:0000065,ARO:0000066,ARO:3000145,ARO:3000156,ARO:3000158,ARO:3000176,ARO:3000583,ARO:3000584,ARO:3000669,ARO:3000672,ARO:3000673,ARO:3000674,ARO:3000675,ARO:3000677,ARO:3000678,ARO:3000679,ARO:3000680,ARO:3000681,ARO:3000682,ARO:3000867	erythromycin,roxithromycin,lincomycin,telithromycin,clarithromycin,clindamycin,tylosin,spiramycin,azithromycin,dirithromycin,pristinamycin IA,quinupristin,virginiamycin M1,madumycin II,griseoviridin,dalfopristin,pristinamycin IB,virginiamycin S2,pristinamycin IC,vernamycin C,patricin A,patricin B,ostreogrycin B3,oleandomycin	ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000000,ARO:0000017,ARO:0000017,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026,ARO:0000026	macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,macrolide antibiotic,lincosamide antibiotic,lincosamide antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic,streptogramin antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Bla)cfxA2:AF504910:1-966:966	groot-db_ARGANNOT__(Bla)cfxA2:AF504910:1-966:966	groot	v	groot-db_ARGANNOT__(Bla)cfxA2:AF504910:1-966:966	groot	v	gene_presence_detected			338.0																966									ARO:3003002	CfxA2	Strict	ARO:3009106	second-generation cephalosporin	ARO:3000007	beta-lactam antibiotic
groot.groot-db.tsv	groot-db_ARGANNOT__(Tet)Tet-40:AM419751:14211-15431:1221317	groot-db_ARGANNOT__(Tet)Tet-40:AM419751:14211-15431:1221317	groot	v	groot-db_ARGANNOT__(Tet)Tet-40:AM419751:14211-15431:1221317	groot	v	gene_presence_detected			1221.0																0															
