	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
10	GMGC10.007_202_367.YKKD	GMGC10.95nr_block_0004	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7839	abricate	abricate 1.0.1	98.43			1	318					+		100.0									ARO:3003064	[]	[]
11	GMGC10.007_978_748.RBPA	GMGC10.95nr_block_0004	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.11			4	285					+		81.74									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
12	GMGC10.015_877_632.UNKNOWN	GMGC10.95nr_block_0004	QACEDELTA1	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:QACEDELTA1	megares	2021-Mar-27	MEG_5829	abricate	abricate 1.0.1	99.65			14	300					-		82.47									ARO:3005010	[('ARO:3005386', 'disinfecting agents and antiseptics')]	['disinfecting agents and antiseptics']
13	GMGC10.016_584_545.YKKD	GMGC10.95nr_block_0004	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7839	abricate	abricate 1.0.1	94.34			1	318					+		100.0									ARO:3003064	[]	[]
14	GMGC10.022_919_028.YKKD	GMGC10.95nr_block_0004	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7839	abricate	abricate 1.0.1	94.34			1	318					+		100.0									ARO:3003064	[]	[]
15	GMGC10.024_805_645.YKKD	GMGC10.95nr_block_0004	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7839	abricate	abricate 1.0.1	85.85			1	318					+		100.0									ARO:3003064	[]	[]
16	GMGC10.031_531_417.SUGE	GMGC10.95nr_block_0004	SMR	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:SMR	megares	2021-Mar-27	MEG_6532	abricate	abricate 1.0.1	98.74			1	318					+		100.0									ARO:3003064	[]	[]
17	GMGC10.036_012_454.YKKD	GMGC10.95nr_block_0004	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7839	abricate	abricate 1.0.1	94.6			1	315					+		99.06									ARO:3003064	[]	[]
18	GMGC10.001_971_310.EMRE	GMGC10.95nr_block_0005	EMRE	Drugs:Multi-drug_resistance:Multi-drug_SMR_efflux_regulator:EMRE	megares	2021-Mar-27	MEG_2731	abricate	abricate 1.0.1	93.69			1	333					+		100.0									ARO:3004038	[('ARO:0000014', 'gentamicin C')]	['antibiotic molecule']
19	GMGC10.002_267_004.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.36			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
20	GMGC10.002_591_786.MDTI	GMGC10.95nr_block_0005	KPNF	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNF	megares	2021-Mar-27	MEG_3515	abricate	abricate 1.0.1	99.39			1	330					+		100.0									ARO:3004583	[('ARO:0000032', 'cephalosporin')]	['beta-lactam antibiotic']
21	GMGC10.002_823_261.YKKC	GMGC10.95nr_block_0005	YKKC	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_SMR_efflux_pump:YKKC	megares	2021-Mar-27	MEG_7838	abricate	abricate 1.0.1	92.03			1	339					+		100.0									ARO:3003063	[]	[]
22	GMGC10.003_120_027.RAMA	GMGC10.95nr_block_0005	RAMA	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	megares	2021-Mar-27	MEG_6044	abricate	abricate 1.0.1	80.99			1	342					+		91.2									ARO:3000823	[]	[]
23	GMGC10.003_120_766.MDTI	GMGC10.95nr_block_0005	KPNF	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNF	megares	2021-Mar-27	MEG_3515	abricate	abricate 1.0.1	82.42			1	330					+		100.0									ARO:3004583	[('ARO:0000032', 'cephalosporin')]	['beta-lactam antibiotic']
24	GMGC10.003_298_734.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	85.71			1	315					+		91.3									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
25	GMGC10.003_601_726.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.65			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
26	GMGC10.004_234_416.UNKNOWN	GMGC10.95nr_block_0005	VAN	Drugs:Glycopeptides:VanA-type_resistance_protein:VAN	megares	2021-Mar-27	MEG_7331	abricate	abricate 1.0.1	100.0			1	345					+		100.0									ARO:3004254	[]	[]
27	GMGC10.004_391_541.RAMA	GMGC10.95nr_block_0005	RAMA	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	megares	2021-Mar-27	MEG_6044	abricate	abricate 1.0.1	92.9			1	338					+		90.13									ARO:3000823	[]	[]
28	GMGC10.004_550_031.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	80.06			1	316					+		97.53									ARO:3000837	[]	[]
29	GMGC10.004_787_205.MDTI	GMGC10.95nr_block_0005	KPNF	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:KPNF	megares	2021-Mar-27	MEG_3515	abricate	abricate 1.0.1	82.12			1	330					+		100.0									ARO:3004583	[('ARO:0000032', 'cephalosporin')]	['beta-lactam antibiotic']
30	GMGC10.004_789_822.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	81.85			1	314					+		96.91									ARO:3000837	[]	[]
31	GMGC10.004_897_723.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.73			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
32	GMGC10.005_782_841.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.58			1	336					+		97.39									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
33	GMGC10.005_874_894.RAMA	GMGC10.95nr_block_0005	RAMA	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	megares	2021-Mar-27	MEG_6044	abricate	abricate 1.0.1	82.57			1	327					+		87.2									ARO:3000823	[]	[]
34	GMGC10.006_079_969.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.02			1	338					+		97.97									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
35	GMGC10.006_111_259.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	83.43			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
36	GMGC10.006_718_572.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.5			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
37	GMGC10.006_729_765.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	100.0			10	354					+		100.0									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
38	GMGC10.006_774_649.SOXS	GMGC10.95nr_block_0005	SOXS	Multi-compound:Drug_and_biocide_and_metal_resistance:Drug_and_biocide_and_metal_resistance_regulator:SOXS	megares	2021-Mar-27	MEG_6551	abricate	abricate 1.0.1	80.27			1	299					+		92.28									ARO:3000837	[]	[]
39	GMGC10.006_884_127.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	89.46			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
40	GMGC10.006_904_449.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.59			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
41	GMGC10.006_915_868.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	83.33			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
42	GMGC10.006_936_342.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.63			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
43	GMGC10.006_941_993.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.48			1	332					+		95.94									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
44	GMGC10.006_947_305.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.39			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
45	GMGC10.006_959_768.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.76			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
46	GMGC10.006_991_769.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.62			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
47	GMGC10.007_007_444.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.53			1	329					+		95.36									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
48	GMGC10.007_013_387.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.13			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
49	GMGC10.007_023_798.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.93			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
50	GMGC10.007_035_212.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.23			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
51	GMGC10.007_083_152.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.73			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
52	GMGC10.007_095_044.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.39			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
53	GMGC10.007_102_198.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	84.11			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
54	GMGC10.007_109_238.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.87			1	321					+		93.04									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
55	GMGC10.007_195_832.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	80.19			1	318					+		92.17									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
56	GMGC10.007_347_991.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.95			1	338					+		97.97									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
57	GMGC10.007_353_896.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	81.12			1	339					+		98.26									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
58	GMGC10.007_393_303.RAMA	GMGC10.95nr_block_0005	RAMA	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	megares	2021-Mar-27	MEG_6044	abricate	abricate 1.0.1	82.46			1	342					+		91.2									ARO:3000823	[]	[]
59	GMGC10.007_414_519.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	88.25			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
60	GMGC10.007_464_120.MDTI	GMGC10.95nr_block_0005	MDTI	Multi-compound:Drug_and_biocide_resistance:Drug_and_biocide_SMR_efflux_pumps:MDTI	megares	2021-Mar-27	MEG_3756	abricate	abricate 1.0.1	86.67			1	330					+		100.0									ARO:3004583	[('ARO:0000032', 'cephalosporin')]	['beta-lactam antibiotic']
61	GMGC10.007_784_903.RAMA	GMGC10.95nr_block_0005	RAMA	Drugs:Multi-drug_resistance:Multi-drug_RND_efflux_regulator:RAMA	megares	2021-Mar-27	MEG_6044	abricate	abricate 1.0.1	84.21			1	342					+		91.2									ARO:3000823	[]	[]
62	GMGC10.007_903_617.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	82.13			1	319					+		92.46									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
63	GMGC10.008_060_152.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	87.35			1	332					+		96.23									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
64	GMGC10.008_141_864.RBPA	GMGC10.95nr_block_0005	RBPA	Drugs:Rifampin:RNA-polymerase_binding_protein:RBPA	megares	2021-Mar-27	MEG_6047	abricate	abricate 1.0.1	83.33			1	336					+		97.39									ARO:3000245	[('ARO:3000534', 'rifapentine'), ('ARO:3000530', 'rifabutin'), ('ARO:3000517', 'rifaximin'), ('ARO:3000169', 'rifampin')]	['rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic', 'rifamycin antibiotic']
