	input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism	ARO	CONFERS RESISTANCE TO IMMEDIATE DRUG CLASS	OVERALL CATEGORY OF DRUG CLASS
226	GMGC10.005_720_473.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
227	GMGC10.009_860_674.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
228	GMGC10.040_350_905.PHOP	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
229	GMGC10.043_073_856.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
230	GMGC10.043_073_856.BDP_1102	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
231	GMGC10.019_867_312.PURN	GMGC10.wastewater.95nr.faa	arnA	polymyxin__arnA	sarg_db	2.0	polymyxin__arnA_train_msa	ARGs-OAP	2.0																		polymyxin			{'ARO:3002985'}	[]	[]
232	GMGC10.020_619_348.UNKNOWN	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
233	GMGC10.002_425_308.FOLA	GMGC10.wastewater.95nr.faa	dfrA7	trimethoprim__dfrA7	sarg_db	2.0	trimethoprim__dfrA7_train_msa	ARGs-OAP	2.0																		trimethoprim			{'ARO:3002862'}	[]	[]
234	GMGC10.012_807_920.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
235	GMGC10.036_012_138.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
236	GMGC10.004_217_955.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
237	GMGC10.019_867_748.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
238	GMGC10.019_867_748.BDP_1102	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
239	GMGC10.025_358_943.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
240	GMGC10.025_358_943.BDP_1102	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
241	GMGC10.034_047_181.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
242	GMGC10.012_566_227.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
243	GMGC10.012_566_227.BDP_1102	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
244	GMGC10.008_397_258.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
245	GMGC10.037_175_718.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
246	GMGC10.002_872_319.BDP_1102	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
247	GMGC10.015_388_300.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
248	GMGC10.019_860_970.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
249	GMGC10.012_782_500.SMU_1348C	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
250	GMGC10.012_782_500.SMU_1348C	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
251	GMGC10.015_506_335.MUTF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
252	GMGC10.037_106_096.MACB	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
253	GMGC10.033_417_097.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
254	GMGC10.008_219_001.YKNY	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
255	GMGC10.012_001_057.YKNY	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
256	GMGC10.008_214_323.YKNY	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
257	GMGC10.033_429_511.REGX3	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
258	GMGC10.025_995_271.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
259	GMGC10.006_010_726.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
260	GMGC10.044_089_639.MDTN	GMGC10.wastewater.95nr.faa	mdtN	multidrug__mdtN	sarg_db	2.0	multidrug__mdtN_train_msa	ARGs-OAP	2.0																		multidrug			{'ARO:3003548'}	[]	[]
261	GMGC10.036_956_853.MACB	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
262	GMGC10.014_389_886.UNKNOWN	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
263	GMGC10.011_554_786.PURN	GMGC10.wastewater.95nr.faa	arnA	polymyxin__arnA	sarg_db	2.0	polymyxin__arnA_train_msa	ARGs-OAP	2.0																		polymyxin			{'ARO:3002985'}	[]	[]
264	GMGC10.005_534_434.PHNL	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
265	GMGC10.033_684_041.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
266	GMGC10.029_286_749.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
267	GMGC10.028_978_244.YKNY	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
268	GMGC10.040_352_269.VICR	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
269	GMGC10.002_289_011.APHA	GMGC10.wastewater.95nr.faa	aph(3')-I	aminoglycoside__aph_3___I	sarg_db	2.0	aminoglycoside__aph_3___I_train_msa	ARGs-OAP	2.0																		aminoglycoside				[]	[]
270	GMGC10.025_810_159.YCAN	GMGC10.wastewater.95nr.faa	mexT	multidrug__mexT	sarg_db	2.0	multidrug__mexT_train_msa	ARGs-OAP	2.0																		multidrug			{'ARO:3000814'}	[]	[]
271	GMGC10.026_569_552.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
272	GMGC10.034_101_415.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
273	GMGC10.016_270_940.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
274	GMGC10.028_313_013.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
275	GMGC10.017_677_252.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
276	GMGC10.046_579_130.ACRR	GMGC10.wastewater.95nr.faa	mtrR	multidrug__mtrR	sarg_db	2.0	multidrug__mtrR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
277	GMGC10.046_579_130.ACRR	GMGC10.wastewater.95nr.faa	tetR	tetracycline__tetR	sarg_db	2.0	tetracycline__tetR_train_msa	ARGs-OAP	2.0																		tetracycline			{'ARO:0000051'}	[]	[]
278	GMGC10.019_960_024.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
279	GMGC10.034_432_410.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
280	GMGC10.019_975_264.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
281	GMGC10.019_867_846.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
282	GMGC10.016_273_774.HBAH	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
283	GMGC10.019_951_617.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
284	GMGC10.014_403_390.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
285	GMGC10.026_390_158.SMI_01	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
286	GMGC10.011_701_246.RSTA	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
287	GMGC10.008_691_742.LIVF	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
288	GMGC10.002_063_573.UNKNOWN	GMGC10.wastewater.95nr.faa	aac(6')-31	aminoglycoside__aac_6___31	sarg_db	2.0	aminoglycoside__aac_6___31_train_msa	ARGs-OAP	2.0																		aminoglycoside				[]	[]
289	GMGC10.026_814_556.CYSA	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
290	GMGC10.033_949_607.GLNQ	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
291	GMGC10.033_949_607.GLNQ	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
292	GMGC10.027_480_987.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
293	GMGC10.027_479_659.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
294	GMGC10.017_303_265.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
295	GMGC10.017_682_166.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
296	GMGC10.017_311_885.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
297	GMGC10.027_453_183.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
298	GMGC10.016_575_570.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
299	GMGC10.008_508_371.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
300	GMGC10.027_465_635.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
301	GMGC10.016_696_459.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
302	GMGC10.044_077_327.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
303	GMGC10.013_804_165.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
304	GMGC10.014_856_308.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
305	GMGC10.033_090_303.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
306	GMGC10.035_159_371.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
307	GMGC10.003_051_849.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
308	GMGC10.044_209_206.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
309	GMGC10.014_633_254.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
310	GMGC10.037_951_440.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
311	GMGC10.014_513_776.OMPR	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
312	GMGC10.036_958_066.LPTB	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
313	GMGC10.002_516_829.UNKNOWN	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
314	GMGC10.033_692_519.LPTB	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
315	GMGC10.005_072_351.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
316	GMGC10.008_997_669.GLNQ	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
317	GMGC10.008_997_669.GLNQ	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
318	GMGC10.034_432_161.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
319	GMGC10.034_432_161.UNKNOWN	GMGC10.wastewater.95nr.faa	ompR	multidrug__ompR	sarg_db	2.0	multidrug__ompR_train_msa	ARGs-OAP	2.0																		multidrug				[]	[]
320	GMGC10.033_489_046.GLNQ	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
321	GMGC10.033_489_046.GLNQ	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
322	GMGC10.012_926_928.GLNQ	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
323	GMGC10.012_926_928.GLNQ	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
324	GMGC10.005_071_800.GLNQ	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
325	GMGC10.005_071_800.GLNQ	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
326	GMGC10.022_939_044.GLTL	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
327	GMGC10.022_939_044.GLTL	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
328	GMGC10.018_123_440.UNKNOWN	GMGC10.wastewater.95nr.faa	vanR	vancomycin__vanR	sarg_db	2.0	vancomycin__vanR_train_msa	ARGs-OAP	2.0																		vancomycin			{'ARO:3002923', 'ARO:3002921', 'ARO:3002927', 'ARO:3002926', 'ARO:3002928', 'ARO:3002929', 'ARO:3002925', 'ARO:3002919', 'ARO:3002930', 'ARO:3002922', 'ARO:3002924'}	[]	[]
329	GMGC10.033_699_640.UNKNOWN	GMGC10.wastewater.95nr.faa	macB	macrolide_lincosamide_streptogramin__macB	sarg_db	2.0	macrolide_lincosamide_streptogramin__macB_train_msa	ARGs-OAP	2.0																		macrolide_lincosamide_streptogramin			{'ARO:3000535'}	[]	[]
330	GMGC10.003_807_408.LPTB	GMGC10.wastewater.95nr.faa	bcrA	bacitracin__bcrA	sarg_db	2.0	bacitracin__bcrA_train_msa	ARGs-OAP	2.0																		bacitracin			{'ARO:3002987'}	[]	[]
