	Unnamed: 0	Original ID	Gene Name in CARD	ARO	Database
15	15	MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation	Staphylococcus aureus mupB conferring resistance to mupirocin	3000510.0	megares
16	16	MEG_5362|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation	PARC	PARC	megares
17	17	MEG_952|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA3	3002603.0	megares
18	18	MEG_1661|Drugs|betalactams|Class_B_betalactamases|CFIA	CfiA24	3006916.0	megares
19	19	MEG_3972|Drugs|betalactams|Class_C_betalactamases|MIR	MIR-3	3002169.0	megares
20	20	MEG_1870|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-31	3002042.0	megares
21	21	MEG_5937|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB9	3002723.0	megares
22	22	MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB38	3002753.0	megares
23	23	MEG_1863|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-21	3002032.0	megares
24	24	MEG_5279|Drugs|betalactams|Class_A_betalactamases|OXY	OXY-2-13	3002408.0	megares
25	25	MEG_6968|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET31	tet(31)	3000476.0	megares
26	26	MEG_7337|Drugs|Glycopeptides|VanA-type_resistance_protein|VANA	vanA	3000010.0	megares
27	27	MEG_6337|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-104	3001153.0	megares
28	28	MEG_1455|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621.0	megares
29	29	MEG_4799|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-281	3001736.0	megares
30	30	MEG_5901|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB22	3002737.0	megares
31	31	MEG_2182|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-215	3005638.0	megares
32	32	MEG_5575|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-116	3006494.0	megares
33	33	MEG_841|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA8	3002608.0	megares
34	34	MEG_786|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	ANT(3'')-IIa	3004089.0	megares
35	35	MEG_2991|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	FosA6	3004111.0	megares
36	36	MEG_1253|Drugs|betalactams|Class_B_betalactamases|BLAB	BlaB-1	3005522.0	megares
37	37	MEG_5117|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-157	3001462.0	megares
38	38	MEG_1346|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621.0	megares
39	39	MEG_570|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-114	3006292.0	megares
40	40	MEG_2408|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-3	3001866.0	megares
41	41	MEG_2285|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-51	3001913.0	megares
42	42	MEG_6236|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-198	3005209.0	megares
43	43	MEG_5108|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-435	3003162.0	megares
44	44	MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	APH(6)-Id	3002660.0	megares
45	45	MEG_6391|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-185	3003152.0	megares
46	46	MEG_6677|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-169	3001035.0	megares
47	47	MEG_2115|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|CPXAR	cpxA	3000830.0	megares
48	48	MEG_5368|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation	PARE	PARE	megares
49	49	MEG_2919|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR	floR	3002705.0	megares
50	50	MEG_7350|Drugs|Glycopeptides|VanB-type_resistance_protein|VANB	vanB	3000013.0	megares
51	51	MEG_491|Drugs|betalactams|Class_C_betalactamases|ACT	ACT-27	3001847.0	megares
52	52	MEG_1527|Drugs|betalactams|Class_A_betalactamases|CARB	CARB-22	3003151.0	megares
53	53	MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI	Klebsiella pneumoniae KpnF	3004583.0	megares
54	54	MEG_4424|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-537	3005766.0	megares
55	55	MEG_6655|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|TEHA	opcM	3003037.0	megares
56	56	MEG_7753|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-29	3002299.0	megares
57	57	MEG_2870|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|EVGS	evgS	3000833.0	megares
58	58	MEG_2198|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-202	3005625.0	megares
59	59	MEG_3950|Drugs|betalactams|Class_C_betalactamases|MIR	MIR-21	3006861.0	megares
60	60	MEG_3650|Drugs|betalactams|Class_A_betalactamases|LUT	LUT-4	3006946.0	megares
61	61	MEG_4134|Drugs|betalactams|Class_B_betalactamases|NDM	NDM-21	3004864.0	megares
62	62	MEG_2158|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-172	3005595.0	megares
63	63	MEG_637|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-17	3003861.0	megares
64	64	MEG_7264|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|TOLC	TolC	3000237.0	megares
65	65	MEG_1897|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-60	3002073.0	megares
66	66	MEG_6473|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-30	3001088.0	megares
67	67	MEG_1248|Drugs|betalactams|Class_A_betalactamases|BLAA	y56 beta-lactamase	3003558.0	megares
68	68	MEG_3196|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation	GYRA	GYRA	megares
69	69	MEG_2275|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-50	3001912.0	megares
70	70	MEG_5311|Drugs|betalactams|Class_A_betalactamases|OXY	OXY-1-2	3002390.0	megares
71	71	MEG_1613|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation	catB3	3002676.0	megares
72	72	MEG_343|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ib10	3002581.0	megares
73	73	MEG_6481|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-1	3001059.0	megares
74	74	MEG_520|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-138	3006313.0	megares
75	75	MEG_4526|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-811	3006011.0	megares
76	76	MEG_6074|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTH	rmtH	3003198.0	megares
77	77	MEG_62|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3	AAC(3)-IIIa	3002536.0	megares
78	78	MEG_5955|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB26	3002741.0	megares
79	79	MEG_5171|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-15	3001410.0	megares
80	80	MEG_7062|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC	tet(C)	3000167.0	megares
81	81	MEG_875|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA3	3002603.0	megares
82	82	MEG_5113|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-439	3003595.0	megares
83	83	MEG_5038|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-327	3001515.0	megares
84	84	MEG_5741|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-90	3004353.0	megares
85	85	MEG_1484|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|CADA	smeB	3003052.0	megares
86	86	MEG_1197|Drugs|Cationic_antimicrobial_peptides|Polymyxin_B_resistance_regulator|BASRS|RequiresSNPConfirmation	arlR	3000838.0	megares
87	87	MEG_6020|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS	QnrS1	3002790.0	megares
88	88	MEG_2174|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-213	3005636.0	megares
89	89	MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA	marA	3000263.0	megares
90	90	MEG_2211|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-222	3005645.0	megares
91	91	MEG_7113|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tetM	3000186.0	megares
92	92	MEG_3165|Drugs|betalactams|Class_B_betalactamases|GOB	GOB-48	3005696.0	megares
93	93	MEG_309|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-I30	3002588.0	megares
94	94	MEG_4000|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MNTR	SHV-218	3005238.0	megares
95	95	MEG_3136|Drugs|betalactams|Class_A_betalactamases|GIL	GIL-1	3006888.0	megares
96	96	MEG_4635|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-184	3001476.0	megares
97	97	MEG_5403|Drugs|betalactams|Penicillin_binding_protein|PBP2	mecC	3001209.0	megares
98	98	MEG_6475|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-11	3001070.0	megares
99	99	MEG_4250|Drugs|betalactams|Class_A_betalactamases|OKP	OKP-A-8	3002425.0	megares
100	100	MEG_610|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-174	3006346.0	megares
101	101	MEG_6790|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-159	3001025.0	megares
102	102	MEG_5184|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-123	3001445.0	megares
103	103	MEG_7511|Drugs|Glycopeptides|VanE-type_regulator|VANSE	vanS gene in vanE cluster	3002935.0	megares
104	104	MEG_6808|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-187	3001047.0	megares
105	105	MEG_2666|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|DPSA	vanS gene in vanL cluster	3002938.0	megares
106	106	MEG_2838|Drugs|MLS|23S_rRNA_methyltransferases|ERMN	ErmN	3000592.0	megares
107	107	MEG_3532|Drugs|betalactams|Class_B_betalactamases|L1	AXC-3	3006899.0	megares
108	108	MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-85	3001139.0	megares
109	109	MEG_6493|Drugs|betalactams|Class_A_betalactamases|SHV	Escherichia coli mdfA	3001328.0	megares
110	110	MEG_2859|Drugs|MLS|23S_rRNA_methyltransferases|ERMX	tetA(58)	3003980.0	megares
111	111	MEG_2859|Drugs|MLS|23S_rRNA_methyltransferases|ERMX	DES-1	3004780.0	megares
112	112	MEG_1095|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6	APH(6)-Id	3002660.0	megares
113	113	MEG_5794|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|PMPM	PmpM	3004077.0	megares
114	114	MEG_937|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA8	3002608.0	megares
115	115	MEG_307|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-IIa	3002594.0	megares
116	116	MEG_1120|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|ARMA	armA	3000858.0	megares
117	117	MEG_5620|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-28	3005156.0	megares
118	118	MEG_7283|Metals|Multi-metal_resistance|Multi-metal_ABC_efflux_regulator|TROR	MexL	3003710.0	megares
119	119	MEG_5930|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB5	3002719.0	megares
120	120	MEG_536|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-51	3006431.0	megares
121	121	MEG_5888|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB20	3002735.0	megares
122	122	MEG_5775|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|PFR	ErmQ	3000593.0	megares
123	123	MEG_6570|Drugs|betalactams|Class_C_betalactamases|SRT	SRT-1	3002493.0	megares
124	124	MEG_3897|Metals|Mercury_resistance|Mercury_resistance_protein|MERT	Escherichia coli mdfA	3001328.0	megares
125	125	MEG_662|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-61	3003879.0	megares
126	126	MEG_2059|Metals|Copper_resistance|Copper_resistance_protein|COPG	smeA	3003051.0	megares
127	127	MEG_6924|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-125	3000987.0	megares
128	128	MEG_7508|Drugs|Glycopeptides|VanD-type_regulator|VANSD	vanS gene in vanD cluster	3002934.0	megares
129	129	MEG_3814|Drugs|MLS|MLS_resistance_MFS_efflux_pumps|MEFA	mel	3000616.0	megares
130	130	MEG_4904|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-137	3001767.0	megares
131	131	MEG_5917|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB18	3002733.0	megares
132	132	MEG_6821|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-196	3001376.0	megares
133	133	MEG_6250|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-66	3001121.0	megares
134	134	MEG_6939|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-71	3000937.0	megares
135	135	MEG_5740|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-89	3004352.0	megares
136	136	MEG_846|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	ANT(3'')-IIa	3004089.0	megares
137	137	MEG_3697|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR	MCR-1.3	3004514.0	megares
138	138	MEG_7862|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR	TxR	3005008.0	megares
139	139	MEG_334|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ip	3002559.0	megares
140	140	MEG_7845|Metals|Zinc_resistance|Zinc_resistance_protein|ZEVA	PDC-173	3005306.0	megares
141	141	MEG_660|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-59	3004619.0	megares
142	142	MEG_1274|Drugs|betalactams|Class_B_betalactamases|BLAEAM	EAM-1	3006873.0	megares
143	143	MEG_3787|Drugs|betalactams|Penicillin_binding_protein|MECA	mecA	3000617.0	megares
144	144	MEG_6240|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-1	3001059.0	megares
145	145	MEG_5451|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-243	3006621.0	megares
146	146	MEG_7116|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tetM	3000186.0	megares
147	147	MEG_457|Drugs|betalactams|Class_C_betalactamases|ACT	ACT-9	3001826.0	megares
148	148	MEG_236|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ib9	3002580.0	megares
149	149	MEG_5467|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-98	3006851.0	megares
150	150	MEG_2157|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-218	3005641.0	megares
151	151	MEG_5707|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-228	3006607.0	megares
152	152	MEG_6411|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-71	3001125.0	megares
153	153	MEG_1926|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-102	3002114.0	megares
154	154	MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC	tet(C)	3000167.0	megares
155	155	MEG_5089|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-400	3001586.0	megares
156	156	MEG_6016|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRE	qnrE1	3004636.0	megares
157	157	MEG_5013|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-253	3001689.0	megares
158	158	MEG_3369|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-24	3002215.0	megares
159	159	MEG_1065|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	APH(3')-VIa	3002652.0	megares
160	160	MEG_6378|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-159	3001198.0	megares
161	161	MEG_4580|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-639	3005860.0	megares
162	162	MEG_1881|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-46	3002057.0	megares
163	163	MEG_4606|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-486	3003643.0	megares
164	164	MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ii	3002556.0	megares
165	165	MEG_7196|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_regulator|TETRM|RequiresSNPConfirmation	TETRM	TETRM	megares
166	166	MEG_1868|Drugs|betalactams|Class_C_betalactamases|CMY	CMY-24	3002035.0	megares
167	167	MEG_2415|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-4	3001867.0	megares
168	168	MEG_5983|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB66	3002778.0	megares
169	169	MEG_578|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-153	3006327.0	megares
170	170	MEG_7825|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|YFEC	mel	3000616.0	megares
171	171	MEG_7861|Metals|Zinc_resistance|Zinc_resistance_regulator|ZRAR	TxR	3005008.0	megares
172	172	MEG_6972|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33	tet(33)	3000478.0	megares
173	173	MEG_3913|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG	MexG	3000806.0	megares
174	174	MEG_3528|Drugs|betalactams|Class_B_betalactamases|L1	L1 beta-lactamase	3000582.0	megares
175	175	MEG_438|Drugs|betalactams|Class_C_betalactamases|ACT	ACT-67	3006262.0	megares
176	176	MEG_5809|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|POXT	poxtA	3004470.0	megares
177	177	MEG_4800|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-260	3001716.0	megares
178	178	MEG_6001|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB	QnrB41	3002756.0	megares
179	179	MEG_2105|Drugs|betalactams|Class_B_betalactamases|CPHA	cphA8	3003104.0	megares
180	180	MEG_7203|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETT	tetT	3000193.0	megares
181	181	MEG_6711|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-79	3000946.0	megares
182	182	MEG_7850|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ZIPB	ZIPB	ZIPB	megares
183	183	MEG_6527|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME	smeB	3003052.0	megares
184	184	MEG_5728|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-77	3004340.0	megares
185	185	MEG_2145|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-74	3001935.0	megares
186	186	MEG_2986|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	FosA3	3002872.0	megares
187	187	MEG_4472|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-685	3005892.0	megares
188	188	MEG_6899|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-116	3000979.0	megares
189	189	MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	APH(3'')-Ib	3002639.0	megares
190	190	MEG_1175|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|ARSRM	ARSRM	ARSRM	megares
191	191	MEG_599|Drugs|betalactams|Class_C_betalactamases|ADC	ADC-166	3006338.0	megares
192	192	MEG_2709|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBA|RequiresSNPConfirmation	EMBA	EMBA	megares
193	193	MEG_5505|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-174	3006553.0	megares
194	194	MEG_3391|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-13	3002204.0	megares
195	195	MEG_7765|Drugs|betalactams|Class_B_betalactamases|VIM	VIM-11	3002281.0	megares
196	196	MEG_955|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA16	3002616.0	megares
197	197	MEG_5232|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-378	3001564.0	megares
198	198	MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Isa	3002563.0	megares
199	199	MEG_1072|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	APH(3')-VIIa	3002654.0	megares
200	200	MEG_2231|Drugs|betalactams|Class_A_betalactamases|CTX	CTX-M-36	3001898.0	megares
201	201	MEG_838|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME	aadA3	3002603.0	megares
202	202	MEG_1425|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621.0	megares
203	203	MEG_5215|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-136	3001765.0	megares
204	204	MEG_6660|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-26	3000896.0	megares
205	205	MEG_7798|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|VMEU	cmeA	3000783.0	megares
206	206	MEG_5876|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA	QnrA3	3002709.0	megares
207	207	MEG_4525|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-657	3005872.0	megares
208	208	MEG_3456|Drugs|betalactams|Class_A_betalactamases|KLUC	KLUC-3	3006929.0	megares
209	209	MEG_3174|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|GRM	sgm	3000862.0	megares
210	210	MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB	oqxB	3003923.0	megares
211	211	MEG_5589|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-271	3006646.0	megares
212	212	MEG_4267|Drugs|betalactams|Class_A_betalactamases|OKP	OKP-B-19	3002452.0	megares
213	213	MEG_6474|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-5	3001064.0	megares
214	214	MEG_4725|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-114l	3005712.0	megares
215	215	MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP	mdtP	3003550.0	megares
216	216	MEG_7217|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW	tet(W/N/W)	3004442.0	megares
217	217	MEG_3665|Metals|Multi-metal_resistance|Multi-metal_resistance_protein|MCO	vanX gene in vanM cluster	3002953.0	megares
218	218	MEG_5024|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-346	3001534.0	megares
219	219	MEG_1330|Drugs|betalactams|Class_A_betalactamases|BLAZ	PC1 beta-lactamase (blaZ)	3000621.0	megares
220	220	MEG_345|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	AAC(6')-Ib10	3002581.0	megares
221	221	MEG_7185|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	TETR	TETR	megares
222	222	MEG_3325|Drugs|betalactams|Class_B_betalactamases|IMP	IMP-73	3005478.0	megares
223	223	MEG_3932|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation	MEXT	MEXT	megares
224	224	MEG_6890|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-105	3000968.0	megares
225	225	MEG_4154|Drugs|betalactams|Class_B_betalactamases|NDM	NDM-14	3003183.0	megares
226	226	MEG_6304|Drugs|betalactams|Class_A_betalactamases|SHV	SHV-43	3001101.0	megares
227	227	MEG_3245|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|GYRBA|RequiresSNPConfirmation	GYRBA	GYRBA	megares
228	228	MEG_2511|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRA	dfrA7	3002862.0	megares
229	229	MEG_5581|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-45	3005145.0	megares
230	230	MEG_3278|Metals|Copper_resistance|Copper_resistance_protein|HPCOPP	msrF	3005087.0	megares
231	231	MEG_2019|Metals|Copper_resistance|Copper_resistance_protein|COPA	OXY-2-15	3006130.0	megares
232	232	MEG_4238|Drugs|betalactams|Class_A_betalactamases|OKP	OKP-B-21	3006143.0	megares
233	233	MEG_4900|Drugs|betalactams|Class_D_betalactamases|OXA	OXA-80	3001634.0	megares
234	234	MEG_3056|Drugs|betalactams|Class_A_betalactamases|FRI	FRI-6	3005029.0	megares
235	235	MEG_6678|Drugs|betalactams|Class_A_betalactamases|TEM	TEM-210	3001387.0	megares
236	236	MEG_5476|Drugs|betalactams|Class_C_betalactamases|PDC	PDC-242	3006620.0	megares
