input_sequence_id	input_file_name	gene_symbol	gene_name	reference_database_id	reference_database_version	reference_accession	analysis_software_name	analysis_software_version	sequence_identity	input_protein_start	input_protein_stop	input_gene_start	input_gene_stop	reference_protein_start	reference_protein_stop	reference_gene_start	reference_gene_stop	strand_orientation	coverage_depth	coverage_percentage	coverage_ratio	reference_gene_length	reference_protein_length	input_gene_length	input_protein_length	drug_class	antimicrobial_agent	resistance_mechanism
GMGC10.016_397_246.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	88.22			1	416					+		99.76						Fosfomycin		
GMGC10.016_806_844.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	80.2			1	399					+		100.0						Fosfomycin		
GMGC10.017_524_248.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	84.94			2	406					+		97.12						Fosfomycin		
GMGC10.017_551_368.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.74			1	416					+		99.76						Fosfomycin		
GMGC10.017_562_382.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	88.43			2	416					+		99.52						Fosfomycin		
GMGC10.017_978_399.FOSB	GMGC10.95nr_block_0007	fosA_7	fosA	resfinder	2021-Mar-27	AEXB01000013	abricate	abricate 1.0.1	88.56			1	402					+		94.37						Fosfomycin		
GMGC10.018_851_790.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.5			2	417					+		99.76						Fosfomycin		
GMGC10.019_007_190.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	90.48			1	399					+		100.0						Fosfomycin		
GMGC10.019_007_585.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	80.2			1	399					+		100.0						Fosfomycin		
GMGC10.019_522_332.FOSA	GMGC10.95nr_block_0007	fosB2_1	fosB2	resfinder	2021-Mar-27	AE016879	abricate	abricate 1.0.1	94.29			1	420					+		100.0						Fosfomycin		
GMGC10.019_525_067.FOSB	GMGC10.95nr_block_0007	fosB_5	fosB	resfinder	2021-Mar-27	AJ605334	abricate	abricate 1.0.1	97.09			6	417					+		98.8						Fosfomycin		
GMGC10.019_533_820.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	86.78			1	416					+		99.76						Fosfomycin		
GMGC10.019_535_820.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.98			1	416					+		99.76						Fosfomycin		
GMGC10.019_541_157.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	89.4			2	416					+		99.52						Fosfomycin		
GMGC10.019_554_574.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	88.43			2	416					+		99.52						Fosfomycin		
GMGC10.022_744_970.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	90.78			1	423					+		100.0						Fosfomycin		
GMGC10.023_252_132.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.5			1	416					+		99.76						Fosfomycin		
GMGC10.023_371_933.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	83.71			13	411					+		100.0						Fosfomycin		
GMGC10.023_836_016.FOSB	GMGC10.95nr_block_0007	fosA3_1	fosA3	resfinder	2021-Mar-27	AB522970	abricate	abricate 1.0.1	90.41			1	417					+		100.0						Fosfomycin		
GMGC10.024_660_118.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	96.52			1	402					+		100.0						Fosfomycin		
GMGC10.024_662_587.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	92.31			1	402					+		99.75						Fosfomycin		
GMGC10.024_779_084.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	95.99			1	399					+		100.0						Fosfomycin		
GMGC10.024_945_870.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	94.03			1	402					+		100.0						Fosfomycin		
GMGC10.025_001_212.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	86.33			1	417					+		100.0						Fosfomycin		
GMGC10.025_045_660.FOSB	GMGC10.95nr_block_0007	fosX_2	fosX	resfinder	2021-Mar-27	AL591981	abricate	abricate 1.0.1	88.06			1	402					+		100.0						Fosfomycin		
GMGC10.025_437_586.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	97.84			1	417					+		100.0						Fosfomycin		
GMGC10.025_438_403.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	87.98			1	416					+		99.76						Fosfomycin		
GMGC10.025_442_080.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	89.42			1	416					+		99.76						Fosfomycin		
GMGC10.025_520_041.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	97.24			1	399					+		100.0						Fosfomycin		
GMGC10.026_525_198.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	80.75			19	418					+		95.92						Fosfomycin		
GMGC10.026_545_800.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	90.39			1	416					+		99.76						Fosfomycin		
GMGC10.027_169_110.FOSB	GMGC10.95nr_block_0007	fosD_1	fosD	resfinder	2021-Mar-27	KC989517	abricate	abricate 1.0.1	89.52			1	420					+		100.0						Fosfomycin		
GMGC10.027_458_315.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	95.03			1	423					+		100.0						Fosfomycin		
GMGC10.027_605_221.FOSB	GMGC10.95nr_block_0007	fos_1	fos	resfinder	2021-Mar-27	ACCV01000052	abricate	abricate 1.0.1	80.7			1	399					+		100.0						Fosfomycin		
GMGC10.031_619_256.FOSB	GMGC10.95nr_block_0007	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	93.62			1	423					+		100.0						Fosfomycin		
GMGC10.035_740_690.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	85.58			1	416					+		99.76						Fosfomycin		
GMGC10.036_635_555.FOSB	GMGC10.95nr_block_0007	fosA2_1	fosA2	resfinder	2021-Mar-27	EU487198	abricate	abricate 1.0.1	84.92			1	411					+		96.48						Fosfomycin		
GMGC10.038_021_722.FOSB	GMGC10.95nr_block_0007	fosK_1	fosK	resfinder	2021-Mar-27	AB917040	abricate	abricate 1.0.1	86.22			1	399					+		100.0						Fosfomycin		
GMGC10.039_045_695.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	91.83			1	416					+		99.76						Fosfomycin		
GMGC10.039_052_825.FOSA	GMGC10.95nr_block_0007	fosB_5	fosB	resfinder	2021-Mar-27	AJ605334	abricate	abricate 1.0.1	94.9			6	417					+		98.8						Fosfomycin		
GMGC10.039_064_668.FOSA	GMGC10.95nr_block_0007	fosB2_1	fosB2	resfinder	2021-Mar-27	AE016879	abricate	abricate 1.0.1	98.57			1	420					+		100.0						Fosfomycin		
GMGC10.040_427_529.FOSB	GMGC10.95nr_block_0007	fosB1_1	fosB1	resfinder	2021-Mar-27	CP001903	abricate	abricate 1.0.1	81.73			1	416					+		99.76						Fosfomycin		
GMGC10.042_399_422.FOSB	GMGC10.95nr_block_0007	fosF_1	fosF	resfinder	2021-Mar-27	AY294333	abricate	abricate 1.0.1	83.83			1	402					+		100.0						Fosfomycin		
GMGC10.002_310_983.ARR	GMGC10.95nr_block_0008	ARR-5_1	ARR-5	resfinder	2021-Mar-27	EF660563	abricate	abricate 1.0.1	100.0			1	453					+		100.0								
GMGC10.008_738_752.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	97.26			1	438					+		100.0						Amikacin;Tobramycin		
GMGC10.008_780_045.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	86.99			1	438					+		100.0						Amikacin;Tobramycin		
GMGC10.008_786_780.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	89.5			1	438					+		100.0						Amikacin;Tobramycin		
GMGC10.008_869_607.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	97.94			1	438					+		100.0						Amikacin;Tobramycin		
GMGC10.011_109_108.FOSB	GMGC10.95nr_block_0008	fosB_3	fosB	resfinder	2021-Mar-27	ACHE01000077	abricate	abricate 1.0.1	99.53			1	429					+		100.0						Fosfomycin		
GMGC10.012_333_233.AACA7	GMGC10.95nr_block_0008	aac(6')-Ir_1	aac(6')-Ir	resfinder	2021-Mar-27	AF031326	abricate	abricate 1.0.1	95.01			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.012_462_700.FOSB	GMGC10.95nr_block_0008	fosA_7	fosA	resfinder	2021-Mar-27	AEXB01000013	abricate	abricate 1.0.1	95.29			2	426					+		99.77						Fosfomycin		
GMGC10.013_845_716.AACA7	GMGC10.95nr_block_0008	aac(6')-Ir_1	aac(6')-Ir	resfinder	2021-Mar-27	AF031326	abricate	abricate 1.0.1	95.69			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.014_441_136.GPT	GMGC10.95nr_block_0008	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.41			1	432					+		92.9								
GMGC10.015_244_634.UNKNOWN	GMGC10.95nr_block_0008	aac(3)-Ii_1	aac(3)-Ii	resfinder	2021-Mar-27	CP000356	abricate	abricate 1.0.1	83.81			1	451					+		98.26						Gentamicin		
GMGC10.021_706_398.AACA7	GMGC10.95nr_block_0008	aac(6')-Iaa_1	aac(6')-Iaa	resfinder	2021-Mar-27	NC_003197	abricate	abricate 1.0.1	95.2			1	438					+		100.0						Amikacin;Tobramycin		
GMGC10.022_754_984.AACA7	GMGC10.95nr_block_0008	aac(6')-Ic_1	aac(6')-Ic	resfinder	2021-Mar-27	M94066	abricate	abricate 1.0.1	97.51			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.024_612_514.AACA7	GMGC10.95nr_block_0008	aac(6')-Iv_1	aac(6')-Iv	resfinder	2021-Mar-27	AF031330	abricate	abricate 1.0.1	100.0			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.024_841_736.AACA7	GMGC10.95nr_block_0008	aac(6')-Iw_1	aac(6')-Iw	resfinder	2021-Mar-27	AF031331	abricate	abricate 1.0.1	94.32			1	440					+		99.77						Amikacin;Tobramycin		
GMGC10.024_864_889.AACA7	GMGC10.95nr_block_0008	aac(6')-Ix_1	aac(6')-Ix	resfinder	2021-Mar-27	AF031332	abricate	abricate 1.0.1	97.96			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.024_901_610.AACA7	GMGC10.95nr_block_0008	aac(6')-Iu_1	aac(6')-Iu	resfinder	2021-Mar-27	AF031329	abricate	abricate 1.0.1	100.0			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.024_940_502.AACA7	GMGC10.95nr_block_0008	aac(6')-Ij_1	aac(6')-Ij	resfinder	2021-Mar-27	L29045	abricate	abricate 1.0.1	98.87			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.024_945_742.AACA7	GMGC10.95nr_block_0008	aac(6')-Iw_1	aac(6')-Iw	resfinder	2021-Mar-27	AF031331	abricate	abricate 1.0.1	100.0			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.026_782_138.AACA7	GMGC10.95nr_block_0008	aac(6')-Is_1	aac(6')-Is	resfinder	2021-Mar-27	AF031327	abricate	abricate 1.0.1	99.55			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.036_573_454.AACA7	GMGC10.95nr_block_0008	aac(6')-Ic_1	aac(6')-Ic	resfinder	2021-Mar-27	M94066	abricate	abricate 1.0.1	92.74			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.036_772_032.AACA7	GMGC10.95nr_block_0008	aac(6')-Ih_2	aac(6')-Ih	resfinder	2021-Mar-27	KT778788	abricate	abricate 1.0.1	97.51			1	441					+		100.0						Amikacin;Tobramycin		
GMGC10.037_309_489.UNKNOWN	GMGC10.95nr_block_0008	aac(3)-XI_1	aac(3)-XI	resfinder	2021-Mar-27	CTEG01000046	abricate	abricate 1.0.1	93.51			1	447					+		100.0								
GMGC10.038_886_820.ARR	GMGC10.95nr_block_0008	ARR-4_1	ARR-4	resfinder	2021-Mar-27	EF660562	abricate	abricate 1.0.1	100.0			1	453					+		100.0								
GMGC10.041_253_534.ARR	GMGC10.95nr_block_0008	ARR-6_2	ARR-6	resfinder	2021-Mar-27	FM897214	abricate	abricate 1.0.1	87.64			1	453					+		100.0								
GMGC10.002_282_021.FOSB	GMGC10.95nr_block_0009	fosA3_1	fosA3	resfinder	2021-Mar-27	AB522970	abricate	abricate 1.0.1	91.37			61	477					+		100.0						Fosfomycin		
GMGC10.002_457_180.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	83.01			1	465					+		100.0								
GMGC10.003_404_605.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.88			1	455					+		97.85								
GMGC10.004_842_979.FOSX	GMGC10.95nr_block_0009	fosX_1	fosX	resfinder	2021-Mar-27	AP010904	abricate	abricate 1.0.1	100.0			1	465					+		100.0						Fosfomycin		
GMGC10.005_854_987.UNKNOWN	GMGC10.95nr_block_0009	aac(3)-Ig_1	aac(3)-Ig	resfinder	2021-Mar-27	CP000282	abricate	abricate 1.0.1	100.0			1	477					+		100.0						Gentamicin		
GMGC10.006_110_533.UNKNOWN	GMGC10.95nr_block_0009	aac(3)-Ii_1	aac(3)-Ii	resfinder	2021-Mar-27	CP000356	abricate	abricate 1.0.1	100.0			1	459					+		100.0						Gentamicin		
GMGC10.006_514_400.UNKNOWN	GMGC10.95nr_block_0009	aac(6')-Isa_1	aac(6')-Isa	resfinder	2021-Mar-27	AB116646	abricate	abricate 1.0.1	81.65			1	474					+		100.0						Amikacin;Tobramycin		
GMGC10.006_551_847.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.15			1	465					+		100.0								
GMGC10.009_049_327.FOLA	GMGC10.95nr_block_0009	dfrA32_1	dfrA32	resfinder	2021-Mar-27	GU067642	abricate	abricate 1.0.1	100.0			1	474					+		100.0						Trimethoprim		
GMGC10.010_911_095.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.79			7	465					+		98.71								
GMGC10.011_063_031.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	83.41			1	464					+		99.78								
GMGC10.011_213_951.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	83.44			1	465					+		100.0								
GMGC10.011_754_669.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.35			1	462					+		98.92								
GMGC10.012_022_989.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.52			7	465					+		98.49								
GMGC10.012_023_961.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.15			1	465					+		100.0								
GMGC10.012_568_244.UNKNOWN	GMGC10.95nr_block_0009	aac(3)-Id_1	aac(3)-Id	resfinder	2021-Mar-27	AB114632	abricate	abricate 1.0.1	99.79			1	477					+		100.0						Gentamicin		
GMGC10.012_880_997.FOSB	GMGC10.95nr_block_0009	fosA7_1	fosA7	resfinder	2021-Mar-27	LAPJ01000014	abricate	abricate 1.0.1	87.26			1	471					+		100.0						Fosfomycin		
GMGC10.012_911_683.UNKNOWN	GMGC10.95nr_block_0009	aac(6')-Isa_1	aac(6')-Isa	resfinder	2021-Mar-27	AB116646	abricate	abricate 1.0.1	100.0			1	474					+		100.0						Amikacin;Tobramycin		
GMGC10.013_237_334.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.94			1	465					+		100.0								
GMGC10.014_400_513.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.1			1	419					+		90.11								
GMGC10.014_701_230.UNKNOWN	GMGC10.95nr_block_0009	aac(6')-Isa_1	aac(6')-Isa	resfinder	2021-Mar-27	AB116646	abricate	abricate 1.0.1	80.38			67	483					+		87.76						Amikacin;Tobramycin		
GMGC10.015_195_936.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	85.38			1	465					+		100.0								
GMGC10.015_422_600.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.08			1	465					+		100.0								
GMGC10.015_648_938.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.47			1	465					+		99.78								
GMGC10.015_663_116.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	82.14			7	465					+		98.71								
GMGC10.016_206_946.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	93.76			1	465					+		100.0								
GMGC10.016_253_048.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.44			7	465					+		98.49								
GMGC10.016_267_654.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.62			1	457					+		98.28								
GMGC10.016_336_086.UNKNOWN	GMGC10.95nr_block_0009	aac(6')-Isa_1	aac(6')-Isa	resfinder	2021-Mar-27	AB116646	abricate	abricate 1.0.1	85.02			1	474					+		100.0						Amikacin;Tobramycin		
GMGC10.016_795_782.FOLA	GMGC10.95nr_block_0009	dfrA29_1	dfrA29	resfinder	2021-Mar-27	AM237806	abricate	abricate 1.0.1	100.0			1	472					+		100.0								
GMGC10.016_807_648.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.86			1	465					+		100.0								
GMGC10.016_812_144.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.9			1	464					+		99.78								
GMGC10.017_615_573.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.52			1	462					+		99.14								
GMGC10.017_618_532.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.43			1	465					+		100.0								
GMGC10.018_266_394.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	83.66			1	465					+		100.0								
GMGC10.018_342_442.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	81.29			1	465					+		100.0								
GMGC10.018_765_599.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.86			1	465					+		100.0								
GMGC10.018_836_638.GPT	GMGC10.95nr_block_0009	tet(34)_1	tet(34)	resfinder	2021-Mar-27	AB061440	abricate	abricate 1.0.1	80.0			1	465					+		100.0								
GMGC10.018_887_303.AACA7	GMGC10.95nr_block_0009	aac(6')-Iz_1	aac(6')-Iz	resfinder	2021-Mar-27	AF140221	abricate	abricate 1.0.1	84.41			1	449					+		97.19						Amikacin;Tobramycin		
GMGC10.018_949_302.UNKNOWN	GMGC10.95nr_block_0009	aac(6')-Isa_1	aac(6')-Isa	resfinder	2021-Mar-27	AB116646	abricate	abricate 1.0.1	85.29			6	474					+		98.95						Amikacin;Tobramycin		
GMGC10.020_912_768.UNKNOWN	GMGC10.95nr_block_0009	aac(3)-Ii_1	aac(3)-Ii	resfinder	2021-Mar-27	CP000356	abricate	abricate 1.0.1	80.88			22	455					+		94.55						Gentamicin		
GMGC10.021_741_379.UNKNOWN	GMGC10.95nr_block_0009	aac(3)-If_1	aac(3)-If	resfinder	2021-Mar-27	AY884051	abricate	abricate 1.0.1	98.5			1	465					+		100.0						Gentamicin		
