polymyxin__arnA_train_msa -          GMGC10.036_212_787.PURN -            4.6e-05   15.3   0.0   5.4e-05   15.1   0.0   1.1   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.036_328_131.PURN -            3.3e-05   15.8   0.0     4e-05   15.5   0.0   1.1   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.008_220_642.PURN -            7.5e-05   14.6   0.0   8.2e-05   14.5   0.0   1.1   1   0   0   1   1   1   1 -
multidrug__mdtP_train_msa -          GMGC10.046_357_462.MDTP -            5.2e-87  286.1   1.6   5.7e-87  286.0   1.6   1.0   1   0   0   1   1   1   1 -
aminoglycoside__streptothricin_acetyltransferase_train_msa -          GMGC10.040_352_531.UNKNOWN -            1.1e-07   25.1   0.0   2.2e-07   24.1   0.0   1.5   1   0   0   1   1   1   1 -
multidrug__marR_train_msa -          GMGC10.009_622_153.UNKNOWN -            2.3e-11   37.3   0.3   3.2e-11   36.8   0.3   1.3   1   1   0   1   1   1   1 -
tetracycline__tet34_train_msa -          GMGC10.027_356_948.HPT -              2e-06   21.3   0.1   2.3e-06   21.1   0.1   1.2   1   0   0   1   1   1   1 -
vancomycin__vanS_train_msa -          GMGC10.008_219_100.UNKNOWN -            0.00033   13.3   0.1   0.00036   13.2   0.1   1.2   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__ereA_train_msa -          GMGC10.027_567_013.UNKNOWN -           2.5e-106  349.3   0.0  2.9e-106  349.1   0.0   1.0   1   0   0   1   1   1   1 -
tetracycline__tet34_train_msa -          GMGC10.011_035_998.XPT -            4.5e-05   16.9   0.0   6.8e-05   16.4   0.0   1.3   1   0   0   1   1   1   1 -
multidrug__marR_train_msa -          GMGC10.015_797_763.UNKNOWN -            1.1e-08   28.5   0.0   1.5e-08   28.1   0.0   1.1   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.030_066_120.PURN -            2.8e-08   25.9   0.0     3e-08   25.8   0.0   1.1   1   0   0   1   1   1   1 -
sulfonamide__sul1_train_msa -          GMGC10.007_732_312.FOLP -             1e-103  340.4   1.5  1.2e-103  340.2   1.5   1.0   1   0   0   1   1   1   1 -
aminoglycoside__aac_2___I_train_msa -          GMGC10.033_662_036.YYAT -             0.0005   13.3   0.1   0.00082   12.6   0.1   1.2   1   0   0   1   1   1   1 -
tetracycline__tet34_train_msa -          GMGC10.006_387_025.HPT -            9.5e-06   19.1   0.0   2.3e-05   17.9   0.0   1.6   1   1   1   2   2   2   2 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.042_038_363.ARTP -              3e-32  105.1   0.0   3.7e-32  104.7   0.0   1.0   1   0   0   1   1   1   1 -
multidrug__marR_train_msa -          GMGC10.007_789_234.UNKNOWN -            3.8e-14   46.3   0.0   4.9e-14   45.9   0.0   1.1   1   0   0   1   1   1   1 -
aminoglycoside__aph_3_____III_train_msa -          GMGC10.033_314_055.STRA -           1.1e-134  441.4  13.4  3.5e-123  403.7   4.3   2.0   1   1   1   2   2   1   1 -
polymyxin__arnA_train_msa -          GMGC10.006_389_081.PURN -            2.8e-11   35.9   0.0   3.2e-11   35.6   0.0   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.013_810_521.BDP_1102 -            8.4e-36  116.8   0.3     1e-35  116.5   0.3   1.0   1   0   0   1   1   1   1 -
tetracycline__tetR_train_msa -          GMGC10.021_077_660.UNKNOWN -            5.1e-21   69.1   0.0   6.2e-21   68.8   0.0   1.1   1   0   0   1   1   1   1 -
multidrug__mexT_train_msa -          GMGC10.027_908_344.YBDO -              2e-16   53.6   0.0   2.5e-16   53.3   0.0   1.3   1   1   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.028_242_683.PURN -            2.3e-05   16.3   0.0   8.9e-05   14.4   0.0   1.6   1   1   1   2   2   1   1 -
multidrug__marR_train_msa -          GMGC10.013_447_414.ARSR -              1e-06   22.2   0.0   1.6e-06   21.5   0.0   1.3   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.015_772_655.YUJD -            4.9e-34  111.0   0.0   5.8e-34  110.7   0.0   1.0   1   0   0   1   1   1   1 -
aminoglycoside__aph_3_____III_train_msa -          GMGC10.033_331_130.STRA -           4.2e-138  452.6  13.3  2.2e-117  384.7   7.7   2.0   1   1   1   2   2   1   1 -
vancomycin__vanS_train_msa -          GMGC10.011_096_106.CUSS -            1.2e-40  133.3   0.0   1.5e-40  133.0   0.0   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__vatB_train_msa -          GMGC10.008_221_604.VATB -            2.1e-99  324.9   2.4   2.5e-99  324.7   2.4   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.004_191_452.VEX2 -            3.2e-42  138.0   0.4   3.9e-42  137.7   0.4   1.1   1   0   0   1   1   1   1 -
vancomycin__vanY_train_msa -          GMGC10.040_352_318.SP_0629 -            4.5e-28   91.9   1.0     7e-28   91.2   1.0   1.4   1   1   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.012_780_387.VEX2 -            7.3e-41  133.5   0.0   1.1e-40  133.0   0.0   1.2   1   0   0   1   1   1   1 -
multidrug__mexT_train_msa -          GMGC10.028_081_771.NAC -            4.2e-10   32.8   0.0   4.7e-10   32.7   0.0   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.037_232_511.VEX2 -            1.9e-43  142.1   0.3   2.3e-43  141.8   0.3   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.011_625_094.VEX2 -            2.6e-43  141.6   0.3   3.2e-43  141.3   0.3   1.1   1   0   0   1   1   1   1 -
fusaric_acid__fusB_train_msa -          GMGC10.012_926_791.BL00799 -              3e-47  154.6   0.0   3.5e-47  154.4   0.0   1.0   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.006_065_321.PURN -            2.6e-11   36.0   0.0   2.9e-11   35.8   0.0   1.1   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.003_844_865.PURN -            1.6e-11   36.6   0.0   1.8e-11   36.4   0.0   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.012_780_102.UNKNOWN -            1.4e-52  172.2   0.9   1.6e-52  172.0   0.9   1.0   1   0   0   1   1   1   1 -
multidrug__mexT_train_msa -          GMGC10.042_325_403.ICIA -            1.1e-07   25.0   0.1   1.4e-07   24.5   0.1   1.2   1   0   0   1   1   1   1 -
fosmidomycin__rosB_train_msa -          GMGC10.033_493_316.KTRA -            6.1e-05   15.4   0.1   7.4e-05   15.1   0.1   1.1   1   0   0   1   1   1   1 -
fosmidomycin__rosB_train_msa -          GMGC10.032_844_517.KTRA -            1.6e-05   17.3   0.2   2.1e-05   17.0   0.2   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.002_710_020.VEX2 -            1.5e-38  125.8   0.1   1.9e-38  125.5   0.1   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.031_712_180.LOLD -              2e-62  204.7   0.0   2.4e-62  204.5   0.0   1.0   1   0   0   1   1   1   1 -
multidrug__mtrR_train_msa    -          GMGC10.003_038_248.ENVR -            1.6e-27   89.9   0.1   1.9e-27   89.6   0.1   1.1   1   0   0   1   1   1   1 -
tetracycline__tetR_train_msa -          GMGC10.003_038_248.ENVR -            1.5e-22   74.1   0.2     2e-22   73.6   0.2   1.1   1   0   0   1   1   1   1 -
aminoglycoside__streptothricin_acetyltransferase_train_msa -          GMGC10.043_113_213.YHHY -            1.4e-07   24.8   0.1   3.1e-07   23.6   0.1   1.6   1   1   1   2   2   0   0 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.043_820_686.UNKNOWN -            2.6e-50  164.7   0.1     3e-50  164.5   0.1   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.009_842_888.VEX2 -              2e-39  128.7   0.2   2.9e-39  128.3   0.2   1.2   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.035_294_550.VEX2 -            1.6e-38  125.8   0.1   2.2e-38  125.3   0.1   1.2   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.010_462_401.VEX2 -            1.4e-40  132.6   0.1     2e-40  132.1   0.1   1.2   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa -          GMGC10.017_144_567.UNKNOWN -            9.3e-36  117.3   0.2   1.1e-35  117.0   0.2   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.017_557_701.UNKNOWN -              2e-62  204.8   0.3   2.2e-62  204.6   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.017_557_701.UNKNOWN -            2.5e-27   89.6   1.4   2.7e-27   89.5   1.4   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_962_297.UNKNOWN -              2e-62  204.8   0.3   2.2e-62  204.6   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.019_962_297.UNKNOWN -            2.5e-27   89.6   1.4   2.7e-27   89.5   1.4   1.0   1   0   0   1   1   1   1 -
fosmidomycin__rosB_train_msa -          GMGC10.019_960_477.TRKB -            0.00098   11.4   0.2    0.0013   11.1   0.2   1.1   1   0   0   1   1   1   1 -
vancomycin__vanS_train_msa -          GMGC10.013_938_400.UNKNOWN -              0.013    8.1   5.0     0.017    7.7   5.0   1.3   1   0   0   1   1   1   1 -
vancomycin__vanR_train_msa -          GMGC10.002_888_164.UNKNOWN -              5e-73  238.9   0.3   5.5e-73  238.8   0.3   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_877_701.UNKNOWN -            3.3e-65  214.0   0.3     4e-65  213.7   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.019_877_701.UNKNOWN -            1.5e-30  100.2   0.8   1.8e-30   99.9   0.8   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.013_208_340.FTSE -            1.1e-42  139.6   0.1   1.2e-42  139.5   0.1   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.013_208_340.FTSE -            8.3e-30   97.7   0.0   9.6e-30   97.5   0.0   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.009_237_270.FTSE -            5.6e-43  140.5   0.1     6e-43  140.4   0.1   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.009_237_270.FTSE -            7.2e-30   98.0   0.0   8.3e-30   97.7   0.0   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.012_779_650.FTSE -            6.5e-46  150.2   0.1   7.6e-46  150.0   0.1   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.031_623_675.UNKNOWN -            3.8e-61  200.5   0.2   4.2e-61  200.4   0.2   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.031_623_675.UNKNOWN -            9.8e-29   94.2   0.4   1.2e-28   93.9   0.4   1.0   1   0   0   1   1   1   1 -
vancomycin__vanT_train_msa -          GMGC10.012_794_574.YIAH -            4.5e-09   28.9   9.0   6.3e-09   28.4   9.0   1.2   1   0   0   1   1   1   1 -
polymyxin__arnA_train_msa -          GMGC10.003_076_043.PURN -            1.3e-08   27.0   0.0   1.4e-08   26.9   0.0   1.1   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_955_570.UNKNOWN -            1.9e-65  214.8   0.3   2.3e-65  214.5   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.019_955_570.UNKNOWN -            1.6e-30  100.1   0.8   1.8e-30   99.9   0.8   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_979_764.UNKNOWN -            2.7e-65  214.2   0.4   3.3e-65  213.9   0.4   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.019_979_764.UNKNOWN -            4.3e-31  102.0   0.9     5e-31  101.7   0.9   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_974_442.UNKNOWN -            3.2e-66  217.3   0.3   3.9e-66  217.0   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.019_974_442.UNKNOWN -            1.2e-31  103.8   1.0   1.4e-31  103.6   1.0   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.017_632_564.UNKNOWN -              2e-65  214.7   0.3   2.2e-65  214.5   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.017_632_564.UNKNOWN -            1.1e-30  100.6   0.6   1.3e-30  100.4   0.6   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.011_856_432.UNKNOWN -            5.2e-66  216.6   0.3   6.4e-66  216.3   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa                          -          GMGC10.011_856_432.UNKNOWN -            3.6e-31  102.2   0.8   4.2e-31  102.0   0.8   1.0   1   0   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.016_424_439.UNKNOWN -              4e-47  154.2   0.3   4.6e-47  154.0   0.3   1.0   1   0   0   1   1   1   1 -
bacitracin__bcrA_train_msa -          GMGC10.009_256_266.UNKNOWN -            3.8e-51  167.8   2.9   4.1e-51  167.7   2.6   1.2   1   1   0   1   1   1   1 -
macrolide_lincosamide_streptogramin__macB_train_msa -          GMGC10.019_793_943.UNKNOWN -            1.6e-65  215.0   0.3   1.9e-65  214.7   0.3   1.0   1   0   0   1   1   1   1 -
