57	aac(6')-It_1_AF031328	AAC(6')-It	3002564	resfinder
58	blaGOB-13_1_AY647251	GOB-13	3004805	resfinder
59	dfrA15_1_AF156486	dfrA15b	3004640	resfinder
60	blaSHV-48_1_AY263404	SHV-48	3001105	resfinder
61	blaTEM-54_1_AF104442	TEM-54	3000923	resfinder
62	blaSHV-134_1_HM559945	SHV-134	3001178	resfinder
63	mcr-4.3_1_MG026621	MCR-4.3	3004695	resfinder
64	tetB(60)_1_KX000273	tetB(60)	3004036	resfinder
65	blaZ_87_NZ_LRNC01000042	PC1 beta-lactamase (blaZ)	3000621	resfinder
66	blaVEB-1_3_DQ393569	VEB-1	3002370	resfinder
67	blaPAO_2_FJ666065	PDC-1	3002497	resfinder
68	fosX_3_CP003505			resfinder
69	blaGES-5_1_DQ236171	GES-5	3002334	resfinder
70	blaTEM-3_1_X64523	TEM-3	3000875	resfinder
71	tet(X5)_1_CP040912	Tet(X5)	3005057	resfinder
72	blaOXA-209_1_JF268688	OXA-209	3001809	resfinder
73	blaCTX-M-141_1_KC964871	CTX-M-141	3001999	resfinder
74	cat_2_M35190	Campylobacter coli chloramphenicol acetyltransferase	3004454	resfinder
75	blaVIM-11_1_AY605049	VIM-11	3002281	resfinder
76	blaOXA-60d_1_AY664506	OXA-60	3001808	resfinder
77	dfrA12_4_EU650399	dfrA12	3002858	resfinder
78	blaOXA-244_1_KP659189	OXA-244	3001786	resfinder
79	blaLEN15_1_AF452105	LEN-15	3002478	resfinder
80	mcr-3.21_1_NG060582	MCR-3.1	3004139	resfinder
81	blaVEB-7_1_FJ825622	VEB-7	3002376	resfinder
82	blaCARB-34_1_NG_048738	CARB-18	3003174	resfinder
83	blaDHA-3_1_AY494945	DHA-3	3002134	resfinder
84	blaLEN1_1_X04515	LEN-1	3002454	resfinder
85	qnrB59_1_JX259320			resfinder
86	blaOXA-69_1_AY859527	OXA-69	3001617	resfinder
87	blaCTX-M-158_1_KM211691	CTX-M-158	3003166	resfinder
88	blaSHV-1_1_AF148850	SHV-1	3001059	resfinder
89	blaFRI-4_1_NG_055267	FRI-4	3005027	resfinder
90	blaOXA-17_1_DQ902344	OXA-17	3001412	resfinder
91	aadA21_1_AY171244	aadA21	3002618	resfinder
92	aac(6')-Iaf_1_AB462903	AAC(6')-Iaf	3002574	resfinder
93	blaCMY-9_1_AB061794	CMY-9	3002020	resfinder
94	blaZ_100_LTMH01000008	PC1 beta-lactamase (blaZ)	3000621	resfinder
95	blaSHV-3_1_KX092356	SHV-3	3001062	resfinder
96	ere(D)_1_KP265721	EreD	3004608	resfinder
97	blaZ_122_NZ_AJGE01000057	PC1 beta-lactamase (blaZ)	3000621	resfinder
98	blaOXA-526_1_KX599409	OXA-417	3001608	resfinder
99	blaKHM-1_1_AB364006	KHM-1	3000847	resfinder
100	fosB2_1_AE016879			resfinder
101	aph(3')-IIb_2_CP006832	APH(3')-IIb	3002645	resfinder
102	blaTEM-141_1_AY956335	TEM-141	3001004	resfinder
103	qnrB43_1_JQ349151	QnrB43	3002758	resfinder
104	vga(A)LC_1_GQ891882	vgaA	3002829	resfinder
105	blaOXA-37_1_AY007784	OXA-37	3001431	resfinder
106	blaSHV-132_1_GU981741	SHV-1	3001059	resfinder
107	blaCTX-M-73_1_DQ343292	CTX-M-14	3001877	resfinder
108	VanX_bc_1_Y15708	vanXA	3002949	resfinder
109	qnrA3_1_DQ058661	QnrA3	3002709	resfinder
110	ant(2'')-Ia_20_AY139599	ANT(2'')-Ia	3000230	resfinder
111	cfiA2_1_AB087226	CcrA	3000578	resfinder
112	blaTEM-227_1_KY418040	TEM-3	3000875	resfinder
113	blaCMY-73_1_GQ351345	CMY-73	3002086	resfinder
114	blaOXA-162_1_GU197550	OXA-162	3001776	resfinder
115	aadA8_1_AF326210	aadA8	3002608	resfinder
116	blaZ_10_FR823292			resfinder
117	qnrB51_1_JX440358	QnrB47	3002762	resfinder
118	tet(L)_3_M11036	tet(L)	3000179	resfinder
119	blaOXA-455_1_KP903885	OXA-455	3003611	resfinder
120	dfrA17_11_JN645876	dfrA17	3002860	resfinder
121	dfrA17_7_AB196349	dfrA17	3002860	resfinder
122	blaTEM-171_1_GQ149347	TEM-171	3001037	resfinder
123	erm(43)_1_HE650138	Erm(43)	3003205	resfinder
124	tet(O/W/32/O/W/O)_2_DQ679926	tet(W/N/W)	3004442	resfinder
125	blaRAHN-1_2_AF338038			resfinder
126	blaZ_107_FQDM01000011	PC1 beta-lactamase (blaZ)	3000621	resfinder
127	qnrB58_1_JX259319			resfinder
128	blaFONA-3_1_AJ251241	FONA-3	3004790	resfinder
129	blaKPC-4_1_FJ473382	KPC-4	3002314	resfinder
130	dfrA28_2_FM877476	dfrA28	3004551	resfinder
131	blaOXA-453_1_KR061507	OXA-453	3003609	resfinder
132	aph(3')-XV_2_GQ626879	aphA15	3004675	resfinder
133	vat(C)_1_AF015628	vatC	3002842	resfinder
134	blaCMY-44_1_FJ437066	CMY-44	3002055	resfinder
135	aac(6')-Ib_2_M23634	AAC(6')-Ib10	3002581	resfinder
136	blaSHV-180_1_KP050487	SHV-180	3001350	resfinder
137	blaOXA-519_1_KX349732	OXA-48	3001782	resfinder
138	aadA5_1_AF137361	aadA5	3002605	resfinder
139	aph(3'')-Ib_5_AF321551	APH(3'')-Ib	3002639	resfinder
140	blaZ_30_JGUQ01000012	PC1 beta-lactamase (blaZ)	3000621	resfinder
141	blaOXA-451_1_KR061504	OXA-451	3003607	resfinder
142	blaCTX-M-184_1_KX263247	CTX-M-15	3001878	resfinder
143	qnrC_1_EU917444	QnrC	3002787	resfinder
144	blaACT-14_1_JX440354	ACT-14	3001836	resfinder
145	blaOXA-363_1_KF460533	OXA-363	3001550	resfinder
146	blaOXA-11_1_Z22590	OXA-11	3001406	resfinder
147	npmA_1_AB261016	npmA	3002665	resfinder
148	blaSHV-163_1_JX121130	SHV-163	3001202	resfinder
149	blaZ_127_ACFR01000018	PC1 beta-lactamase (blaZ)	3000621	resfinder
150	blaDHA-1_1_Y16410	DHA-1	3002132	resfinder
151	blaOXA-210_1_JF795487	OXA-210	3001487	resfinder
152	blaNDM-23_1_MH450214	NDM-23	3004866	resfinder
153	blaSHV-35_1_AY070258	SHV-35	3001093	resfinder
154	blaOXA-270_1_APQM01000006	OXA-270	3001726	resfinder
155	dfrA15_2_AF221900	dfrA15	3003013	resfinder
156	blaOXA-185_1_JQ396379	OXA-184	3001476	resfinder
157	blaAST-1_1_AF279904	AST-1	3004740	resfinder
158	blaZ_67_NZ_CTTL01000039	PC1 beta-lactamase (blaZ)	3000621	resfinder
159	erm(F)_1_M14730	ErmF	3000498	resfinder
160	blaOXY-6-4_4_AJ871877	OXY-6-4	3002416	resfinder
161	tet(O/W/32/O/W/O)_1_DQ525023	tet(W/N/W)	3004442	resfinder
162	blaOXA-403_1_KJ920337	OXA-403	3001589	resfinder
163	blaOXY-2-4_4_Y17714	OXY-2-4	3002399	resfinder
164	mcr-4.1_1_MF543359	MCR-4.1	3004325	resfinder
165	blaOXA-77_1_AY949202	OXA-77	3001622	resfinder
166	blaTEM-187_1_HM246246	TEM-187	3001047	resfinder
167	blaCTX-M-5_1_U95364	CTX-M-5	3001868	resfinder
168	blaZ_125_CP003194	PC1 beta-lactamase (blaZ)	3000621	resfinder
169	optrA_8_KT862782	optrA	3003746	resfinder
170	aadA14_1_AJ884726	aadA14	3002614	resfinder
171	blaTEM-166_1_FJ197316	TEM-166	3001032	resfinder
172	sul1_19_DQ125241	sul1	3000410	resfinder
173	VanC2XY_5_EU151760	vanXYC	3002966	resfinder
174	srm(B)_1_X63451	srmB	3002828	resfinder
175	blaOXA-164_1_GU831575	OXA-164	3001662	resfinder
176	fomB_1_AB016934			resfinder
177	blaTEM-82_1_AF427128	TEM-82	3000949	resfinder
178	blaOXA-156_1_KP771984	OXA-156	3001461	resfinder
179	blaNDM-22_1_MH243357	NDM-22	3004865	resfinder
180	qnrB46_1_JQ349154	QnrB47	3002762	resfinder
181	blaOXA-239_1_JQ837239	OXA-239	3001498	resfinder
182	blaVIM-8_1_AY524987	VIM-8	3002278	resfinder
183	blaOXA-56_1_AY445080	OXA-56	3001795	resfinder
184	blaMOX-2_1_AJ276453	MOX-2	3002183	resfinder
185	blaSHV-43_1_AY065991	SHV-43	3001101	resfinder
186	sul2_2_AY034138	sul2	3000412	resfinder
187	blaCMY-28_1_EF561644	CMY-28	3002039	resfinder
188	aph(3')-Ia_10_EU855787	APH(3')-Ia	3002641	resfinder
189	imiS_1_Y10415	imiS	3003095	resfinder
190	blaOCH-6_1_AJ295344	OCH-6	3002519	resfinder
191	blaZ_26_JBJP01000007	PC1 beta-lactamase (blaZ)	3000621	resfinder
192	blaKPC-8_1_FJ234412	KPC-8	3002318	resfinder
193	blaFRI-3_1_KY524440	FRI-3	3004799	resfinder
194	lnu(P)_1_FJ589781	LnuP	3004601	resfinder
195	blaTEM-81_1_AF427127	TEM-81	3000948	resfinder
196	blaOXA-565_1_KY883665	OXA-23	3001418	resfinder
197	erm(42)_2_AB601890	Erm(42)	3003106	resfinder
198	blaOXA-264_1_APQQ01000012	OXA-264	3001720	resfinder
199	tet(H)_3_Y15510	tet(H)	3000175	resfinder
200	blaFOX-3_1_Y11068	FOX-3	3002157	resfinder
201	blaOXA-217_1_JN603240	OXA-217	3001489	resfinder
202	vat(E)_11_AY043213	vatE	3002844	resfinder
203	aac(6')-Iv_1_AF031330	AAC(6')-Iv	3002566	resfinder
204	qnrB40_1_JN166689	QnrB40	3002755	resfinder
205	dfrA1_7_AJ400733	dfrA1	3002854	resfinder
206	erm(B)_1_JN899585	ErmB	3000375	resfinder
207	tet(O/W)-2_1_AY485122	tet(W/N/W)	3004442	resfinder
208	blaKPC-21_1_LN609376	KPC-2	3002312	resfinder
209	blaTEM-189_1_JN254627	TEM-189	3001049	resfinder
210	blaOXA-203_1_HQ998857	OXA-203	3001664	resfinder
211	aph(6)-Id_5_18676889	APH(6)-Id	3002660	resfinder
212	aph(9)-Ib_1_U70376	APH(9)-Ib	3002663	resfinder
213	qnrB35_1_JN173057	QnrB35	3002750	resfinder
214	blaVCC-1_1_KT818596	VCC-1	3003713	resfinder
215	blaCTX-M-91_1_GQ870432	CTX-M-91	3001951	resfinder
216	VanC2XY_2_EU151755	vanXYC	3002966	resfinder
217	blaCTX-M-63_1_EU660216	CTX-M-63	3001924	resfinder
218	blaKPC-41_1_MK497255	KPC-3	3002313	resfinder
219	blaOXA-72_1_AY739646	OXA-72	3001705	resfinder
220	rmtF_1_JQ808129	rmtF	3002666	resfinder
221	blaPER-4_1_EU748544	PER-4	3002366	resfinder
222	blaTEM-8_1_X65252	TEM-8	3000880	resfinder
223	blaCARB-49_1_KX599396	CARB-16	3002255	resfinder
224	blaSHV-100_1_AM941846	SHV-100	3001338	resfinder
225	blaCMY-72_1_JX440352	CMY-72	3002085	resfinder
226	catB3_2_U13880	catB3	3002676	resfinder
227	blaMOX-4_1_FJ262599	MOX-4	3002184	resfinder
228	blaSHV-5_1_X55640	SHV-5	3001064	resfinder
229	aadA11_1_AY144590	aadA11	3002611	resfinder
230	blaZ_19_JBMK01000007	PC1 beta-lactamase (blaZ)	3000621	resfinder
231	ant(2'')-Ia_10_HM367617	ANT(2'')-Ia	3000230	resfinder
232	blaSHV-38_1_AY079099	SHV-38	3001096	resfinder
233	blaOXA-199_1_JN704570	OXA-199	3001814	resfinder
234	cml_1_M22614			resfinder
235	aacA43_1_HQ247816	aacA43	3004641	resfinder
236	blaOXA-SHE_1_AY066004	OXA-55	3001813	resfinder
237	sul1_35_AB281182	sul1	3000410	resfinder
238	blaOXA-90_1_EU547443	OXA-90	3001650	resfinder
239	blaCTX-M-100_1_FR682582	CTX-M-100	3001959	resfinder
240	vat(E)_9_AY043210	vatE	3002844	resfinder
241	mcr-3.2_1_NMWW01000143			resfinder
242	blaCMY-131_1_KP281294	CMY-7	3002018	resfinder
243	str_2_FN435330			resfinder
244	blaVIM-18_1_AM778091	VIM-18	3002288	resfinder
245	blaOXA-4_1_AY162283	OXA-4	3001399	resfinder
246	blaOXA-250_1_HE963771	OXA-250	3001675	resfinder
247	blaCTX-M-207_1_LC348384	CTX-M-136	3001995	resfinder
248	qnrA8_1_KY554783	QnrA3	3002709	resfinder
249	erm(E)_1_X51891	ErmE	3000326	resfinder
250	aph(3')-Vb_2_AJ744850	APH(3')-Vb	3002650	resfinder
251	blaVIM-54_1_KY508061	VIM-4	3002274	resfinder
252	blaTEM-162_1_EF468463	TEM-162	3001028	resfinder
253	blaOXA-427_1_KX827604	OXA-427	3003115	resfinder
254	sul1_27_GU562437	sul1	3000410	resfinder
255	dfrA7_4_FN563072	dfrA7	3002862	resfinder
256	blaOXA-383_1_KF986262	OXA-383	3001569	resfinder
257	blaOXA-245_1_JX438001	OXA-245	3001787	resfinder
258	vat(F)_1_AF170730	vatF	3003744	resfinder
259	blaOXY-1-5_5_AY077486			resfinder
260	blaSHV-94_1_EF373970	SHV-94	3001146	resfinder
261	blaCTX-M-59_1_DQ408762	CTX-M-59	3001920	resfinder
262	VanHAX_PT_2_AY926880	vanHA	3002942	resfinder
263	VanHAX_PT_2_AY926880	vanA	3000010	resfinder
264	VanHAX_PT_2_AY926880	vanXA	3002949	resfinder
265	aph(2'')-Id_1_AF016483	APH(2'')-IVa	3002637	resfinder
266	blaCTX-M-139_1_KC107824	CTX-M-139	3001997	resfinder
267	blaOXA-130_1_EU547445	OXA-130	3001651	resfinder
268	blaOXA-489_1_CP013733	OXA-61	3001773	resfinder
269	blaCTX-M-89_1_FJ971899	CTX-M-89	3001949	resfinder
270	blaCARB-29_1_BK008905	CARB-18	3003174	resfinder
271	blaTEM-2_1_X54606	TEM-2	3000874	resfinder
272	blaCMY-48_1_HM569226	CMY-48	3002059	resfinder
273	blaOXA-42_1_AJ488302	OXA-42	3001769	resfinder
274	dfrA1_12_AY141977	dfrA1	3002854	resfinder
275	blaCMY-115_1_KM087839	CMY-115	3002126	resfinder
276	blaOKP-A-12_1_AM850915	OKP-A-12	3002429	resfinder
277	blaCTX-M-157_1_KM211510	CTX-M-157	3003165	resfinder
278	blaOXA-236_1_JQ820242	OXA-236	3001677	resfinder
279	blaMAL-1_2_AJ609506	CKO-1	3004773	resfinder
280	kmr_1_ENA_ACB88605			resfinder
281	blaOKP-A-10_1_AM051149	OKP-A-10	3002427	resfinder
282	blaSHV-37_1_AF467948	SHV-37	3001095	resfinder
283	blaOXA-293_1_NG_050610	OXA-293	3001748	resfinder
284	blaGES-9_1_AY920928	GES-9	3002338	resfinder
285	tet(S)_2_L09756	tetS	3000192	resfinder
286	aac(6')-Iw_1_AF031331	AAC(6')-Iw	3002567	resfinder
287	blaOXA-231_1_JQ326200	OXA-231	3001670	resfinder
288	blaIMP-59_1_KX196782	IMP-4	3002195	resfinder
289	blaOXA-21_1_AB626885	OXA-21	3001416	resfinder
290	blaZ_4_X04121	PC1 beta-lactamase (blaZ)	3000621	resfinder
291	aac(3)-Ig_1_CP000282			resfinder
292	tet(40)_1_FJ158002	tet(40)	3000567	resfinder
293	msr(A)_2_AB013298	msrA	3000251	resfinder
294	qnrB1_1_DQ351241	QnrB1	3002714	resfinder
295	blaOXA-163_1_HQ700343	OXA-163	3001783	resfinder
296	blaCTX-M-105_1_HQ833651	CTX-M-105	3001965	resfinder
297	erm(B)_2_K00551	ErmB	3000375	resfinder
298	grmB_1_M55521			resfinder
299	cphA4_1_AY227050	cphA4	3003100	resfinder
300	VanHAX_2_M97297	vanHA	3002942	resfinder
301	VanHAX_2_M97297	vanA	3000010	resfinder
302	VanHAX_2_M97297	vanXA	3002949	resfinder
303	erm(X)_3_U21300	ErmX	3000596	resfinder
304	tet(50)_1_KR857684	tet(50)	3004584	resfinder
305	blaSHV-196_1_KX714286	SHV-1	3001059	resfinder
306	blaOXA-370_1_KJ488943	OXA-370	3001774	resfinder
307	aac(6')-Ih_1_L29044	AAC(6')-Ih	3002555	resfinder
308	blaTEM-4_1_LK391770	TEM-4	3000876	resfinder
309	blaSHV-173_1_KF513178	SHV-173	3001357	resfinder
310	blaCMY-141_1_KX537750	CMY-42	3002053	resfinder
311	blaCMY-8_1_AB201268	CMY-8	3002019	resfinder
312	blaZ_62_NZ_JVOH01000023	PC1 beta-lactamase (blaZ)	3000621	resfinder
313	blaCTX-M-41_1_DQ023162	CTX-M-41	3001903	resfinder
314	blaKPC-9_1_FJ624872	KPC-9	3002319	resfinder
315	blaSHV-62_1_AJ866285	SHV-62	3001117	resfinder
316	blaOXA-102_1_NZ_LWGP01000001	OXA-133	3001702	resfinder
317	blaCARB-16_1_HF953351	CARB-16	3002255	resfinder
318	erm(37)_1_AL123456	Erm(37)	3000392	resfinder
319	sul2_8_AJ877041			resfinder
320	blaOXA-2_2_GQ466184	OXA-2	3001397	resfinder
321	lnu(F)_3_AJ561197	lnuF	3002839	resfinder
322	optrA_9_KT892063	optrA	3003746	resfinder
323	blaOXA-128_1_EU375515	OXA-128	3001648	resfinder
324	blaZ_70_NZ_CUEK01000047	PC1 beta-lactamase (blaZ)	3000621	resfinder
325	blaSHV-198_1_MF281086	SHV-168	3001352	resfinder
326	blaOXA-545_1_KY674541	OXA-90	3001650	resfinder
327	blaIMP-41_1_AB753458	IMP-41	3002232	resfinder
328	blaCTX-M-52_1_DQ223685	CTX-M-52	3001914	resfinder
329	sul1_36_X15024	sul1	3000410	resfinder
330	blaCTX-M-216_1_MH243352	CTX-M-15	3001878	resfinder
331	blaOXA-114c_1_HM056041	OXA-114a	3001609	resfinder
332	blaL_2_NG050596			resfinder
333	blaGOB-18_1_DQ004496	GOB-18	3004213	resfinder
334	VanHDX_5_AY489045	vanD	3000005	resfinder
335	blaOXA-493_1_KU739135			resfinder
336	mcr-3.9_1_MF598080	MCR-3.9	3004508	resfinder
337	blaCTX-M-147_1_KF513180	CTX-M-147	3002005	resfinder
338	tet(M)_8_X04388	tetM	3000186	resfinder
339	blaNDM-7_1_JX262694	NDM-7	3002357	resfinder
340	blaSHV-60_1_AB302939	SHV-60	3001115	resfinder
341	blaCTX-M-201_1_KY997189	CTX-M-14	3001877	resfinder
342	blaKPC-37_1_MH718730	KPC-17	3002327	resfinder
343	msr(C)_2_AF313494	msrC	3002819	resfinder
344	blaOXA-142_1_LC169567	OXA-142	3001803	resfinder
345	blaOXA-560_1_KY126238	OXA-337	3001525	resfinder
346	mcr-3.23_1_NG060583	MCR-3.1	3004139	resfinder
347	optrA_2_KT862781	optrA	3003746	resfinder
348	blaZ_29_JDXN01000019	PC1 beta-lactamase (blaZ)	3000621	resfinder
349	erm(T)_2_AY894138	ErmT	3000595	resfinder
350	blaPLA2a_1_AY307385			resfinder
351	lsa(A)_3_AY737526	lsaA	3000300	resfinder
352	blaSHV-200_1_MF871643	SHV-134	3001178	resfinder
353	blaOXA-443_1_LC030178	OXA-443	3003599	resfinder
354	blaMOX-1_1_D13304	MOX-1	3002182	resfinder
355	blaOXY-2-10_10_FJ785626	OXY-2-10	3002405	resfinder
356	blaTEM-201_1_JX310327	TEM-201	3001378	resfinder
357	blaOXA-262_1_APRA01000005	OXA-262	3001718	resfinder
358	blaTEM-33_1_GU371926	TEM-33	3000903	resfinder
359	aadA8b_2_AM040708	aadA8b	3004704	resfinder
360	blaIMP-48_1_KM087857	IMP-48	3002239	resfinder
361	sgm_1_M87057	sgm	3000862	resfinder
362	blaTEM-190_1_JN416112	TEM-190	3001050	resfinder
363	tet(35)_1_AF353562	tet(35)	3000481	resfinder
364	tet(L)_8_AY081910	tet(L)	3000179	resfinder
365	blaZ_34_JJAO01000008	PC1 beta-lactamase (blaZ)	3000621	resfinder
366	blaCTX-M-74_1_GQ149243	CTX-M-74	3001935	resfinder
367	blaCTX-M-21_1_AJ416346	CTX-M-21	3001883	resfinder
368	blaCMY-23_1_DQ438952	CMY-23	3002034	resfinder
369	blaSHV-92_1_DQ836922	SHV-92	3001144	resfinder
370	blaOXA-113_1_EF653400	OXA-113	3001644	resfinder
371	dfrA25_1_DQ267940	dfrA25	3003020	resfinder
372	qnrB47_1_JQ349155	QnrB47	3002762	resfinder
373	blaTEM-185_1_JF795538	TEM-185	3001374	resfinder
374	blaCMY-124_1_KM985462	CMY-49	3002060	resfinder
375	blaRAHN-1_1_GU645205			resfinder
376	blaCMY-33_1_EU496816	CMY-33	3002044	resfinder
377	qnrA1_1_AY070235	QnrA1	3002707	resfinder
378	optrA_1_KP399637	optrA	3003746	resfinder
379	blaOXA-28_1_AF231133	OXA-28	3001423	resfinder
380	sul2_20_AJ830710	sul2	3000412	resfinder
381	blaGOB-6_1_AF189292	GOB-6	3004813	resfinder
382	qnrB48_1_JQ762640	QnrB48	3002763	resfinder
383	mcr-2.2_1_MF176239	MCR-2.2	3004502	resfinder
384	blaCMY-37_1_AB280919	CMY-37	3002048	resfinder
385	blaCMY-22_1_DQ256079	CMY-22	3002033	resfinder
386	blaPAO_3_FJ666073	PDC-10	3002509	resfinder
387	blaZ_138_CP003979	PC1 beta-lactamase (blaZ)	3000621	resfinder
388	blaCARB-20_1_NG_054946	CARB-20	3003150	resfinder
389	cfiA9_1_AB087234	CcrA	3000578	resfinder
390	blaMOX-3_1_EU515248	MOX-3	3002186	resfinder
391	qnrS10_1_JN836269	QnrS10	3004622	resfinder
392	blaOXA-372_1_KJ746496	OXA-372	3001558	resfinder
393	ant(3'')-Ih-aac(6')-IId_1_AF453998	ANT(3'')-Ii-AAC(6')-IId fusion protein	3002598	resfinder
394	erm(T)_4_AJ488494	ErmT	3000595	resfinder
395	blaOXA-316_1_KF057033	OXA-316	3001687	resfinder
396	blaOXA-259_1_KF057028	OXA-259	3001715	resfinder
397	dfrA1_5_EU089668	dfrA1	3002854	resfinder
398	blaCTX-M-102_1_HQ398215	CTX-M-102	3001961	resfinder
399	mcr-1.4_1_KY041856	MCR-1.4	3004515	resfinder
400	blaCARB-45_1_JTGR01000061	CARB-18	3003174	resfinder
401	sul1_23_AJ621187	sul1	3000410	resfinder
402	blaCTX-M-183_1_KX263246	CTX-M-15	3001878	resfinder
403	blaCTX-M-63_1_AB205197	CTX-M-63	3001924	resfinder
404	blaCTX-M-219_1_CP019080	CTX-M-19	3001881	resfinder
405	blaOXA-83_1_DQ309277	OXA-83	3001623	resfinder
406	blaZ_90_FKVU01000010	PC1 beta-lactamase (blaZ)	3000621	resfinder
407	blaOXA-76_1_AY949203	OXA-76	3001621	resfinder
408	dfrA17_9_FJ807902	dfrA17	3002860	resfinder
409	blaOXA-172_1_HM113558	OXA-172	3001656	resfinder
410	blaOXA-480_1_KR872296	OXA-480	3003637	resfinder
411	blaVIM-25_1_HM750249	VIM-25	3002295	resfinder
412	blaOXY-6-1_1_AJ871873	OXY-6-1	3002413	resfinder
413	blaOXA-106_1_EF650032	OXA-106	3001637	resfinder
414	blaOXA-491_1_KU721148	OXA-464	3003620	resfinder
415	blaVIM-42_1_KP071470	VIM-42	3003178	resfinder
416	ant(2'')-Ia_11_HM367620	ANT(2'')-Ia	3000230	resfinder
417	aac(6')-aph(2'')_1_M13771	AAC(6')-Ie-APH(2'')-Ia	3002597	resfinder
418	aph(3')-VIIa_1_M29953	APH(3')-VIIa	3002654	resfinder
419	mecA_4_AB546266	mecA	3000617	resfinder
420	fos_1_ACCV01000052			resfinder
421	aph(3')-VIII_1_ATGI01000028	APH(3')-VIIIb	3004086	resfinder
422	blaOXA-486_1_AY597426	OXA-486	3003643	resfinder
423	blaTEM-120_1_AY243512	TEM-120	3000982	resfinder
424	blaOXA-79_1_EU019534	OXA-79	3001633	resfinder
425	aph(3')-Ia_6_L05392	APH(3')-Ia	3002641	resfinder
426	blaZ_94_LYRW01000005	PC1 beta-lactamase (blaZ)	3000621	resfinder
427	blaVIM-57_1_MH450217	VIM-1	3002271	resfinder
428	aac(6')-30-aac(6')-Ib'_1_AJ584652	AAC(6')-30/AAC(6')-Ib' fusion protein	3002599	resfinder
429	blaGOB-1_1_EF394442	GOB-10	3004802	resfinder
