	Original ID	Gene Name in CARD	ARO	Database
77	ABB70056|FEATURES|tetM|tetracycline|tetM	tetM	3000186	deeparg
78	gi:693090341:ref:WP_032249281.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
79	gi:926345639:ref:WP_053677539.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
80	gi:494975602:ref:WP_007701627.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
81	gi:446866519:ref:WP_000943775.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
82	gi:446961536:ref:WP_001038792.1:|FEATURES|ermB|MLS|ermB	erm(45)	3004595	deeparg
83	gi:968563772:ref:WP_058587854.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
84	Q9KIN5|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
85	GU827715.1.gene1.p01|FEATURES|SHV|beta-lactam|SHV	SHV-129	3001176	deeparg
86	APB03216.1|FEATURES|LlmA_23S_ribosomal_RNA_methyltransferase|MLS|LlmA_23S_ribosomal_RNA_methyltransferase	LlmA 23S ribosomal RNA methyltransferase	3003982	deeparg
87	gi:823281239:ref:WP_047037469.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
88	KF526118.1.gene1.p01|FEATURES|ACT-21|beta-lactam|ACT	ACT-21	3001842	deeparg
89	gi:920538074:ref:WP_052996048.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
90	gi:727726402:ref:WP_033847639.1:|FEATURES|mexE|multidrug|mexE	adeG	3000778	deeparg
91	gi:949792918:ref:WP_057105314.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
92	gi:585316990:ref:WP_024198656.1:|FEATURES|class_C|beta-lactam|class_C	EC-15	3006876	deeparg
93	gi:695819530:ref:WP_032733295.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
94	gi:1007092170:ref:WP_061843129.1:|FEATURES|norA|multidrug|norA	Staphylococcus aureus norA	3004667	deeparg
95	FJ848783.1.gene3.p01|FEATURES|OXA-147|beta-lactam|OXA	OXA-147	3001801	deeparg
96	gi:504870756:ref:WP_015057858.1:|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
97	gi:920546283:ref:WP_052998194.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
98	gi:410113988:emb:CCM84499.1:|FEATURES|mdfA|multidrug|mdfA	Escherichia coli mdfA	3001328	deeparg
99	gi:585365886:ref:WP_024247470.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
100	gi:342308399:gb:AEL20752.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866	deeparg
101	gi:446571414:ref:WP_000648760.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
102	gi:488866044:ref:WP_002778283.1:|FEATURES|cmeA|multidrug|cmeA	cmeA	3000783	deeparg
103	gi:730361989:ref:WP_033999032.1:|FEATURES|mexA|multidrug|mexA	MexA	3000377	deeparg
104	gi:726981187:ref:WP_033585865.1:|FEATURES|vanA|glycopeptide|vanA	vanA	3000010	deeparg
105	gi:545268400:ref:WP_021558988.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214	deeparg
106	gi:929551065:ref:WP_054089584.1:|FEATURES|mexF|multidrug|mexF	adeF	3000777	deeparg
107	EU419746.1.gene1.p01|FEATURES|VIM-16|beta-lactam|VIM	VIM-16	3002286	deeparg
108	gi:851936789:ref:WP_048225242.1:|FEATURES|emrA|multidrug|emrA	emrA	3000027	deeparg
109	HQ637576.1.gene1.p01|FEATURES|SHV-135|beta-lactam|SHV	SHV-135	3001179	deeparg
110	JX131372.1.gene1.p01|FEATURES|IMP-37|beta-lactam|IMP	IMP-37	3002228	deeparg
111	gi:1028092116:ref:WP_063849338.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
112	gi:1031649510:gb:ANG21633.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-207	3001384	deeparg
113	gi:779925385:ref:WP_045386700.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
114	gi:636831956:ref:WP_024357964.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
115	gi:446657974:ref:WP_000735320.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
116	gi:693033563:ref:WP_032208626.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
117	gi:517381192:ref:WP_018555350.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	lmrD	3002882	deeparg
118	gi:829615579:ref:WP_047339381.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
119	gi:972342892:ref:WP_058998952.1:|FEATURES|sul2|sulfonamide|sul2	sul2	3000412	deeparg
120	gi:414709877:emb:CCN31581.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
121	gi:1000358689:ref:WP_061106234.1:|FEATURES|fosX|fosfomycin|fosX	FosX	3000198	deeparg
122	YP_406903|FEATURES|mexE|multidrug|mexE	Escherichia coli acrA	3004043	deeparg
123	EDK78328|FEATURES|PBP-2X|beta-lactam|PBP-2X			deeparg
124	gi:730274062:ref:WP_033966812.1:|FEATURES|oprN|multidrug|oprN	OprN	3000805	deeparg
125	NC_002695.1.912329.p01|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
126	gi:727235583:ref:WP_033696284.1:|FEATURES|class_A|beta-lactam|class_A	BcI	3002877	deeparg
127	NP_252368.1|FEATURES|MexL|multidrug|MexL	MexL	3003710	deeparg
128	gi:717496803:gb:AIW80477.1:|FEATURES|tetX|tetracycline|tetX	tetX	3000205	deeparg
129	AAA48273|FEATURES|rifampin_resistance_protein|rifamycin|rifampin_resistance_protein	TEM-139	3001003	deeparg
130	gi:950150325:ref:WP_057202382.1:|FEATURES|sul2|sulfonamide|sul2	sul2	3000412	deeparg
131	JQ820242.1.gene1.p01|FEATURES|OXA-236|beta-lactam|OXA	OXA-236	3001677	deeparg
132	gi:745773377:ref:WP_039068664.1:|FEATURES|fosB|fosfomycin|fosB	FosD	3004674	deeparg
133	gi:545259502:ref:WP_021554223.1:|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548	deeparg
134	AF313472.2.gene8.p01|FEATURES|cmlA|phenicol|cmlA	cmlA6	3002696	deeparg
135	CAM88357|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	AAC(3)-Ib	3002530	deeparg
136	FJ666066.1.gene1.p1|FEATURES|PDC-3|beta-lactam|PDC	PDC-3	3002500	deeparg
137	gi:307606148:emb:CBI42519.1:|FEATURES|ykkC|multidrug|ykkC	ykkC	3003063	deeparg
138	1708210A|FEATURES|class_C|beta-lactam|class_C	SRT-1	3002493	deeparg
139	gi:694110012:ref:WP_032452427.1:|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
140	gi:1005722588:ref:WP_061707191.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
141	gi:705415331:ref:WP_033502205.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710	deeparg
142	ACA09611|FEATURES|SHV-28|beta-lactam|SHV	SHV-28	3001086	deeparg
143	gi:553929620:ref:WP_023140654.1:|FEATURES|mdtE|multidrug|mdtE	mdtE	3000795	deeparg
144	gi:545160133:ref:WP_021515043.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
145	gi:545117546:ref:WP_021480175.1:|FEATURES|aadK|aminoglycoside|aadK	aadK	3002627	deeparg
146	gi:692982529:ref:WP_032172401.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
147	gi:446503350:ref:WP_000581204.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
148	YP_002848372|FEATURES|acrB|multidrug|acrB	acrB	3000216	deeparg
149	gi:959913202:ref:WP_058176209.1:|FEATURES|class_C|beta-lactam|class_C	PDC-100	3006480	deeparg
150	gi:446110322:ref:WP_000188177.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
151	gi:670467852:ref:WP_031416589.1:|FEATURES|fosB|fosfomycin|fosB	FosB2	3005100	deeparg
152	YP_001478290|FEATURES|qnrB|fluoroquinolone|qnrB	qnrE1	3004636	deeparg
153	AAB51122|FEATURES|tetQ|tetracycline|tetQ	tetQ	3000191	deeparg
154	gi:446900664:ref:WP_000977920.1:|FEATURES|ompF|multidrug|ompF	Klebsiella pneumoniae OmpK37	3004122	deeparg
155	AF162694.1.gene5.p01|FEATURES|vanR|glycopeptide|vanR	vanR gene in vanC cluster	3002922	deeparg
156	ZP_02357857|FEATURES|bpeF|multidrug|bpeF	adeF	3000777	deeparg
157	gi:649725921:gb:AIC64483.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866	deeparg
158	gi:686372902:ref:WP_031896639.1:|FEATURES|mecR1|beta-lactam|mecR1	mecR1	3000215	deeparg
159	gi:496263491:ref:WP_008976876.1:|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
160	gi:647318514:ref:WP_025755838.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
161	gi:983102004:ref:WP_060440035.1:|FEATURES|class_C|beta-lactam|class_C	SRT-3	3006853	deeparg
162	Z22590.1.gene1.p01|FEATURES|OXA-11|beta-lactam|OXA	OXA-11	3001406	deeparg
163	gi:1031790172:ref:WP_064132116.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
164	gi:391257402:gb:EIQ16514.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
165	gi:556496063:ref:WP_023343750.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
166	gi:779792455:ref:WP_045326946.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
167	gi:486387945:ref:WP_001601125.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
168	gi:922960663:ref:WP_053388845.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
169	gi:1004705887:gb:AMP52958.1:|FEATURES|tetX|tetracycline|tetX	tetX	3000205	deeparg
170	ZP_02903696|FEATURES|macB|MLS|macB	macB	3000535	deeparg
171	gi:489799061:ref:WP_003702952.1:|FEATURES|mtrR|multidrug|mtrR			deeparg
172	gi:447097716:ref:WP_001174972.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
173	gi:827013130:ref:WP_047175495.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	lmrD	3002882	deeparg
174	YP_001588578|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
175	YP_002333396|FEATURES|vanX|glycopeptide|vanX	vanX gene in vanB cluster	3002950	deeparg
176	gi:1016525167:ref:WP_063102497.1:|FEATURES|bleomycin_resistance_protein|glycopeptide|bleomycin_resistance_protein	BLMT	3005036	deeparg
177	CAA03986.1|FEATURES|tap|tetracycline|tap	tap	3000343	deeparg
178	gi:835708452:ref:WP_047625769.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
179	gi:654266387:ref:WP_027781543.1:|FEATURES|mexE|multidrug|mexE	ceoA	3003009	deeparg
180	gi:896236319:ref:WP_049234464.1:|FEATURES|class_C|beta-lactam|class_C	SRT-1	3002493	deeparg
181	CAR56416|FEATURES|ceoB|multidrug|ceoB	ceoB	3003010	deeparg
182	gi:928778382:ref:WP_053860941.1:|FEATURES|fmtC|beta-lactam|fmtC	Listeria monocytogenes mprF	3003770	deeparg
183	gi:447201637:ref:WP_001278893.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	PDC-377	3006747	deeparg
184	YP_966872|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
185	gi:486414050:ref:WP_001611044.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
186	gi:686391871:ref:WP_031906378.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
187	gi:485787669:ref:WP_001409905.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
188	gi:835704473:ref:WP_047624117.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
189	gi:545292605:ref:WP_021573478.1:|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549	deeparg
190	gi:985815823:ref:WP_060876116.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
191	gi:860350489:ref:WP_048392759.1:|FEATURES|lsa|MLS|lsa	lsaB	3003111	deeparg
192	CAO91626|FEATURES|PBP-2X|beta-lactam|PBP-2X			deeparg
193	APB03225.1|FEATURES|vgbC|MLS|vgbC	vgbC	3003990	deeparg
194	gi:56792344:gb:AAW30455.1:|FEATURES|lsa|MLS|lsa	lsaA	3000300	deeparg
195	YP_001605795|FEATURES|rosB|fosmidomycin|rosB	rosB	3003049	deeparg
196	HM113558.1.gene1.p01|FEATURES|OXA-172|beta-lactam|OXA	OXA-172	3001656	deeparg
197	AAL92527|FEATURES|tetL|tetracycline|tetL	tet(L)	3000179	deeparg
198	Q48712|FEATURES|tetS|tetracycline|tetS	tetS	3000192	deeparg
199	ACS71746.1|FEATURES|QnrB22|fluoroquinolone|QnrB22	QnrB22	3002737	deeparg
200	gi:544902100:ref:WP_021313340.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
201	gi:446866510:ref:WP_000943766.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
202	gi:32345886:gb:AAM97237.1:|FEATURES|penA|beta-lactam|penA			deeparg
203	gi:895898289:ref:WP_048999360.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
204	NC_002758.1120003.p01|FEATURES|mecI|beta-lactam|mecI	mecI	3000124	deeparg
205	Q8FL96|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	Erm(34)	3000600	deeparg
206	YP_002331863|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548	deeparg
207	gi:917229923:ref:WP_051836635.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	lmrD	3002882	deeparg
208	gi:938460528:ref:WP_054624864.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
209	gi:808045374:ref:WP_046207364.1:|FEATURES|marR|multidrug|marR	mgrA	3000815	deeparg
210	gi:1006477526:ref:WP_061771940.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
211	gi:649725935:gb:AIC64490.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-30	3001892	deeparg
212	AJ518835.1.gene6.p01|FEATURES|floR|phenicol|floR	cmlA9	3005043	deeparg
213	gi:446783057:ref:WP_000860313.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
214	gi:772623911:ref:WP_045269402.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
215	ABW78937|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
216	FN813245.1.gene2.p01|FEATURES|class_A|beta-lactam|class_A	CTX-M-95	3001955	deeparg
217	X04555.1.orf0.gene.p01|FEATURES|ant(2'')-I|aminoglycoside|ant(2'')-I	ANT(2'')-Ia	3000230	deeparg
218	YP_002791405|FEATURES|dfrA19|diaminopyrimidine|dfrA19	dfrA19	3003015	deeparg
219	gi:974751155:gb:ALZ45598.1:|FEATURES|GES-5|beta-lactam|GES	GES-44	3006173	deeparg
220	gi:494774722:ref:WP_007510130.1:|FEATURES|vanX|glycopeptide|vanX	vanX gene in vanO cluster	3002954	deeparg
221	gi:496671020:ref:WP_009313510.1:|FEATURES|tetR|tetracycline|tetR			deeparg
222	gi:488092628:ref:WP_002164025.1:|FEATURES|class_A|beta-lactam|class_A	BcI	3002877	deeparg
223	KF057032.1.gene1.p01|FEATURES|OXA-315|beta-lactam|OXA	OXA-315	3001686	deeparg
224	AB205197.1.gene1.p01|FEATURES|CTX-M-63|beta-lactam|CTX-M	CTX-M-63	3001924	deeparg
225	ZP_04323456|FEATURES|class_A|beta-lactam|class_A	Bla1	3000090	deeparg
226	gi:881041989:ref:WP_048760931.1:|FEATURES|class_C|beta-lactam|class_C	SRT-3	3006853	deeparg
227	NP_253290.1|FEATURES|Type_A_NfxB|multidrug|Type_A_NfxB			deeparg
228	gi:446910358:ref:WP_000987614.1:|FEATURES|adeB|multidrug|adeB	adeB	3000775	deeparg
229	gi:730653274:ref:WP_034064582.1:|FEATURES|tetR|tetracycline|tetR			deeparg
230	gi:896355182:ref:WP_049310020.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	msbA	3003950	deeparg
231	AY036620.1.gene1.p01|FEATURES|SHV-34|beta-lactam|SHV	SHV-34	3001092	deeparg
232	YP_002385941|FEATURES|acrB|multidrug|acrB	acrB	3000216	deeparg
233	gi:488169135:ref:WP_002240343.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
234	gi:488055598:ref:WP_002126995.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
235	NC_009487.5169896.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	Staphylococcus aureus LmrS	3004572	deeparg
236	gi:982902851:ref:WP_060386859.1:|FEATURES|fosB|fosfomycin|fosB	FosB2	3005100	deeparg
237	gi:691013511:ref:WP_031975674.1:|FEATURES|sul1|sulfonamide|sul1	sul1	3000410	deeparg
238	gi:487404569:ref:WP_001672905.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
239	APB87301|FEATURES|porin_OmpC|beta-lactam|porin_OmpC	Klebsiella pneumoniae OmpK37	3004122	deeparg
240	gi:730552397:ref:WP_034045676.1:|FEATURES|mexC|multidrug|mexC	MexC	3000800	deeparg
241	gi:730400588:ref:WP_034007400.1:|FEATURES|mexA|multidrug|mexA	MexA	3000377	deeparg
242	gi:487475739:ref:WP_001697126.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
243	gi:754685481:ref:WP_042064477.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
244	AVI44920.1|FEATURES|poxtA|multidrug|poxtA	poxtA	3004470	deeparg
245	BAC67138|FEATURES|tetA|tetracycline|tetA	tet(B)	3000166	deeparg
246	gi:322507471:gb:ADX02925.1:|FEATURES|mdtL|multidrug|mdtL	tet(J)	3000177	deeparg
247	gi:702678034:ref:WP_033237905.1:|FEATURES|class_A|beta-lactam|class_A	EXO-1	3003564	deeparg
248	AY157676.1.gene1.p01|FEATURES|CTX-M-26|beta-lactam|CTX-M	CTX-M-26	3001888	deeparg
249	YP_001066170|FEATURES|oprM|multidrug|oprM	OprA	3003039	deeparg
250	gi:695624984:ref:WP_032607919.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
251	gi:489127514:ref:WP_003037306.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074	deeparg
