	Original ID	Gene Name in CARD	ARO	Database
29	gi:490355791:ref:WP_004235564.1:|FEATURES|emrB|multidrug|emrB	Klebsiella pneumoniae KpnH	3004597	deeparg
30	gi:1044864161:ref:WP_065422675.1:|FEATURES|class_C|beta-lactam|class_C	ACT-29	3001849	deeparg
31	gi:514082323:ref:WP_016531940.1:|FEATURES|emrA|multidrug|emrA	Klebsiella pneumoniae KpnG	3004588	deeparg
32	Y17584.1.gene1.p01|FEATURES|TEM-29|beta-lactam|TEM	TEM-29	3000899	deeparg
33	KF057029.1.gene1.p01|FEATURES|OXA-312|beta-lactam|OXA	OXA-312	3001683	deeparg
34	gi:515198234:ref:WP_016808171.1:|FEATURES|mexX|multidrug|mexX	AcrE	3000499	deeparg
35	gi:554022400:gb:ESE68782.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
36	ABC38359|FEATURES|mexX|multidrug|mexX	amrA	3002982	deeparg
37	WP_063857795.1|FEATURES|ADC-21|beta-lactam|ADC-21	ADC-21	3003865	deeparg
38	AIS67613.1|FEATURES|CTX-M-157|beta-lactam|CTX-M	CTX-M-157	3003165	deeparg
39	gi:1016088209:ref:WP_062932045.1:|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
40	CAD69003|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	imiH	3003094	deeparg
41	gi:1045410738:ref:WP_065483312.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
42	gi:503028807:ref:WP_013263783.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	APH(6)-Id	3002660	deeparg
43	AF488377.1.gene1.p1|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-23	3001885	deeparg
44	gi:488155873:ref:WP_002227081.1:|FEATURES|mtrR|multidrug|mtrR			deeparg
45	gi:544824890:ref:WP_021240891.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
46	gi:1028099012:ref:WP_063855477.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
47	gi:555233667:ref:WP_023220473.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
48	AIY26289.1|FEATURES|GIM-2|beta-lactam|GIM-2	GIM-2	3003194	deeparg
49	AB164230.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	AAC(6')-Ib-SK	3002593	deeparg
50	gi:739065104:ref:WP_036936514.1:|FEATURES|class_A|beta-lactam|class_A	FONA-2	3004789	deeparg
51	gi:951389844:ref:WP_057765492.1:|FEATURES|lsa|MLS|lsa	lsaB	3003111	deeparg
52	gi:485999818:ref:WP_001501454.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
53	DQ193536.1.gene1.p01|FEATURES|SHV|beta-lactam|SHV	SHV-89	3001141	deeparg
54	gi:649725861:gb:AIC64453.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866	deeparg
55	AKR18028.1|FEATURES|PDC-88|beta-lactam|PDC	PDC-88	3004351	deeparg
56	gi:740612095:ref:WP_038397613.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
57	gi:686132960:ref:WP_031774065.1:|FEATURES|mecA|beta-lactam|mecA	mecA	3000617	deeparg
58	gi:1031627388:gb:ANG10976.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-207	3001384	deeparg
59	gi:754951539:ref:WP_042307713.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
60	gi:921231571:ref:WP_053176464.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522	deeparg
61	DQ286729.1.gene1.p1|FEATURES|TEM-55|beta-lactam|TEM	TEM-55	3000924	deeparg
62	gi:823647219:ref:WP_047091175.1:|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548	deeparg
63	YP_403947|FEATURES|macB|MLS|macB	macB	3000535	deeparg
64	YP_001350571|FEATURES|mexD|multidrug|mexD	MexD	3000801	deeparg
65	B1YIX1|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
66	gi:757762441:ref:WP_042983327.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
67	gi:490232554:ref:WP_004130894.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
68	gi:490226950:ref:WP_004125302.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
69	gi:810441446:ref:WP_046340811.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074	deeparg
70	gi:488325511:ref:WP_002394896.1:|FEATURES|lsa|MLS|lsa	lsaA	3000300	deeparg
71	gi:567442721:ref:WP_024026170.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
72	ABO60989|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	L1 beta-lactamase	3000582	deeparg
73	gi:515955175:ref:WP_017385758.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
74	gi:446403108:ref:WP_000480963.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	APH(6)-Id	3002660	deeparg
75	gi:583283386:ref:WP_024159120.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
76	gi:655471138:ref:WP_028854053.1:|FEATURES|mexC|multidrug|mexC	adeA	3000774	deeparg
77	YP_002384138|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
78	gi:446669128:ref:WP_000746474.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
79	CP001138.1.gene376.p01|FEATURES|oprM|multidrug|oprM	mdsC	3000791	deeparg
80	YP_001811891|FEATURES|mexE|multidrug|mexE	ceoA	3003009	deeparg
81	AAG21695|FEATURES|vatE|MLS|vatE	vatE	3002844	deeparg
82	HQ713678.1.gene5.p01|FEATURES|PER-7|beta-lactam|PER	PER-7	3002369	deeparg
83	gi:835708452:ref:WP_047625769.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
84	GQ396303.1.gene1.p01|FEATURES|PER-6|beta-lactam|PER	PER-6	3002368	deeparg
85	gi:746146202:ref:WP_039208400.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710	deeparg
86	gi:566055109:gb:AHC40857.1:|FEATURES|lmrB|MLS|lmrB	lmrB	3002813	deeparg
87	gi:730328506:ref:WP_033986417.1:|FEATURES|mexA|multidrug|mexA	MexA	3000377	deeparg
88	gi:1035717981:ref:WP_064557480.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
89	gi:692994857:ref:WP_032182216.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
90	ZP_04525131|FEATURES|mdtG|multidrug|mdtG	pmrA	3000822	deeparg
91	AAP46622|FEATURES|penA|beta-lactam|penA			deeparg
92	ZP_04616832|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
93	gi:754842619:ref:WP_042204136.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
94	AY628175.1.gene1.p01|FEATURES|TEM-109|beta-lactam|TEM	TEM-109	3000972	deeparg
95	gi:491303286:ref:WP_005161289.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
96	WP_069453146.1|FEATURES|AAC(6')-Ip|aminoglycoside|AAC(6')-Ip	AAC(6')-Ip	3002559	deeparg
97	NP_756458|FEATURES|emrD|multidrug|emrD	bcr-1	3003801	deeparg
98	gi:1031670021:gb:ANG30860.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-206	3001383	deeparg
99	DQ519090.1.gene1.p01|FEATURES|OXA-96|beta-lactam|OXA	OXA-96	3001631	deeparg
100	gi:556337679:ref:WP_023297315.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
101	gi:835427938:ref:WP_047502624.1:|FEATURES|fosB|fosfomycin|fosB	FosD	3004674	deeparg
102	gi:658546959:ref:WP_029739483.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
103	AJA32742.1|FEATURES|OXA-424|beta-lactam|OXA	OXA-424	3003147	deeparg
104	gi:949743299:ref:WP_057078061.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710	deeparg
105	KF526114.1.gene1.p01|FEATURES|CMY-74|beta-lactam|CMX	CMY-101	3002113	deeparg
106	gi:779872998:ref:WP_045357408.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804	deeparg
107	BAG06200|FEATURES|mecA|beta-lactam|mecA	mecA	3000617	deeparg
108	KJ427797.1.gene1.p01|FEATURES|OXA-391|beta-lactam|OXA	OXA-391	3001577	deeparg
109	ABB71176|FEATURES|dfrA25|diaminopyrimidine|dfrA25	dfrA25	3003020	deeparg
110	gi:742845534:ref:WP_038988940.1:|FEATURES|emrA|multidrug|emrA	emrA	3000027	deeparg
111	NP_348075|FEATURES|tetP|tetracycline|tetP	tetA(P)	3000180	deeparg
112	gi:917229923:ref:WP_051836635.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522	deeparg
113	YP_001764894|FEATURES|amrB|multidrug|amrB	amrB	3002983	deeparg
114	gi:983670867:ref:WP_060751856.1:|FEATURES|class_A|beta-lactam|class_A	BcI	3002877	deeparg
115	NP_708081|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	bcr-1	3003801	deeparg
116	EU496815.1.gene1.p1|FEATURES|CMY-32|beta-lactam|CMX	CMY-32	3002043	deeparg
117	gi:485795421:ref:WP_001416883.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
118	gi:678263223:emb:CDR66934.1:|FEATURES|fosB|fosfomycin|fosB	FosD	3004674	deeparg
119	gi:1011969930:ref:WP_062776015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522	deeparg
120	DQ212986.1.gene3.p01|FEATURES|vanU|glycopeptide|vanU	vanU gene in vanG cluster	3004253	deeparg
121	YP_002410375|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
122	gi:686437557:ref:WP_031923002.1:|FEATURES|norA|multidrug|norA	Staphylococcus aureus norA	3004667	deeparg
123	gi:912451930:ref:WP_050163074.1:|FEATURES|class_A|beta-lactam|class_A	y56 beta-lactamase	3003558	deeparg
124	gi:555267544:ref:WP_023248992.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074	deeparg
125	CAC86407|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	APH(6)-Id	3002660	deeparg
126	YP_001066168|FEATURES|mexX|multidrug|mexX	amrA	3002982	deeparg
127	CAR69107|FEATURES|tetM|tetracycline|tetM	tetM	3000186	deeparg
128	gi:692992356:ref:WP_032180253.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
129	gi:556502805:emb:CDH98054.1:|FEATURES|mecR1|beta-lactam|mecR1	mecR1	3000215	deeparg
130	AB119105.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	AAC(6')-Iad	3002572	deeparg
131	ABC54722|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	AAC(6')-Ib10	3002581	deeparg
132	gi:779806134:ref:WP_045331469.1:|FEATURES|class_C|beta-lactam|class_C	ACT-48	3006243	deeparg
133	AAF34334.1|FEATURES|SHV-20|beta-lactam|SHV	SHV-20	3001078	deeparg
134	AY750912.1.gene1.p01|FEATURES|OXA-70|beta-lactam|OXA	OXA-70	3001618	deeparg
135	gi:983424273:ref:WP_060588471.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
136	gi:648450014:ref:WP_026141765.1:|FEATURES|class_C|beta-lactam|class_C	AQU-2	3004647	deeparg
137	gi:1028112073:ref:WP_063866263.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
138	AAA88337|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	APH(3')-Ia	3002641	deeparg
139	ABX79417|FEATURES|vanS|glycopeptide|vanS	vanS gene in vanC cluster	3002933	deeparg
140	JN935136.1.gene1.p1|FEATURES|TEM-194|beta-lactam|TEM	TEM-194	3001054	deeparg
141	gi:643662068:ref:WP_025246873.1:|FEATURES|acrB|multidrug|acrB	acrB	3000216	deeparg
142	gi:649725905:gb:AIC64475.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866	deeparg
143	gi:935618129:ref:WP_054472880.1:|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548	deeparg
144	gi:491689491:ref:WP_005545369.1:|FEATURES|vanY|glycopeptide|vanY	vanY gene in vanF cluster	3002958	deeparg
145	gi:695725930:ref:WP_032652533.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
146	AY847147.1.gene1.p01|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-46	3001908	deeparg
147	gi:736472622:ref:WP_034494292.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
148	AB205197.1.gene1.p01|FEATURES|CTX-M-63|beta-lactam|CTX-M	CTX-M-63	3001924	deeparg
149	gi:1020083131:ref:WP_063219966.1:|FEATURES|class_A|beta-lactam|class_A	BcI	3002877	deeparg
150	gi:485861914:ref:WP_001461118.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
151	gi:504416866:ref:WP_014603968.1:|FEATURES|tetR|tetracycline|tetR			deeparg
152	gi:896549982:ref:WP_049450924.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	L1 beta-lactamase	3000582	deeparg
153	gi:1036489672:emb:SAM46405.1:|FEATURES|vanW|glycopeptide|vanW	vanW gene in vanB cluster	3002964	deeparg
154	gi:580282056:gb:EVD09060.1:|FEATURES|fosB|fosfomycin|fosB	Staphylococcus aureus FosB	3004661	deeparg
155	ZP_04151022|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
156	Q7N0B9|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
157	EU886977.1.gene2.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	AAC(6')-Iai	3002575	deeparg
158	gi:896558217:ref:WP_049457130.1:|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	L1 beta-lactamase	3000582	deeparg
159	gi:545297915:ref:WP_021578120.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
160	P32714|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
161	YP_002147194|FEATURES|bicyclomycin-multidrug_efflux_protein_bcr|multidrug|bicyclomycin-multidrug_efflux_protein_bcr	bcr-1	3003801	deeparg
162	gi:752856635:ref:WP_041482248.1:|FEATURES|fosB|fosfomycin|fosB	FosB2	3005100	deeparg
163	CP001918.1.gene3441.p01|FEATURES|mdtC|multidrug|mdtC	mdtC	3000794	deeparg
164	gi:490306252:ref:WP_004201357.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
165	gi:391322939:gb:EIQ79610.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
166	AF148850.1.gene1.p01|FEATURES|SHV-1|beta-lactam|SHV	SHV-1	3001059	deeparg
167	KC465200.1.gene1.p01|FEATURES|KPC-17|beta-lactam|KPC	KPC-17	3002327	deeparg
168	gi:654933144:ref:WP_028383500.1:|FEATURES|mexF|multidrug|mexF	adeF	3000777	deeparg
169	HQ336940.1.gene1.p01|FEATURES|CMY-2|beta-lactam|CMX	CMY-53	3002064	deeparg
170	NC_006663.1.orf0.gene.p01|FEATURES|aadE|aminoglycoside|aadE	aad(6)	3002628	deeparg
171	ABO60991|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	L1 beta-lactamase	3000582	deeparg
172	gi:505141122:ref:WP_015328224.1:|FEATURES|tetH|tetracycline|tetH	tet(H)	3000175	deeparg
173	gi:447046964:ref:WP_001124220.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
174	CAC81326|FEATURES|OXA-1|beta-lactam|OXA	OXA-1	3001396	deeparg
175	gi:693139507:ref:WP_032281183.1:|FEATURES|mdtC|multidrug|mdtC	mdtC	3000794	deeparg
176	gi:835233760:ref:WP_047410070.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
177	NC_002516.2.882885.p01|FEATURES|oprN|multidrug|oprN	OprN	3000805	deeparg
178	gi:490989759:ref:WP_004851492.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
179	gi:489012008:ref:WP_002922543.1:|FEATURES|cmeB|multidrug|cmeB	cmeB	3000784	deeparg
180	ZP_03453095|FEATURES|amrB|multidrug|amrB	amrB	3002983	deeparg
181	gi:835754341:ref:WP_047650852.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
182	gi:1033060485:ref:WP_064371646.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
183	gi:896325272:ref:WP_049294291.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
184	ZP_02901198|FEATURES|mdtE|multidrug|mdtE	mdtE	3000795	deeparg
185	gi:924634061:ref:WP_053533384.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
186	gi:730318750:ref:WP_033983530.1:|FEATURES|mexC|multidrug|mexC	MexC	3000800	deeparg
187	YP_002807373|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
188	gi:693185028:ref:WP_032310966.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
189	gi:445932791:ref:WP_000010646.1:|FEATURES|mexE|multidrug|mexE	adeG	3000778	deeparg
190	gi:226876725:gb:ACO89583.1:|FEATURES|erm(41)|MLS|erm(41)	Erm(41)	3000603	deeparg
191	gi:553764859:ref:WP_023097180.1:|FEATURES|mexH|multidrug|mexH	MexH	3000807	deeparg
192	BAC77725|FEATURES|tetX|tetracycline|tetX	Tet(X6)	3005056	deeparg
193	BAD89844.2|FEATURES|abeM|multidrug|abeM	abeM	3000753	deeparg
194	gi:1027678792:ref:WP_063617836.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
195	gi:693209755:ref:WP_032328790.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	PDC-349	3006718	deeparg
196	FR823292.1.gene6.p01|FEATURES|mecI|beta-lactam|mecI	MecC-type methicillin resistance repressor MecI	3005046	deeparg
197	A1A9U9|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
198	gi:693176262:ref:WP_032306615.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
199	gi:446669117:ref:WP_000746463.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
200	YP_001696597|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
201	gi:1028186313:ref:WP_063931684.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804	deeparg
202	gi:585348436:ref:WP_024230053.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
203	gi:486160789:ref:WP_001524406.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
204	gi:486199286:ref:WP_001548352.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
205	AFH88686.1|FEATURES|QnrB48|fluoroquinolone|QnrB48	QnrB48	3002763	deeparg
206	gi:517493838:ref:WP_018664415.1:|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
207	AAZ04784.1|FEATURES|QnrA5|fluoroquinolone|QnrA5	QnrA5	3002711	deeparg
208	JQ348841.1.gene1.p01|FEATURES|NDM-4|beta-lactam|NDM	NDM-4	3002355	deeparg
209	AFH35853.1|FEATURES|Escherichia_coli_mdfA|multidrug|Escherichia_coli_mdfA	Escherichia coli mdfA	3001328	deeparg
210	gi:950848224:ref:WP_057527010.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074	deeparg
211	gi:486158330:ref:WP_001522010.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
212	gi:1031655761:gb:ANG24271.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-1	3000873	deeparg
213	gi:545243557:ref:WP_021542311.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214	deeparg
214	AE000516.2.gene3301.p01|FEATURES|emrE|multidrug|emrE	qacE	3005009	deeparg
215	gi:1016529760:ref:WP_063105172.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
216	ACI71754|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	Erm(34)	3000600	deeparg
217	BAA32494.1|FEATURES|FomB|fosfomycin|FomB	FomB	3000449	deeparg
218	gi:519089566:ref:WP_020245441.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
219	gi:446657994:ref:WP_000735340.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
220	gi:664170275:ref:WP_030704520.1:|FEATURES|aph(6)-I|aminoglycoside|aph(6)-I	APH(6)-Ia	3002657	deeparg
221	gi:693074684:ref:WP_032237896.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
222	gi:490371774:ref:WP_004251378.1:|FEATURES|mdtH|multidrug|mdtH	mdtH	3001216	deeparg
223	FR823292.1.gene2.p01|FEATURES|blaZ|beta-lactam|blaZ	mecC-type BlaZ	3005097	deeparg
224	gi:446964023:ref:WP_001041279.1:|FEATURES|norA|multidrug|norA	Staphylococcus aureus norA	3004667	deeparg
225	M64090.gene.p01|FEATURES|ermT|MLS|ermT	ErmT	3000595	deeparg
226	gi:692986807:ref:WP_032175805.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214	deeparg
227	gi:573596310:gb:ETT90379.1:|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	Acinetobacter baumannii AmvA	3004577	deeparg
228	gi:696359337:ref:WP_032934487.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
229	ZP_03052661|FEATURES|macB|MLS|macB	macB	3000535	deeparg
230	YP_002410376|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549	deeparg
231	ABC69169|FEATURES|catB|phenicol|catB	catB3	3002676	deeparg
232	gi:545285852:ref:WP_021568926.1:|FEATURES|mdtN|multidrug|mdtN	mdtN	3003548	deeparg
233	AAZ98836|FEATURES|vanS|glycopeptide|vanS	vanS gene in vanG cluster	3002937	deeparg
234	gi:757717795:ref:WP_042946052.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
235	gi:447124500:ref:WP_001201756.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
236	AJ584700.2.gene1.p01|FEATURES|aac(6')-II|aminoglycoside|aac(6')-II	AAC(6')-Iid	3002589	deeparg
237	AY494945.1.gene2.p01|FEATURES|ampC|beta-lactam|ampC	DHA-3	3002134	deeparg
238	gi:585345156:ref:WP_024226778.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
239	AAY52007|FEATURES|vanY|glycopeptide|vanY	vanY gene in vanA cluster	3002955	deeparg
240	gi:78100762:pdb:1T9T:A|FEATURES|acrB|multidrug|acrB	acrB	3000216	deeparg
241	gi:730348522:ref:WP_033994124.1:|FEATURES|mexE|multidrug|mexE	MexE	3000803	deeparg
242	gi:446910349:ref:WP_000987605.1:|FEATURES|adeB|multidrug|adeB	adeB	3000775	deeparg
243	gi:447097700:ref:WP_001174956.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
244	AM180355.1.gene2260.p01|FEATURES|ermC|MLS|ermC			deeparg
245	gi:447124498:ref:WP_001201754.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
246	CAA70425|FEATURES|mecA|beta-lactam|mecA	mecA	3000617	deeparg
247	M58472.1.gene1.p01|FEATURES|cat_chloramphenicol_acetyltransferase|phenicol|cat_chloramphenicol_acetyltransferase	Agrobacterium fabrum chloramphenicol acetyltransferase	3004451	deeparg
248	gi:1002581018:ref:WP_061401754.1:|FEATURES|fosB|fosfomycin|fosB	FosB	3000172	deeparg
249	gi:730321347:ref:WP_033984356.1:|FEATURES|tetR|tetracycline|tetR			deeparg
250	gi:489200117:ref:WP_003109351.1:|FEATURES|adeB|multidrug|adeB	adeB	3000775	deeparg
251	gi:545269171:ref:WP_021559594.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
252	gi:488038588:ref:WP_002109985.1:|FEATURES|class_A|beta-lactam|class_A	BcI	3002877	deeparg
253	gi:447197874:ref:WP_001275130.1:|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549	deeparg
