	Original ID	ARO Replacement	Gene Name in CARD
23	gi:970550885:ref:WP_058814714.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
24	gi:953524688:ref:WP_058010482.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
25	gi:985613534:ref:WP_060853009.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
26	AAP46620|FEATURES|penA|beta-lactam|penA	3004832 	penA
27	gi:730385713:ref:WP_034003307.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
28	BAB86942|FEATURES|penA|beta-lactam|penA	3004832 	penA
29	gi:730400130:ref:WP_034007270.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
30	gi:32345900:gb:AAM97244.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
31	AAP46591|FEATURES|penA|beta-lactam|penA	3004832 	penA
32	gi:730234224:ref:WP_033939530.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
33	gi:501976562:ref:WP_012681429.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	3000025	cystathionine_beta-lyase_patB
34	gi:446993873:ref:WP_001071129.1:|FEATURES|fmtC|beta-lactam|fmtC	fmtC	fmtC
35	U58210.1.gene4.p01|FEATURES|penA|beta-lactam|penA	3004832 	penA
36	gi:959902495:ref:WP_058168418.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
37	AAP46585|FEATURES|penA|beta-lactam|penA	3004832 	penA
38	YP_248152|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
39	gi:489221431:ref:WP_003129875.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
40	YP_002467958|FEATURES|PBP-1B|beta-lactam|PBP-1B	3003938 	PBP-1B
41	gi:135616:sp:P28815.1:TETC_ECOLX|FEATURES|tetC|tetracycline|tetC	3000167	tetC
42	NP_249115.1|FEATURES|MexR|multidrug|MexR	3000506	MexR
43	gi:692974498:ref:WP_032166642.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
44	AAF17267|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
45	CP000647.1.gene2517.p01|FEATURES|ompF|multidrug|ompF	3000265	ompF
46	gi:323161554:gb:EFZ47443.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
47	gi:32345888:gb:AAM97238.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
48	P14677|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
49	CAO91622|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
50	AAP46606|FEATURES|penA|beta-lactam|penA	3004832 	penA
51	gi:501022077:ref:WP_012074742.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
52	ZP_04597435|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
53	AAP46577|FEATURES|penA|beta-lactam|penA	3004832 	penA
54	AAP46632|FEATURES|penA|beta-lactam|penA	3004832 	penA
55	gi:1042738957:ref:WP_065301739.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
56	AAP46594|FEATURES|penA|beta-lactam|penA	3004832 	penA
57	CAO91626|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
58	gi:135617:sp:P28816.1:TETD_ECOLX|FEATURES|tetD|tetracycline|tetD	3000168	tetD
59	P0A0U8|FEATURES|penA|beta-lactam|penA	3004832 	penA
60	AF326777.3.gene22.p01|FEATURES|tetD|tetracycline|tetD	3000168	tetD
61	gi:557710037:gb:AHA22063.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
62	NP_253290.1|FEATURES|Type_A_NfxB|multidrug|Type_A_NfxB	3004059	Type_A_NfxB
63	gi:32345884:gb:AAM97236.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
64	JN645776.1.gene1.p01|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
65	gi:959907095:ref:WP_058171579.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
66	gi:959926073:ref:WP_058185040.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
67	ZP_01834487|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
68	gi:447201629:ref:WP_001278885.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	cob(I)alamin_adenolsyltransferase	cob(I)alamin_adenolsyltransferase
69	AAC95456|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
70	gi:1004170906:gb:AMP19677.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
71	CAO91624|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
72	gi:1011730119:ref:WP_062573757.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
73	CAO91607|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
74	CAO91609|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
75	gi:501654546:ref:WP_012613742.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
76	gi:552691766:gb:ERZ05289.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
77	AAM97249|FEATURES|penA|beta-lactam|penA	3004832 	penA
78	YP_001693856|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
79	gi:730682684:ref:WP_034069871.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
80	gi:489549056:ref:WP_003453693.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
81	gi:817673615:ref:WP_046638754.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
82	AAP46601|FEATURES|penA|beta-lactam|penA	3004832 	penA
83	gi:896408119:ref:WP_049345021.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
84	gi:730474171:ref:WP_034023520.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
85	AAF17263|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
86	gi:746819953:ref:WP_039699719.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
87	AAP46598|FEATURES|penA|beta-lactam|penA	3004832 	penA
88	YP_001292390|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
89	CAO91617|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
90	CAO91615|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
91	EDK70037|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
92	AAF17264|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
93	gi:911520192:ref:WP_050154592.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
94	YP_208590|FEATURES|penA|beta-lactam|penA	3004832 	penA
95	AAF17270|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
96	HE999704.1.gene3165.p01|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
97	gi:738462527:ref:WP_036413340.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
98	gi:921164489:ref:WP_053110392.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
99	CAO91629|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
100	ADT64081.1|FEATURES|MexS|multidrug|MexS	3000813	MexS
101	AAP46604|FEATURES|penA|beta-lactam|penA	3004832 	penA
102	gi:583220510:ref:WP_024156474.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
103	gi:489229602:ref:WP_003137949.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
104	gi:446993875:ref:WP_001071131.1:|FEATURES|fmtC|beta-lactam|fmtC	fmtC	fmtC
105	gi:32345876:gb:AAM97232.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
106	NC_002516.2.880417.p01|FEATURES|mexT|multidrug|mexT	3000814	mexT
107	gi:640475599:ref:WP_024916072.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
108	gi:553772467:ref:WP_023104399.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
109	NC_002516.2.880362.p01|FEATURES|tetR|tetracycline|tetR	3003479	tetR
110	gi:960853123:ref:WP_058332030.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
111	YP_002792444|FEATURES|penA|beta-lactam|penA	3004832 	penA
112	gi:959874184:ref:WP_058150266.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
113	AAP46624|FEATURES|penA|beta-lactam|penA	3004832 	penA
114	gi:32345868:gb:AAM97228.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
115	gi:730235537:ref:WP_033940563.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
116	gi:490474978:ref:WP_004345400.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
117	gi:959854208:ref:WP_058137685.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
118	gi:743509803:ref:WP_039027538.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
119	AAP46613|FEATURES|penA|beta-lactam|penA	3004832 	penA
120	gi:32345894:gb:AAM97241.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
121	gi:32345862:gb:AAM97225.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
122	CAO91620|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
123	gi:730473147:ref:WP_034023301.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
124	NP_253005.1|FEATURES|MvaT|multidrug|MvaT	3004069	MvaT
125	AAP46617|FEATURES|penA|beta-lactam|penA	3004832 	penA
126	gi:32345896:gb:AAM97242.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
127	gi:32345836:gb:AAM97212.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
128	ACF30471|FEATURES|penA|beta-lactam|penA	3004832 	penA
129	gi:1004170902:gb:AMP19675.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
130	gi:927320959:ref:WP_053813481.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
131	EDK78328|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
132	gi:730685230:ref:WP_034070483.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
133	ZP_01788419|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
134	gi:730522696:ref:WP_034035891.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
135	NP_357898|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
136	AF336095.1.gene1.p01|FEATURES|omp36|multidrug|omp36	3003385	omp36
137	gi:730437356:ref:WP_034014953.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
138	gi:919846213:ref:WP_052897248.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
139	gi:489246765:ref:WP_003154928.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
140	gi:730479876:ref:WP_034024589.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
141	gi:32345878:gb:AAM97233.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
142	AAP46611|FEATURES|penA|beta-lactam|penA	3004832 	penA
143	gi:662089495:ref:WP_030048694.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
144	gi:32345902:gb:AAM97245.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
145	gi:489200414:ref:WP_003109635.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
146	CAO91616|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
147	gi:757444661:ref:WP_042741303.1:|FEATURES|fmtC|beta-lactam|fmtC	fmtc	fmtC
148	AAP46600|FEATURES|penA|beta-lactam|penA	3004832 	penA
149	gi:730296688:ref:WP_033975727.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
150	gi:959863859:ref:WP_058143230.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
151	gi:730382847:ref:WP_034002332.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
152	gi:32345886:gb:AAM97237.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
153	gi:553764960:ref:WP_023097281.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
154	AAP46635|FEATURES|penA|beta-lactam|penA	3004832 	penA
155	CAO91630|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
156	CAO91614|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
157	NP_417544.5|FEATURES|patA|fluoroquinolone|patA	3000024	patA
158	YP_001290033|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
159	gi:489249810:ref:WP_003157921.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
160	BAD00902|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
161	gi:751314291:ref:WP_041021175.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
162	gi:1031778566:ref:WP_064126137.1:|FEATURES|fmtC|beta-lactam|fmtC	fmtC	fmtC
163	AAF17266|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
164	gi:828386578:gb:AKK51649.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
165	CAO91612|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
166	gi:730303878:ref:WP_033978962.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
167	AAP46584|FEATURES|penA|beta-lactam|penA	3004832 	penA
168	AF101781.1.gene1.p01|FEATURES|PBP-1B|beta-lactam|PBP-1B	3003938 	PBP-1B
169	ZP_02709163|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
170	ZP_00155442|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
171	CP000034.1.gene2198.p01|FEATURES|ompF|multidrug|ompF	3000265	ompF
172	AAP46608|FEATURES|penA|beta-lactam|penA	3004832 	penA
173	gi:32345872:gb:AAM97230.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
174	gi:489254542:ref:WP_003162522.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
175	gi:763407621:ref:WP_044264215.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
176	AAC22099|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
177	AAP46610|FEATURES|penA|beta-lactam|penA	3004832 	penA
178	ZP_02722595|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
179	gi:852318139:ref:WP_048338017.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
180	AAP46581|FEATURES|penA|beta-lactam|penA	3004832 	penA
181	AAP46602|FEATURES|penA|beta-lactam|penA	3004832 	penA
182	gi:501021964:ref:WP_012074629.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
183	gi:685891619:ref:WP_031632892.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
184	gi:32345844:gb:AAM97216.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
185	CAD09823.1|FEATURES|tetR|tetracycline|tetR	3003479	tetR
186	gi:763182334:ref:WP_044061366.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
187	AAN61107|FEATURES|penA|beta-lactam|penA	3004832 	penA
188	gi:959873071:ref:WP_058149474.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
189	AAP46576|FEATURES|penA|beta-lactam|penA	3004832 	penA
190	EDK10390|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
191	NC_011035.1.6447745.p01|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
192	gi:640474933:ref:WP_024915411.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
193	gi:518556046:ref:WP_019726253.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
194	EDJ91555|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
195	gi:685980171:ref:WP_031687995.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
196	gi:32345874:gb:AAM97231.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
197	P57296|FEATURES|PBP-1B|beta-lactam|PBP-1B	3003938 	PBP-1B
198	AAP46578|FEATURES|penA|beta-lactam|penA	3004832 	penA
199	gi:730235894:ref:WP_033940844.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
200	gi:32345906:gb:AAM97247.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
201	gi:32345890:gb:AAM97239.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
202	gi:960295466:ref:WP_058214460.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
203	gi:544850065:ref:WP_021265147.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
204	gi:553755386:ref:WP_023088115.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
205	AAP46595|FEATURES|penA|beta-lactam|penA	3004832 	penA
206	gi:489799061:ref:WP_003702952.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
207	gi:959874152:ref:WP_058150234.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
208	gi:959848339:ref:WP_058133601.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
209	gi:960883644:ref:WP_058354899.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
210	gi:489183136:ref:WP_003092577.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
211	YP_002735431|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
212	AAP46609|FEATURES|penA|beta-lactam|penA	3004832 	penA
213	gi:959842010:ref:WP_058129832.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
214	AAP46583|FEATURES|penA|beta-lactam|penA	3004832 	penA
215	gi:518315499:ref:WP_019485706.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
216	gi:653201367:gb:KEA22378.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
217	gi:959855197:ref:WP_058138287.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
218	CAO91621|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
219	AAF17269|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
220	gi:489794871:ref:WP_003698762.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
221	gi:685892557:ref:WP_031633792.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
222	gi:730307282:ref:WP_033979566.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
223	gi:730242297:ref:WP_033946265.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
224	gi:730653274:ref:WP_034064582.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
225	gi:269144622:gb:EEZ71040.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
226	gi:959914645:ref:WP_058177542.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
227	gi:844723049:ref:WP_047924300.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
228	gi:489831097:ref:WP_003734834.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	3000025	cystathionine_beta-lyase_patB
229	NC_011595.7059912.p01|FEATURES|mexT|multidrug|mexT	3000814	mexT
230	gi:749308249:ref:WP_040132379.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
231	AAC45547|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
232	gi:553789261:ref:WP_023120513.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
233	gi:686194009:ref:WP_031805927.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
234	AAP46607|FEATURES|penA|beta-lactam|penA	3004832 	penA
235	gi:685904080:ref:WP_031644138.1:|FEATURES|cystathionine_beta-lyase_patB|unclassified|cystathionine_beta-lyase_patB	3000025	cystathionine_beta-lyase_patB
236	gi:488189171:ref:WP_002260379.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
237	NP_416340.1|FEATURES|mgrB|multidrug|mgrB	3003820	mgrB
238	gi:1004170896:gb:AMP19672.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
239	ZP_00156276|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
240	gi:32345766:gb:AAM97177.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
241	gi:496671020:ref:WP_009313510.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
242	gi:489791783:ref:WP_003695674.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
243	gi:510932763:ref:WP_016253089.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
244	gi:488168057:ref:WP_002239265.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
245	AAF17268|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
246	gi:489191328:ref:WP_003100686.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
247	gi:489793469:ref:WP_003697360.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
248	gi:486147411:ref:WP_001517796.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
249	AAA25465|FEATURES|penA|beta-lactam|penA	3004832 	penA
250	NC_002516.2.880183.p01|FEATURES|tetR|tetracycline|tetR	3003479	tetR
251	YP_002737588|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
252	AF336098.1.gene1.p01|FEATURES|omp36|multidrug|omp36	3003385	omp36
253	gi:693041994:ref:WP_032213584.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
254	gi:32345880:gb:AAM97234.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
255	gi:565828994:ref:WP_023912825.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
256	gi:959880686:ref:WP_058154928.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
257	gi:730454835:ref:WP_034018922.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
258	gi:296838945:gb:EFH22883.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
259	NC_010558.1.6275977.p01|FEATURES|tetC|tetracycline|tetC	3000167	tetC
260	ZP_04466634|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
261	AAP46588|FEATURES|penA|beta-lactam|penA	3004832 	penA
262	AAP46597|FEATURES|penA|beta-lactam|penA	3004832 	penA
263	AAP46614|FEATURES|penA|beta-lactam|penA	3004832 	penA
264	AAB08925|FEATURES|tetU|tetracycline|tetU	3004650	tetU
265	gi:754803992:ref:WP_042167105.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
266	gi:32345914:gb:AAM97251.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
267	gi:32345882:gb:AAM97235.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
268	gi:976151217:ref:WP_059309422.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
269	YP_002741884|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
270	CAO91608|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
271	gi:959839646:ref:WP_058128275.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
272	gi:959864218:ref:WP_058143399.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
273	gi:504720116:ref:WP_014907218.1:|FEATURES|ompF|multidrug|ompF	3000265	ompF
274	NP_250710.1|FEATURES|MexZ|multidrug|MexZ	3003709	MexZ
275	ZP_04464540|FEATURES|PBP-1A|beta-lactam|PBP-1A	3003938 	PBP-1A
276	gi:489208567:ref:WP_003117466.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
277	gi:730408915:ref:WP_034009100.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
278	gi:730560767:ref:WP_034048018.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
279	gi:685977029:ref:WP_031685846.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
280	gi:32345898:gb:AAM97243.1:|FEATURES|penA|beta-lactam|penA	3004832 	penA
281	AAL77081|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
282	gi:489180348:ref:WP_003089829.1:|FEATURES|mexT|multidrug|mexT	3000814	mexT
283	ABJ55333|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
284	gi:730239405:ref:WP_033943848.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
285	gi:120969684:gb:ABM45915.1:|FEATURES|mtrR|multidrug|mtrR	3000817	mtrR
286	AAP46621|FEATURES|penA|beta-lactam|penA	3004832 	penA
287	JN645706.1.gene1.p01|FEATURES|PBP-2X|beta-lactam|PBP-2X	3003938 	PBP-2X
288	gi:553782114:ref:WP_023113693.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
289	CAD70592|FEATURES|penA|beta-lactam|penA	3004832 	penA
290	gi:345394503:gb:EGX24263.1:|FEATURES|tetC|tetracycline|tetC	3000167	tetC
291	AAP46619|FEATURES|penA|beta-lactam|penA	3004832 	penA
292	gi:730665014:ref:WP_034066709.1:|FEATURES|tetR|tetracycline|tetR	3003479	tetR
