Original ID	Gene Name in CARD	ARO	Database
gb|KJX28101.1|ARO:3005114|AAC(6')-Ib-cr4	AAC(6')-Ib-cr4	3005114	sarg
gb|ABX24471.1|ARO:3005115|AAC(6')-Ib-cr5	AAC(6')-Ib-cr5	3005115	sarg
gb|ACD56150.1|ARO:3005116|AAC(6')-Ib-cr6	AAC(6')-Ib-cr6	3005116	sarg
gb|NON98701.1|ARO:3005117|AAC(6')-Ib-cr7	AAC(6')-Ib-cr7	3005117	sarg
gb|AZK52946.1|ARO:3005118|AAC(6')-Ib-cr8	AAC(6')-Ib-cr8	3005118	sarg
gb|AYD68572.1|ARO:3005119|AAC(6')-Ib-cr9	AAC(6')-Ib-cr9	3005119	sarg
gb|AIG20005.1|ARO:3005122|PDC-68	PDC-68	3005122	sarg
gb|AIG20007.1|ARO:3005123|PDC-70	PDC-70	3005123	sarg
gb|ACX31164.1|ARO:3005127|PDC-14	PDC-14	3005127	sarg
gb|AIG19988.1|ARO:3005129|PDC-51	PDC-51	3005129	sarg
gb|QEJ80883.1|ARO:3005130|OXA-846	OXA-846	3005130	sarg
gb|QFZ95817.1|ARO:3005131|NDM-29	NDM-29	3005131	sarg
gb|AIG19980.1|ARO:3005134|PDC-43	PDC-43	3005134	sarg
gb|AIG19991.1|ARO:3005135|PDC-54	PDC-54	3005135	sarg
gb|QIC04089.1|ARO:3005136|OXA-906	OXA-906	3005136	sarg
gb|QEJ80887.1|ARO:3005138|OXA-850	OXA-850	3005138	sarg
gb|AIG20004.1|ARO:3005139|PDC-67	PDC-67	3005139	sarg
gb|AIG19993.1|ARO:3005140|PDC-56	PDC-56	3005140	sarg
gb|AIG19989.1|ARO:3005141|PDC-52	PDC-52	3005141	sarg
gb|AIG19981.1|ARO:3005142|PDC-44	PDC-44	3005142	sarg
gb|AUT06977.1|ARO:3005143|PDC-240	PDC-240	3005143	sarg
gb|WP_002046804.1|ARO:3006339|ADC-167	ADC-167	3006339	sarg
gb|AIG19998.1|ARO:3005144|PDC-61	PDC-61	3005144	sarg
gb|AIG19982.1|ARO:3005145|PDC-45	PDC-45	3005145	sarg
gb|AIG19986.1|ARO:3005146|PDC-49	PDC-49	3005146	sarg
gb|AIG19987.1|ARO:3005147|PDC-50	PDC-50	3005147	sarg
gb|AIG19985.1|ARO:3005148|PDC-48	PDC-48	3005148	sarg
gb|APM84516.1|ARO:3005150|PAC-1	PAC-1	3005150	sarg
gb|AIG19990.1|ARO:3005151|PDC-53	PDC-53	3005151	sarg
gb|AIG20009.1|ARO:3005152|PDC-72	PDC-72	3005152	sarg
gb|AIG20006.1|ARO:3005153|PDC-69	PDC-69	3005153	sarg
gb|ABY48974.1|ARO:3005154|APH(3')-XV	aphA15	3004675	sarg
gb|WP_164461302.1|ARO:3005259|TEM-228	TEM-228	3005259	sarg
gb|CBZ41773.1|ARO:3005155|PDC-23	PDC-23	3005155	sarg
gb|AEM44533.1|ARO:3005156|PDC-28	PDC-28	3005156	sarg
gb|KEC85091.1|ARO:3005158|OXA-668	OXA-668	3005158	sarg
gb|QBQ03043.1|ARO:3005159|OXA-818	OXA-818	3005159	sarg
gb|QBQ03037.1|ARO:3005160|OXA-812	OXA-812	3005160	sarg
gb|WP_063864562.1|ARO:3005277|PDC-105	PDC-105	3005277	sarg
gb|ANQ03635.1|ARO:3005162|FosA7.5	FosA7.5	3005162	sarg
gb|ASF80997.1|ARO:3005164|dfrA35	dfrA35	3005164	sarg
gb|AKA60779.1|ARO:3003654|CMY-134	CMY-134	3003654	sarg
gb|WP_071593223.1|ARO:3005204|CMY-143	CMY-143	3005204	sarg
gb|WP_032494240.1|ARO:3002119|CMY-107	CMY-107	3002119	sarg
gb|WP_122630836.1|ARO:3005176|CMY-158	CMY-158	3005176	sarg
gb|WP_190259774.1|ARO:3005177|CMY-173	CMY-173	3005177	sarg
gb|WP_077767289.1|ARO:3005180|CMY-147	CMY-147	3005180	sarg
gb|WP_075985683.1|ARO:3005181|CMY-146	CMY-146	3005181	sarg
gb|WP_104009849.1|ARO:3005182|CMY-156	CMY-156	3005182	sarg
gb|WP_109791215.1|ARO:3005183|CMY-160	CMY-160	3005183	sarg
gb|WP_111273851.1|ARO:3005184|CMY-162	CMY-162	3005184	sarg
gb|WP_065102238.1|ARO:3005185|CMY-140	CMY-140	3005185	sarg
gb|WP_140423307.1|ARO:3005186|CMY-164	CMY-164	3005186	sarg
gb|WP_109545065.1|ARO:3005187|CMY-161	CMY-161	3005187	sarg
gb|WP_148044406.1|ARO:3005188|CMY-165	CMY-165	3005188	sarg
gb|WP_148044407.1|ARO:3005189|CMY-166	CMY-166	3005189	sarg
gb|WP_085562396.1|ARO:3005190|CMY-149	CMY-149	3005190	sarg
gb|WP_063859815.1|ARO:3005191|CMY-139	CMY-139	3005191	sarg
gb|WP_085562395.1|ARO:3005192|CMY-148	CMY-148	3005192	sarg
gb|WP_111672906.1|ARO:3005193|CMY-163	CMY-163	3005193	sarg
gb|WP_088245213.1|ARO:3005194|CMY-154	CMY-154	3005194	sarg
gb|WP_070064537.1|ARO:3005195|CMY-142	CMY-142	3005195	sarg
gb|WP_065644637.1|ARO:3005196|CMY-141	CMY-141	3005196	sarg
gb|WP_063859763.1|ARO:3003132|CMY-124	CMY-124	3003132	sarg
gb|WP_075985684.1|ARO:3005197|CMY-145	CMY-145	3005197	sarg
gb|WP_063859757.1|ARO:3003130|CMY-122	CMY-122	3003130	sarg
gb|WP_096807446.1|ARO:3005198|CMY-157	CMY-157	3005198	sarg
gb|WP_168247875.1|ARO:3005199|CMY-171	CMY-171	3005199	sarg
gb|WP_094009802.1|ARO:3005200|CMY-155	CMY-155	3005200	sarg
gb|WP_063859917.1|ARO:3002109|CMY-96	CMY-96	3002109	sarg
gb|WP_122630863.1|ARO:3005207|SHV-205	SHV-205	3005207	sarg
gb|WP_122630876.1|ARO:3005208|SHV-222	SHV-222	3005208	sarg
gb|WP_088245226.1|ARO:3005209|SHV-198	SHV-198	3005209	sarg
gb|WP_068981648.1|ARO:3005210|SHV-195	SHV-195	3005210	sarg
gb|WP_122630838.1|ARO:3005211|SHV-201	SHV-201	3005211	sarg
gb|WP_122630867.1|ARO:3005212|SHV-212	SHV-212	3005212	sarg
gb|WP_109791212.1|ARO:3005213|SHV-204	SHV-204	3005213	sarg
gb|WP_072081993.1|ARO:3005214|SHV-197	SHV-197	3005214	sarg
gb|WP_122630871.1|ARO:3005215|SHV-216	SHV-216	3005215	sarg
gb|AIZ48988.1|ARO:3003129|CMY-121	CMY-121	3003129	sarg
gb|WP_101244938.1|ARO:3006340|ADC-168	ADC-168	3006340	sarg
gb|WP_001211212.1|ARO:3006341|ADC-169	ADC-169	3006341	sarg
gb|WP_102607458.1|ARO:3006342|ADC-170	ADC-170	3006342	sarg
gb|ARM19732.1|ARO:3005216|CMY-152	CMY-152	3005216	sarg
gb|AFZ85213.1|ARO:3002110|CMY-97	CMY-97	3002110	sarg
gb|ARE65229.1|ARO:3005217|CMY-151	CMY-151	3005217	sarg
gb|AKO62865.1|ARO:3003136|CMY-128	CMY-128	3003136	sarg
gb|AKO62866.1|ARO:3003137|CMY-129	CMY-129	3003137	sarg
gb|WP_080699425.1|ARO:3005260|TEM-229	TEM-229	3005260	sarg
gb|WP_104009854.1|ARO:3005261|TEM-230	TEM-230	3005261	sarg
gb|AKO62864.1|ARO:3003135|CMY-127	CMY-127	3003135	sarg
gb|CCK86742.1|ARO:3002102|CMY-89	CMY-89	3002102	sarg
gb|ARQ85812.1|ARO:3005218|CMY-153	CMY-153	3005218	sarg
gb|AKI06385.1|ARO:3003138|CMY-130	CMY-130	3003138	sarg
gb|WP_045328874.1|ARO:3006235|ACT-40	ACT-40	3006235	sarg
gb|APC23883.1|ARO:3005219|CMY-144	CMY-144	3005219	sarg
gb|ALM96710.1|ARO:3005220|CMY-138	CMY-138	3005220	sarg
gb|MBA2799562.1|ARO:3005221|mcr-3.41	mcr-3.41	3005221	sarg
gb|OPD39420.1|ARO:3005222|OXA-544	OXA-544	3005222	sarg
gb|WP_065419573.1|ARO:3005223|SHV-194	SHV-194	3005223	sarg
gb|WP_109232473.1|ARO:3005224|SHV-220	SHV-220	3005224	sarg
gb|WP_115196748.1|ARO:3005225|SHV-210	SHV-210	3005225	sarg
gb|WP_122630865.1|ARO:3005226|SHV-208	SHV-208	3005226	sarg
gb|WP_004143591.1|ARO:3005227|SHV-206	SHV-206	3005227	sarg
gb|WP_122630878.1|ARO:3005228|SHV-226	SHV-226	3005228	sarg
gb|WP_069280714.1|ARO:3005229|SHV-196	SHV-196	3005229	sarg
gb|WP_023341517.1|ARO:3005230|SHV-211	SHV-211	3005230	sarg
gb|WP_122630874.1|ARO:3005231|SHV-219	SHV-219	3005231	sarg
gb|WP_094009815.1|ARO:3005232|SHV-199	SHV-199	3005232	sarg
gb|WP_122630879.1|ARO:3005233|SHV-227	SHV-227	3005233	sarg
gb|WP_117241614.1|ARO:3005234|SHV-223	SHV-223	3005234	sarg
gb|WP_122630869.1|ARO:3005235|SHV-214	SHV-214	3005235	sarg
gb|WP_063864669.1|ARO:3005237|SHV-1b-b	SHV-1b-b	3005237	sarg
gb|WP_122630873.1|ARO:3005238|SHV-218	SHV-218	3005238	sarg
gb|WP_063864668.1|ARO:3005239|SHV-193	SHV-193	3005239	sarg
gb|WP_104159136.1|ARO:3005240|SHV-224	SHV-224	3005240	sarg
gb|WP_122630877.1|ARO:3005241|SHV-225	SHV-225	3005241	sarg
gb|WP_122630866.1|ARO:3005242|SHV-209	SHV-209	3005242	sarg
gb|WP_122630870.1|ARO:3005243|SHV-215	SHV-215	3005243	sarg
gb|AZK35803.1|ARO:3005244|ADC-181	ADC-181	3005244	sarg
gb|AZK35804.1|ARO:3005245|ADC-182	ADC-182	3005245	sarg
gb|AZK35805.1|ARO:3005246|ADC-183	ADC-183	3005246	sarg
gb|WP_122630880.1|ARO:3005247|SHV-228	SHV-228	3005247	sarg
gb|WP_096807447.1|ARO:3005248|SHV-200	SHV-200	3005248	sarg
gb|WP_099156054.1|ARO:3005249|SHV-203	SHV-203	3005249	sarg
gb|WP_122630872.1|ARO:3005250|SHV-217	SHV-217	3005250	sarg
gb|WP_122630868.1|ARO:3005251|SHV-213	SHV-213	3005251	sarg
gb|WP_122630875.1|ARO:3005252|SHV-221	SHV-221	3005252	sarg
gb|WP_122630839.1|ARO:3005253|SHV-202	SHV-202	3005253	sarg
gb|WP_109963600.1|ARO:3000877|TEM-5	TEM-5	3000877	sarg
gb|WP_031961878.1|ARO:3006343|ADC-171	ADC-171	3006343	sarg
gb|WP_032027415.1|ARO:3006344|ADC-172	ADC-172	3006344	sarg
gb|WP_102607453.1|ARO:3000881|TEM-9	TEM-9	3000881	sarg
gb|WP_165539487.1|ARO:3000901|TEM-31	TEM-31	3000901	sarg
gb|WP_052944427.1|ARO:3000902|TEM-32	TEM-32	3000902	sarg
gb|WP_063864910.1|ARO:3000905|TEM-35	TEM-35	3000905	sarg
gb|WP_075985685.1|ARO:3000906|TEM-36	TEM-36	3000906	sarg
gb|WP_159373457.1|ARO:3000907|TEM-37	TEM-37	3000907	sarg
gb|WP_148044474.1|ARO:3000909|TEM-39	TEM-39	3000909	sarg
gb|WP_032072208.1|ARO:3001387|TEM-210	TEM-210	3001387	sarg
gb|WP_063864901.1|ARO:3001389|TEM-212	TEM-212	3001389	sarg
gb|WP_063864908.1|ARO:3005255|TEM-224	TEM-224	3005255	sarg
gb|WP_075985686.1|ARO:3005256|TEM-225	TEM-225	3005256	sarg
gb|WP_085562398.1|ARO:3005257|TEM-226	TEM-226	3005257	sarg
gb|WP_109791210.1|ARO:3005265|TEM-234	TEM-234	3005265	sarg
gb|WP_110174956.1|ARO:3005266|TEM-235	TEM-235	3005266	sarg
gb|WP_116786831.1|ARO:3005267|TEM-236	TEM-236	3005267	sarg
gb|WP_122630841.1|ARO:3005268|TEM-237	TEM-237	3005268	sarg
gb|WP_131419583.1|ARO:3005269|TEM-238	TEM-238	3005269	sarg
gb|WP_150823495.1|ARO:3005270|TEM-240	TEM-240	3005270	sarg
gb|WP_148044472.1|ARO:3005271|TEM-241	TEM-241	3005271	sarg
gb|WP_148044473.1|ARO:3005272|TEM-242	TEM-242	3005272	sarg
gb|WP_197749416.1|ARO:3005273|TEM-243	TEM-243	3005273	sarg
gb|WP_058169941.1|ARO:3005274|PDC-225	PDC-225	3005274	sarg
gb|WP_168247897.1|ARO:3005282|PDC-413	PDC-413	3005282	sarg
gb|WP_109791198.1|ARO:3005284|PDC-264	PDC-264	3005284	sarg
gb|WP_087587966.1|ARO:3005285|PDC-201	PDC-201	3005285	sarg
gb|WP_148044438.1|ARO:3005286|PDC-346	PDC-346	3005286	sarg
gb|WP_073669325.1|ARO:3005287|PDC-285	PDC-285	3005287	sarg
gb|WP_148044429.1|ARO:3005288|PDC-337	PDC-337	3005288	sarg
gb|WP_088245217.1|ARO:3005289|PDC-212	PDC-212	3005289	sarg
gb|WP_148044444.1|ARO:3005290|PDC-352	PDC-352	3005290	sarg
gb|WP_197749413.1|ARO:3005291|PDC-464	PDC-464	3005291	sarg
gb|WP_023874922.1|ARO:3005292|PDC-19b	PDC-19b	3005292	sarg
gb|WP_148044466.1|ARO:3005293|PDC-380	PDC-380	3005293	sarg
gb|WP_197749410.1|ARO:3005294|PDC-461	PDC-461	3005294	sarg
gb|WP_003132320.1|ARO:3005295|PDC-19a	PDC-19a	3005295	sarg
gb|WP_109791204.1|ARO:3005296|PDC-272	PDC-272	3005296	sarg
gb|WP_109791189.1|ARO:3005297|PDC-255	PDC-255	3005297	sarg
gb|WP_111672905.1|ARO:3005298|PDC-293	PDC-293	3005298	sarg
gb|WP_087587954.1|ARO:3005299|PDC-183	PDC-183	3005299	sarg
gb|WP_058161279.1|ARO:3005300|PDC-207	PDC-207	3005300	sarg
gb|WP_116786838.1|ARO:3005301|PDC-306	PDC-306	3005301	sarg
gb|WP_148044462.1|ARO:3005302|PDC-376	PDC-376	3005302	sarg
gb|WP_031687354.1|ARO:3005303|PDC-117	PDC-117	3005303	sarg
gb|WP_104009860.1|ARO:3005304|PDC-231	PDC-231	3005304	sarg
gb|WP_058129018.1|ARO:3005305|PDC-104	PDC-104	3005305	sarg
gb|WP_099982812.1|ARO:3005306|PDC-173	PDC-173	3005306	sarg
gb|WP_111672904.1|ARO:3005307|PDC-292	PDC-292	3005307	sarg
gb|WP_164461297.1|ARO:3005308|PDC-393	PDC-393	3005308	sarg
gb|WP_058128316.1|ARO:3005309|PDC-119	PDC-119	3005309	sarg
gb|WP_122630851.1|ARO:3005310|PDC-313	PDC-313	3005310	sarg
gb|WP_109791191.1|ARO:3005311|PDC-257	PDC-257	3005311	sarg
gb|WP_179284370.1|ARO:3005312|PDC-429	PDC-429	3005312	sarg
gb|WP_179284386.1|ARO:3005313|PDC-449	PDC-449	3005313	sarg
gb|AHN60085.1|ARO:3005314|OXA-540	OXA-540	3005314	sarg
gb|WP_122634438.1|ARO:3005315|OXA-779	OXA-779	3005315	sarg
gb|QEJ74001.1|ARO:3005316|OXA-838	OXA-838	3005316	sarg
gb|WP_071593233.1|ARO:3005317|OXA-539	OXA-539	3005317	sarg
gb|OPD39435.1|ARO:3005318|OXA-543	OXA-543	3005318	sarg
gb|WP_122630881.1|ARO:3005319|OXA-681	OXA-681	3005319	sarg
gb|WP_122630856.1|ARO:3005320|OXA-737	OXA-737	3005320	sarg
gb|CAQ77073.1|ARO:3005321|OXA-541	OXA-541	3005321	sarg
gb|WP_148044422.1|ARO:3005322|OXA-835	OXA-835	3005322	sarg
gb|WP_114268491.1|ARO:3005323|OXA-926	OXA-926	3005323	sarg
gb|AYR04937.1|ARO:3005371|KPC-39	KPC-39	3005371	sarg
gb|WP_102607462.1|ARO:3005324|OXA-570	OXA-570	3005324	sarg
gb|WP_064808881.1|ARO:3005325|OXA-573	OXA-573	3005325	sarg
gb|WP_102607463.1|ARO:3005326|OXA-571	OXA-571	3005326	sarg
gb|WP_023271137.1|ARO:3005327|OXA-672	OXA-672	3005327	sarg
gb|WP_081401608.1|ARO:3005328|OXA-671	OXA-671	3005328	sarg
gb|WP_016162389.1|ARO:3005329|OXA-673	OXA-673	3005329	sarg
gb|WP_190259776.1|ARO:3005330|OXA-931	OXA-931	3005330	sarg
gb|WP_151781119.1|ARO:3005331|OXA-930	OXA-930	3005331	sarg
gb|WP_150823453.1|ARO:3006367|ADC-198	ADC-198	3006367	sarg
gb|WP_114166683.1|ARO:3006368|ADC-199	ADC-199	3006368	sarg
gb|WP_100886243.1|ARO:3005332|OXA-895	OXA-895	3005332	sarg
gb|WP_109545072.1|ARO:3005333|OXA-641	OXA-641	3005333	sarg
gb|WP_045475347.1|ARO:3005334|DfrA42_TMP	Trimethoprim-resistant dihydrofolate reductase DfrA42	3005334	sarg
gb|WP_064483990.1|ARO:3005335|OXA-496	OXA-496	3005335	sarg
gb|WP_168370988.1|ARO:3005336|OXA-915	OXA-915	3005336	sarg
gb|WP_140423316.1|ARO:3005338|OXA-648	OXA-648	3005338	sarg
gb|WP_039902635.1|ARO:3005339|OXA-646	OXA-646	3005339	sarg
gb|WP_109545071.1|ARO:3005340|OXA-649	OXA-649	3005340	sarg
gb|WP_164461290.1|ARO:3005341|OXA-897	OXA-897	3005341	sarg
gb|WP_087554513.1|ARO:3005342|OXA-653	OXA-653	3005342	sarg
gb|WP_063864112.1|ARO:3005343|OXA-499	OXA-499	3005343	sarg
gb|WP_140423318.1|ARO:3005344|OXA-825	OXA-825	3005344	sarg
gb|WP_188331861.1|ARO:3005345|DfrA43_TMP	Trimethoprim-resistant dihydrofolate reductase DfrA43	3005345	sarg
gb|WP_058652112.1|ARO:3005346|DfrA34	DfrA34	3005346	sarg
gb|WP_132586462.1|ARO:3005347|DfrA37	DfrA37	3005347	sarg
gb|WP_000949574.1|ARO:3005348|DfrA36	DfrA36	3005348	sarg
gb|WP_197749399.1|ARO:3005349|DfrA38	DfrA38	3005349	sarg
gb|WP_071846200.1|ARO:3005350|DfrB9	DfrB9	3005350	sarg
gb|WP_149100971.1|ARO:3005351|DfrA39	DfrA39	3005351	sarg
gb|CAF31623.1|ARO:3005354|dfr22	dfr22	3005354	sarg
