Original ID	Gene Name in CARD	ARO	Database
1001048721|WP_061193431.1|1|1|blaPDC-298|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-298	PDC-298	3006668	ncbi
1001056857|WP_061196139.1|1|1|blaPDC-97|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-97	PDC-97	3006850	ncbi
1001067679|WP_061199990.1|1|1|blaPDC-184|blaPDC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_PDC-184	PDC-184	3006563	ncbi
100173067|ABF69117.1|1|1|epsilon-7|epsilon-7||1|XI|INTIMIN|intimin_type_xi	mecA	3000617	ncbi
1001733947|WP_061284984.1|1|1|blaKLUC-1|blaKLUC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_KLUC-1	KLUC-1	3006927	ncbi
1001891729|WP_061345584.1|1|1|cml_Ochro|cml_Ochro|efflux|2|CHLORAMPHENICOL|PHENICOL|Cml_family_chloramphenicol_efflux_MFS_transporter	cmlA9	3005043	ncbi
1002390465|WP_061377147.1|1|1|fosA7.6|fosA7_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA7.6	FosA7	3004113	ncbi
1004662893|WP_061547590.1|1|1|blaCMY-84|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-84	CMY-84	3002097	ncbi
1005295249|WP_061586512.1|1|1|qnrE1|qnrE||2|QUINOLONE|QUINOLONE|quinolone_resistance_pentapeptide_repeat_protein_QnrE1	qnrE1	3004636	ncbi
1005563843|WP_061659705.1|1|1|blaTEM-95|blaTEM|hydrolase|2|BETA-LACTAM|BETA-LACTAM|broad-spectrum_class_A_beta-lactamase_TEM-95	TEM-95	3000962	ncbi
1005757004|WP_061710074.1|1|1|blaRAA-1|blaRAA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_beta-lactamase_RAA-1	CGA-1	3004766	ncbi
1011934720|WP_062743204.1|1|1|blaERP-1|blaERP|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_A_beta-lactamase_ERP-1	ERP-1	3004782	ncbi
1011965783|WP_062771895.1|1|1|blaDHA-22|blaDHA|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_DHA-22	DHA-22	3002153	ncbi
1014394093|KYU89760.1|1|1|subB|subB||1|||subtilase_AB5_cytotoxin_subunit_B	OXA-280	3001735	ncbi
1015496436|KYZ65872.1|1|1|arsN1a|arsN1a||1|ARSENIC|ARSENIC|arsinothricin_resistance_N-acetyltransferase_ArsN1_family_A	AAC(6')-I30	3002588	ncbi
1016519580|WP_063099318.1|1|1|blaADC-151|blaADC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_ADC-151	ADC-151	3006325	ncbi
1016534988|WP_063108644.1|1|1|blaCTX-M-140|blaCTX-M|hydrolase|2|||extended-spectrum_class_A_beta-lactamase_CTX-M-140	CTX-M-140	3001998	ncbi
1016879253|WP_063131934.1|1|1|blaOXA-163|blaOXA-48_fam|hydrolase|2|CARBAPENEM|BETA-LACTAM|OXA-48_family_extended-spectrum_class_D_beta-lactamase_OXA-163	OXA-163	3001783	ncbi
1016936072|WP_063138000.1|1|1|blaACT-14|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-14	ACT-14	3001836	ncbi
1016945748|WP_063147148.1|1|1|blaACT-67|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-67	ACT-67	3006262	ncbi
1016956853|WP_063157039.1|1|1|blaACT-109|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-109	ACT-12	3001834	ncbi
1020271597|WP_063266839.1|1|1|blaLEN-25|blaLEN|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_A_beta-lactamase_LEN-25	LEN-25	3002479	ncbi
1020306411|WP_063277905.1|1|1|fosA8|fosA8_fam|thiol_transferase|2|FOSFOMYCIN|FOSFOMYCIN|fosfomycin_resistance_glutathione_transferase_FosA8	FosA8	3007371	ncbi
1022648640|WP_063406924.1|1|1|ampC_Kaer|ampC_Kaer|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|CMY2-MIR-ACT-EC_family_cephalosporin-hydrolyzing_class_C_beta-lactamase	CMY-132	3003652	ncbi
1022660303|WP_063417273.1|1|1|blaMIR-15|blaMIR|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_MIR-15	MIR-15	3002180	ncbi
1022678466|WP_063434356.1|1|1|blaACT-95|blaACT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase_ACT-95	ACT-28	3001848	ncbi
1022944076|WP_063454569.1|1|1|blaOXA-498|blaOXA-211_fam|hydrolase|2|||OXA-211_family_carbapenem-hydrolyzing_class_D_beta-lactamase_OXA-498	OXA-498	3005729	ncbi
1024365516|WP_063501636.1|1|1|oqxB29|oqxB|efflux|2|PHENICOL/QUINOLONE|PHENICOL/QUINOLONE|multidrug_efflux_RND_transporter_permease_subunit_OqxB29	oqxB	3003923	ncbi
1025734636|WP_063553425.1|1|1|blaCMY-38|blaCMY|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|class_C_beta-lactamase_CMY-38	CMY-38	3002049	ncbi
1025776103|CZR78671.1|1|1|vanT-Cd|vanT-Cd|re-structuring_of_the_cell_wall|1|VANCOMYCIN|GLYCOPEPTIDE|membrane-bound_serine_racemase_VanT-Cd	vanT gene in vanG cluster	3002972	ncbi
1025836204|WP_063569909.1|1|1|blaOXA-258|blaOXA-PR|hydrolase|2|BETA-LACTAM|BETA-LACTAM|class_D_beta-lactamase_OXA-258	OXA-258	3001503	ncbi
1027667609|WP_063610930.1|1|1|blaEC-15|blaEC|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|extended-spectrum_class_C_beta-lactamase_EC-15	EC-15	3006876	ncbi
1027670681|WP_063612062.1|1|1|aac(6')-Ib-AKT|aac(6')-Ib-AKT|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib3	3002576	ncbi
1027912433|WP_063796790.1|1|1|erm(Z)|erm(Z)|target_modification|2|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN|23S_rRNA_(adenine(2058)-N(6))-methyltransferase_Erm(Z)	ermZ	3004605	ncbi
1028074075|WP_063838852.1|1|2|aac(3)-Ib|aac(3)-Ib|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(3)-Ib/aminoglycoside_N-acetyltransferase_AAC(6')-Ib''	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein	3002600	ncbi
1028074075|WP_063838852.1|2|2|aac(6')-Ib''|aac(6')-Ib''|acetyltransferase|2|KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(3)-Ib/aminoglycoside_N-acetyltransferase_AAC(6')-Ib''	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein	3002600	ncbi
1028074076|WP_063838853.1|1|2|aac(6')-30|aac(6')-30|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-30/aminoglycoside_N-acetyltransferase_AAC(6')-Ib'	AAC(6')-30/AAC(6')-Ib' bifunctional protein	3002599	ncbi
1028074076|WP_063838853.1|2|2|aac(6')-Ib'|aac(6')-Ib'|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-30/aminoglycoside_N-acetyltransferase_AAC(6')-Ib'	AAC(6')-30/AAC(6')-Ib' bifunctional protein	3002599	ncbi
1028078994|WP_063839875.1|1|2|ant(3'')-Ij|ant(3'')-Ij|nucleotidyltransferase|2|SPECTINOMYCIN/STREPTOMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	aadA16	3002616	ncbi
1028078994|WP_063839875.1|2|2|aac(6')-Ib-G|aac(6')-Ib-G|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ij/aminoglycoside_N-acetyltransferase_AAC(6')-Ib	aadA16	3002616	ncbi
1028078996|WP_063839877.1|1|2|blaOXA-PR|blaOXA-PR|hydrolase|2|BETA-LACTAM|BETA-LACTAM|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	LRA-13	3002484	ncbi
1028078996|WP_063839877.1|2|2|blaLRA-13|blaLRA-13|hydrolase|2|BETA-LACTAM|BETA-LACTAM|bifunctional_class_C_beta-lactamase/class_D_beta-lactamase_fusion_protein_LRA-13	LRA-13	3002484	ncbi
1028078997|WP_063839878.1|1|2|ant(3'')-Ih|ant(3'')-Ih|nucleotidyltransferase|2|SPECTINOMYCIN/STREPTOMYCIN|AMINOGLYCOSIDE|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	ANT(3'')-II-AAC(6')-IId bifunctional protein	3002598	ncbi
1028078997|WP_063839878.1|2|2|aac(6')-IId|aac(6')-IId|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|bifunctional_aminoglycoside_nucleotidyltransferase_ANT(3'')-Ih/aminoglycoside_N-acetyltransferase_AAC(6')-Iid	ANT(3'')-II-AAC(6')-IId bifunctional protein	3002598	ncbi
1028078998|WP_063839879.1|1|1|BcII|BcII|hydrolase|2|CARBAPENEM|BETA-LACTAM|BcII_family_subclass_B1_metallo-beta-lactamase	BcII	3002878	ncbi
1028078999|WP_063839880.1|1|1|BcII|BcII|hydrolase|2|CARBAPENEM|BETA-LACTAM|BcII_family_subclass_B1_metallo-beta-lactamase	Bla2	3004189	ncbi
1028079000|WP_063839881.1|1|1|aac(2')-IIa|aac(2')-IIa|acetyltransferase|2|KASUGAMYCIN|AMINOGLYCOSIDE|kasugamycin_N-acetyltransferase_AAC(2')-IIa	AAC(2')-IIa	3004628	ncbi
1028080873|WP_063840256.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	AAC(3)-Ia	3002528	ncbi
1028080874|WP_063840257.1|1|1|aac(3)-Ia|aac(3)-Ia|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-Ia	AAC(3)-Ia	3002528	ncbi
1028080875|WP_063840258.1|1|1|aac(3)-Ia|aac(3)-Ia|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-Ia	AAC(3)-Ia	3002528	ncbi
1028080876|WP_063840259.1|1|1|aac(3)-Ia|aac(3)-Ia|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-Ia	AAC(3)-Ia	3002528	ncbi
1028080877|WP_063840260.1|1|1|aac(3)-I|aac(3)-I|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|AAC(3)-I_family_aminoglycoside_3-N-acetyltransferase	AAC(3)-Id	3002529	ncbi
1028080878|WP_063840261.1|1|1|aac(3)-IIIa|aac(3)-IIIa|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIIa	AAC(3)-IIIa	3002536	ncbi
1028080880|WP_063840263.1|1|1|aac(3)-IIIc|aac(3)-IIIc|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIIc	AAC(3)-IIIc	3002538	ncbi
1028080881|WP_063840264.1|1|1|aac(3)-IIa|aac(3)-IIa|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIa	AAC(3)-IIa	3002533	ncbi
1028080882|WP_063840265.1|1|1|aac(3)-IId|aac(3)-IId|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IId	AAC(3)-IId	3004623	ncbi
1028080883|WP_063840266.1|1|1|aac(3)-IIc|aac(3)-IIc|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIc	AAC(3)-IIc	3002535	ncbi
1028080884|WP_063840267.1|1|1|aac(3)-IIe|aac(3)-IIe|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IIe	AAC(3)-IIe	3004621	ncbi
1028080886|WP_063840269.1|1|1|aac(3)-IXa|aac(3)-IXa|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-IXa	AAC(3)-IXa	3002543	ncbi
1028080887|WP_063840270.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	AAC(3)-VIIIa	3002542	ncbi
1028080888|WP_063840271.1|1|1|aac(3)-VIII|aac(3)-VIII|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-VIII	AAC(3)-VIIIa	3002542	ncbi
1028080889|WP_063840272.1|1|1|aac(3)-VIIa|aac(3)-VIIa|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-VIIa	AAC(3)-VIIa	3002541	ncbi
1028080890|WP_063840273.1|1|1|aac(3)-VIa|aac(3)-VIa|acetyltransferase|2|GENTAMICIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(3)-VIa	AAC(3)-VIa	3002540	ncbi
1028080891|WP_063840274.1|1|1|aac(6')-I30|aac(6')_Ia_fam|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6'-N-acetyltransferase_AAC(6')-I30	AAC(6')-I30	3002588	ncbi
1028080892|WP_063840275.1|1|1|aacA40|aacA40|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6'-N-acetyltransferase_AacA40	AAC(6')-IIa	3002594	ncbi
1028080893|WP_063840276.1|1|1|aac(6')-IIb|aac(6')-II|acetyltransferase|2|GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-IIb	AAC(6')-IIb	3002595	ncbi
1028080894|WP_063840277.1|1|1|aac(6')-Iad|aac(6')-Iad|acetyltransferase|2|AMIKACIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Iad	AAC(6')-Iad	3002572	ncbi
1028080895|WP_063840278.1|1|1|aac(6')-Iaf|aac(6')_Ia_fam|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iaf	AAC(6')-Iaf	3002574	ncbi
1028080896|WP_063840279.1|1|1|aac(6')-Iai|aac(6')_Ia_fam|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Iai	AAC(6')-Iai	3002575	ncbi
1028080897|WP_063840280.1|1|1|aac(6')-Ib-AKT|aac(6')-Ib-AKT|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib'	3003676	ncbi
1028080898|WP_063840281.1|1|1|aac(6')-Ib-AKT|aac(6')-Ib-AKT|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib3	3002576	ncbi
1028080899|WP_063840282.1|1|1|aac(6')-Ib-K|aac(6')-Ib-K|acetyltransferase|2|KANAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib'	3003676	ncbi
1028080900|WP_063840283.1|1|1|aac(6')-Ib-AKT|aac(6')-Ib-AKT|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib'	3003676	ncbi
1028080936|WP_063840319.1|1|1|aac(6')-Ib-AKT|aac(6')-Ib-AKT|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase	AAC(6')-Ib'	3003676	ncbi
1028080937|WP_063840320.1|1|1|aac(6')-Ib-cr6|aac(6')-Ib-cr|acetyltransferase|2|AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr6	AAC(6')-Ib-cr6	3005116	ncbi
1028080938|WP_063840321.1|1|1|aac(6')-Ib-cr5|aac(6')-Ib-cr|acetyltransferase|2|AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN|AMINOGLYCOSIDE/QUINOLONE|fluoroquinolone-acetylating_aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ib-cr5	AAC(6')-Ib-cr5	3005115	ncbi
1028080940|WP_063840323.1|1|1|aac(6')-Ik|aac(6')_Acine|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Ik	AAC(6')-Ik	3002558	ncbi
1028080941|WP_063840324.1|1|1|aac(6')-Il|aac(6')-Il|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Il	AAC(6')-Il	3004635	ncbi
1028080942|WP_063840325.1|1|1|aac(6')-Il|aac(6')-Il|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Il	AAC(6')-Il	3004635	ncbi
1028080944|WP_063840327.1|1|1|aac(6')-Ir|aac(6')_Acine|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Ir	AAC(6')-Ir	3002561	ncbi
1028080945|WP_063840328.1|1|1|aac(6')-Is|aac(6')_Acine|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Is	AAC(6')-Is	3002562	ncbi
1028080946|WP_063840329.1|1|1|aac(6')-It|aac(6')_Acine|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-It	AAC(6')-It	3002564	ncbi
1028080947|WP_063840330.1|1|1|aac(6')-Ix|aac(6')_Acine|acetyltransferase|2|AMIKACIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_N-acetyltransferase_AAC(6')-Ix	AAC(6')-Ix	3002568	ncbi
1028080949|WP_063840332.1|1|1|aacA37|aacA37|acetyltransferase|2|AMINOGLYCOSIDE|AMINOGLYCOSIDE|aminoglycoside_6'-N-acetyltransferase_AacA37	AAC(6')-29b	3002584	ncbi
1028081032|WP_063840415.1|1|1|aadA11|aadA11|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA11	aadA11	3002611	ncbi
1028081033|WP_063840416.1|1|1|aadA17|ant(3'')-Ia|nucleotidyltransferase|2|SPECTINOMYCIN/STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA17	aadA17	3002617	ncbi
1028081052|WP_063840435.1|1|1|aadA21|aadA21|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	aadA21	3002618	ncbi
1028081053|WP_063840436.1|1|1|aadA21|aadA21|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA21	aadA25	3003197	ncbi
1028081058|WP_063840441.1|1|1|aadA3|aadA3|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	aadA3	3002603	ncbi
1028081059|WP_063840442.1|1|1|aadA3|aadA3|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA3	aadA3	3002603	ncbi
1028081060|WP_063840443.1|1|1|aadA4|aadA4|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	aadA4	3002604	ncbi
1028081061|WP_063840444.1|1|1|aadA4|aadA4|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA4	aadA4	3002604	ncbi
1028081071|WP_063840454.1|1|1|aadA6|aadA6|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA6	aadA6	3002606	ncbi
1028081072|WP_063840455.1|1|1|aadA7|aadA7|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	aadA7	3002607	ncbi
1028081073|WP_063840456.1|1|1|aadA7|aadA7|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA7	aadA7	3002607	ncbi
1028081074|WP_063840457.1|1|1|aadA8|aadA8|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA8	aadA8	3002608	ncbi
1028081075|WP_063840458.1|1|1|aadA9|aadA9|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA9	aadA9	3002609	ncbi
1028081076|WP_063840459.1|1|1|aadA9|aadA9|nucleotidyltransferase|2|STREPTOMYCIN|AMINOGLYCOSIDE|ANT(3'')-Ia_family_aminoglycoside_nucleotidyltransferase_AadA9	aadA9	3002609	ncbi
1028081077|WP_063840460.1|1|1|ant(4')-Ia|ant(4')-Ia|nucleotidyltransferase|2|KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-nucleotidyltransferase_ANT(4')-Ia	ANT(4')-Ia	3002623	ncbi
1028081078|WP_063840461.1|1|1|ant(4')-Ia|ant(4')-Ia|nucleotidyltransferase|2|KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_O-nucleotidyltransferase_ANT(4')-Ia	ANT(4')-Ia	3002623	ncbi
1028081080|WP_063840463.1|1|1|ampC_Asob-1|blaCMY-FOX|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|FOX/MOX_family_cephalosporin-hydrolyzing_class_C_beta-lactamase	TRU-1	3004450	ncbi
1028081082|WP_063840465.1|1|1|blaSRT|blaSRT|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|SRT/SST_family_class_C_beta-lactamase	SRT-2	3002494	ncbi
1028081083|WP_063840466.1|1|1|ampC_Sliq-1|ampC_Sliq|hydrolase|2|CEPHALOSPORIN|BETA-LACTAM|cephalosporin-hydrolyzing_class_C_beta-lactamase	SRT-3	3006853	ncbi
1028081124|WP_063840507.1|1|1|ant(2'')-Ia|ant(2'')-Ia|nucleotidyltransferase|2|GENTAMICIN/KANAMYCIN/TOBRAMYCIN|AMINOGLYCOSIDE|aminoglycoside_nucleotidyltransferase_ANT(2'')-Ia	ANT(2'')-Ia	3000230	ncbi
