Original ID	Gene Name in CARD	ARO	Cut_Off	Database
card~~~AAC(3)-IV~~~DQ241380.1:0-777~~~aminoglycoside AAC(3)-IV is a plasmid-encoded aminoglycoside acetyltransferase in E. coli, C. jejuni and P. stutzeri	AAC(3)-IVa	3002539	Strict	abricate_card
card~~~AAC(3)-IXa~~~M55427:273-1119~~~aminoglycoside AAC(3)-IXa is a chromosomal-encoded aminoglycoside acetyltransferase in Micromonospora chalcea	AAC(3)-IXa	3002543	Perfect	abricate_card
card~~~AAC(3)-Ia~~~U12338:5055-5520~~~aminoglycoside AAC(3)-Ia is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in S. marcescens, E. coli, Acinetobacter baumannii, Klebsiella pneumoniae, Klebsiella oxytoca, P. aeruginosa, Salmonella typhimurium and Proteus mirabilis	AAC(3)-Ia	3002528	Perfect	abricate_card
card~~~AAC(3)-Ib/AAC(6')-Ib''~~~AF355189:1434-2439~~~aminoglycoside AAC(3)-Ib/AAC(6')-Ib'' is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(3)-Ib/AAC(6')-Ib3 bifunctional protein	3002600	Perfect	abricate_card
card~~~AAC(3)-Ib~~~L06157:554-1085~~~aminoglycoside AAC(3)-Ib is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(3)-Ib	3002530	Perfect	abricate_card
card~~~AAC(3)-Ic~~~AJ511268:1294-1765~~~aminoglycoside AAC(3)-Ic is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(3)-Ic	3002531	Perfect	abricate_card
card~~~AAC(3)-Id~~~AY458224:706-1183~~~aminoglycoside AAC(3)-Id is an aminoglycoside acetyltransferase encoded by genomic islands and integrons in S. enterica, P. mirabilis and Vibrio fluvialis	AAC(3)-Id	3002529	Strict	abricate_card
card~~~AAC(3)-VIIIa~~~M55426:465-1326~~~aminoglycoside AAC(3)-VIIIa is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces fradiae	AAC(3)-VIIIa	3002542	Strict	abricate_card
card~~~AAC(3)-VIIa~~~M22999:492-1359~~~aminoglycoside AAC(3)-VIIa is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces rimosus	AAC(3)-VIIa	3002541	Perfect	abricate_card
card~~~AAC(3)-VIa~~~M88012:192-1092~~~aminoglycoside AAC(3)-VIa is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae, S. enterica and E. coli	AAC(3)-VIa	3002540	Perfect	abricate_card
card~~~AAC(3)-Xa~~~AB028210.1:3565-2710~~~aminoglycoside AAC(3)-Xa is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces griseus	AAC(3)-Xa	3002544	Perfect	abricate_card
card~~~AAC(6')-29a~~~NG_048575.1:100-502~~~aminoglycoside AAC(6')-29a is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-29a	3002583	Strict	abricate_card
card~~~AAC(6')-29b~~~NG_048576.1:100-502~~~aminoglycoside AAC(6')-29b is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-29b	3002584	Strict	abricate_card
card~~~AAC(6')-30/AAC(6')-Ib'_fusion_protein~~~AJ584652:1926-2913~~~aminoglycoside AAC(6')-30/AAC(6')-Ib' is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-30/AAC(6')-Ib' bifunctional protein	3002599	Perfect	abricate_card
card~~~AAC(6')-31~~~AM283489:2655-3174~~~aminoglycoside AAC(6')-31 is an integron-encoded aminoglycoside acetyltransferase in Pseudomonas putida, A. baumannii and K. pneumoniae	AAC(6')-31	3002585	Perfect	abricate_card
card~~~AAC(6')-32~~~EF614235:2246-2801~~~aminoglycoside AAC(6')-32 is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa	AAC(6')-32	3002586	Perfect	abricate_card
card~~~AAC(6')-33~~~JN596280:1202-1757~~~aminoglycoside AAC(6')-33 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-I33	3002587	Perfect	abricate_card
card~~~AAC(6')-34~~~KX531053.1:0-594~~~aminoglycoside AAC(6')-34 is an aminoglycoside 6'-phosphotransferase found in Paenibacillus sp. LC231, a strain of Paenibacillus from Lechuguilla Cave, NM, USA. Confers resistance to aminoglycoside antibiotics. Described by Pawlowski et al. 2016	AAC(6')-34	3003989	Perfect	abricate_card
card~~~AAC(6')-I30~~~AY289608:1523-2078~~~aminoglycoside AAC(6')-I30 is an integron-encoded aminoglycoside acetyltransferase in S. enterica	AAC(6')-I30	3002588	Perfect	abricate_card
card~~~AAC(6')-IIa~~~AY123251:2950-3505~~~aminoglycoside AAC(6')-IIa is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa and S. enterica	AAC(6')-IIa	3002594	Perfect	abricate_card
card~~~AAC(6')-IIb~~~L06163:531-1074~~~aminoglycoside AAC(6')-IIb is an integron-encoded aminoglycoside acetyltransferase in P. fluorescens	AAC(6')-IIb	3002595	Perfect	abricate_card
card~~~AAC(6')-IIc~~~AF162771:61-643~~~aminoglycoside AAC(6')-IIc is an aminoglycoside acetyltransferase encoded by plasmids and integrons in E. cloacae	AAC(6')-IIc	3002596	Perfect	abricate_card
card~~~AAC(6')-Iaa~~~AE006468.2:1707351-1707789~~~aminoglycoside AAC(6')-Iaa is a chromosomal-encoded aminoglycoside acetyltransferase in S. typhimurium	AAC(6')-Iaa	3002571	Perfect	abricate_card
card~~~AAC(6')-Iad~~~AB119105:0-435~~~aminoglycoside AAC(6')-Iad is a plasmid-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 3	AAC(6')-Iad	3002572	Perfect	abricate_card
card~~~AAC(6')-Iae~~~AB104852:1934-2486~~~aminoglycoside AAC(6')-Iae is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa and S. enterica	AAC(6')-Iae	3002573	Perfect	abricate_card
card~~~AAC(6')-Iaf~~~AB462903:1199-1751~~~aminoglycoside AAC(6')-Iaf is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa	AAC(6')-Iaf	3002574	Strict	abricate_card
card~~~AAC(6')-Iag~~~AB472901.2:1185-1689~~~aminoglycoside AAC(6')-Iag is an aminoglycoside acetyltransferase encoded by integrons in Pseudomonas aeruginosa	AAC(6')-I-48	3004638	Perfect	abricate_card
card~~~AAC(6')-Iai~~~EU886977:543-1110~~~aminoglycoside AAC(6')-Iai is an aminoglycoside acetyltransferase encoded by plasmids and integrons in P. aeruginosa	AAC(6')-Iai	3002575	Perfect	abricate_card
card~~~AAC(6')-Iaj~~~AB709942:1194-1749~~~aminoglycoside AAC(6')-Iaj is a functional acetyltransferase that modifies the amino groups at the 6' positions of aminoglycosides and contributes to aminoglycoside resistance of P. aeruginosa	AAC(6')-Iaj	3003677	Perfect	abricate_card
card~~~AAC(6')-Iak~~~AB894482.1:35500-35038~~~aminoglycoside AAC(6')-Iak is a 6'-N-aminoglycoside acetyltransferase-encoding gene isolated from a multidrug-resistant clinical isolate of Stenotrophomonas maltophilia	AAC(6')-Iak	3003199	Strict	abricate_card
card~~~AAC(6')-Ian~~~AP014611:26690-26117~~~aminoglycoside AAC(6')-Ian is an amikacin acetyltransferase gene found on a transferable plasmid of the Serratia marcescens strain NUBL-11663. It catalyzes the transfer of an acetyl group from acetyl coenzyme A onto an amine at the 6'-position of various aminoglycosides	AAC(6')-Ian	3003200	Perfect	abricate_card
card~~~AAC(6')-Ia~~~M18967:756-1314~~~aminoglycoside AAC(6')-Ia is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in Citrobacter diversus, E. coli, K. pneumoniae, Shigella sonnei, and P. aeruginosa	AAC(6')-Ia	3002545	Perfect	abricate_card
card~~~AAC(6')-Ib'~~~AY660529.1:121-676~~~aminoglycoside AAC(6')-Ib' is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in P. aeruginosa and P. fluorescens	AAC(6')-Ib'	3003676	Strict	abricate_card
card~~~AAC(6')-Ib-Hangzhou~~~FJ503047:0-519~~~aminoglycoside AAC(6')-Ib-Hangzhou is an aminoglycoside acetyltransferase in A. baumannii	AAC(6')-Ib-Hangzhou	3002592	Perfect	abricate_card
card~~~AAC(6')-Ib-SK~~~AB164230:35-566~~~aminoglycoside AAC(6')-Ib-SK is a chromosomal-encoded aminoglycoside acetyltransferase in Streptomyces kanamyceticus	AAC(6')-Ib-SK	3002593	Perfect	abricate_card
card~~~AAC(6')-Ib-Suzhou~~~EU085533:0-519~~~aminoglycoside AAC(6')-Ib-Suzhou is an aminoglycoside acetyltransferase in E. cloacae and K. pneumoniae	AAC(6')-Ib-Suzhou	3002591	Perfect	abricate_card
card~~~AAC(6')-Ib-cr~~~DQ303918:0-600~~~aminoglycoside;fluoroquinolone AAC(6')-Ib-cr is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in Enterobacteriaceae. The aac(6')-Ib-cr variant gene can induce resistance against aminoglycoside and fluoroquinolone simultaneously	AAC(6')-Ib10	3002581	Strict	abricate_card
card~~~AAC(6')-Ib10~~~U59183:247-859~~~aminoglycoside AAC(6')-Ib10 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-Ib10	3002581	Perfect	abricate_card
card~~~AAC(6')-Ib11~~~AY136758:377-947~~~aminoglycoside AAC(6')-Ib11 is an integron-encoded aminoglycoside acetyltransferase in S. enterica	AAC(6')-Ib11	3002582	Perfect	abricate_card
card~~~AAC(6')-Ib3~~~FJ854362:1702-2257~~~aminoglycoside AAC(6')-Ib3 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-Ib10	3002581	Strict	abricate_card
card~~~AAC(6')-Ib4~~~AF445082:2788-3343~~~aminoglycoside AAC(6')-Ib4 is an aminoglycoside acetyltransferase in Serratia spp	AAC(6')-Ib9	3002580	Strict	abricate_card
card~~~AAC(6')-Ib7~~~KR091911.1:75350-74564~~~aminoglycoside AAC(6')-Ib7 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae and C. freundii	AAC(6')-Ib7	3002578	Perfect	abricate_card
card~~~AAC(6')-Ib8~~~KF998105.1:4171-4849~~~aminoglycoside AAC(6')-Ib8 is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae	AAC(6')-Ib8	3002579	Perfect	abricate_card
card~~~AAC(6')-Ib9~~~AF043381:251-863~~~aminoglycoside AAC(6')-Ib9 is an integron-encoded aminoglycoside acetyltransferase in P. aeruginosa	AAC(6')-Ib9	3002580	Perfect	abricate_card
card~~~AAC(6')-Ib~~~JQ808129:633-1188~~~aminoglycoside AAC(6')-Ib is an aminoglycoside acetyltransferase encoded by plasmids, transposons, integrons in K. pneumoniae, P. mirabilis, P. aeruginosa, S. enterica, K. oxytoca, S. maltophilia, E. cloacae and V. cholerae	AAC(6')-Ib9	3002580	Strict	abricate_card
card~~~AAC(6')-Ic~~~M94066:1553-1994~~~aminoglycoside AAC(6')-Ic is a chromosomal-encoded aminoglycoside acetyltransferase in S. marcescens	AAC(6')-Ic	3002549	Perfect	abricate_card
card~~~AAC(6')-Ie-APH(2'')-Ia~~~GU565967.1:26419-24979~~~aminoglycoside AAC(6')-Ie-APH(2'')-Ia is an aminoglycoside acetyltransferase encoded by plasmids and transposons in S. aureus, E. faecalis, E. faecium and Staphylococcus warneri	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	3002597	Perfect	abricate_card
card~~~AAC(6')-If~~~X55353:278-713~~~aminoglycoside AAC(6')-If is a plasmid-encoded aminoglycoside acetyltransferase in E. cloacae	AAC(6')-If	3002553	Perfect	abricate_card
card~~~AAC(6')-Ig~~~L09246:543-981~~~aminoglycoside AAC(6')-Ig is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter haemolyticus	AAC(6')-Ig	3002554	Perfect	abricate_card
card~~~AAC(6')-Ih~~~L29044:351-792~~~aminoglycoside AAC(6')-Ih is a plasmid-encoded aminoglycoside acetyltransferase in A. baumannii	AAC(6')-Ih	3002555	Perfect	abricate_card
card~~~AAC(6')-Iid~~~AJ584700:33-582~~~aminoglycoside AAC(6')-Iid is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus durans	AAC(6')-Iid	3002589	Perfect	abricate_card
card~~~AAC(6')-Iih~~~AJ584701:10-562~~~aminoglycoside AAC(6')-Iih is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus hirae	AAC(6')-Iih	3002590	Perfect	abricate_card
card~~~AAC(6')-Ii~~~L12710:0-549~~~aminoglycoside AAC(6')-Ii is a chromosomal-encoded aminoglycoside acetyltransferase in Enterococcus spp	AAC(6')-Ii	3002556	Perfect	abricate_card
card~~~AAC(6')-Ij~~~L29045:259-700~~~aminoglycoside AAC(6')-Ij is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 13	AAC(6')-Ij	3002557	Perfect	abricate_card
card~~~AAC(6')-Ik~~~L29510:368-806~~~aminoglycoside AAC(6')-Ik is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp	AAC(6')-Ik	3002558	Perfect	abricate_card
card~~~AAC(6')-Il~~~U13880.2:308-767~~~aminoglycoside AAC(6')-Il is an aminoglycoside acetyltransferase encoded by plasmids and integrons in Enterobacter cloaecae and Klebsiella aerogenes	AAC(6')-Il	3004635	Perfect	abricate_card
card~~~AAC(6')-Im~~~AF337947.1:1214-1751~~~aminoglycoside AAC(6')-Im is an aminoglycoside acetyltransferase encoded by plasmids in E. coli, and E. faecium	AAC(6')-Im	3004629	Perfect	abricate_card
card~~~AAC(6')-Ip~~~Z54241.1:529-1051~~~aminoglycoside AAC(6')-Ip is an aminoglycoside acetyltransferase encoded by plasmids and integrons in C. freundii, E. coli, E. faecium and Klebsiella aerogenes	AAC(6')-Ip	3002559	Perfect	abricate_card
card~~~AAC(6')-Iq~~~AF047556:126-678~~~aminoglycoside AAC(6')-Iq is a aminoglycoside acetyltransferase encoded by plasmids and integrons in K. pneumoniae	AAC(6')-Iq	3002560	Strict	abricate_card
card~~~AAC(6')-Ir~~~AF031326:0-441~~~aminoglycoside AAC(6')-Ir is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter colistiniresistens	AAC(6')-Ir	3002561	Perfect	abricate_card
card~~~AAC(6')-Isa~~~AB116646:429-903~~~aminoglycoside AAC(6')-Isa is a plasmid-encoded aminoglycoside acetyltransferase in Streptomyces albulus	AAC(6')-Isa	3002563	Perfect	abricate_card
card~~~AAC(6')-Is~~~AF031327:0-441~~~aminoglycoside AAC(6')-Is is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter variabilis	AAC(6')-Is	3002562	Perfect	abricate_card
card~~~AAC(6')-It~~~AF031328:0-441~~~aminoglycoside AAC(6')-It is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 16	AAC(6')-It	3002564	Perfect	abricate_card
card~~~AAC(6')-Iu~~~AF031329:0-441~~~aminoglycoside AAC(6')-Iu is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter genomosp. 17	AAC(6')-Iu	3002565	Perfect	abricate_card
card~~~AAC(6')-Iv~~~AF031330:0-441~~~aminoglycoside AAC(6')-Iv is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp	AAC(6')-Iv	3002566	Perfect	abricate_card
card~~~AAC(6')-Iw~~~AF031331:0-441~~~aminoglycoside AAC(6')-Iw is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp	AAC(6')-Iw	3002567	Perfect	abricate_card
card~~~AAC(6')-Ix~~~AF031332:0-441~~~aminoglycoside AAC(6')-Ix is a chromosomal-encoded aminoglycoside acetyltransferase in Acinetobacter sp	AAC(6')-Ix	3002568	Perfect	abricate_card
card~~~AAC(6')-Iy~~~AF144880:3541-3979~~~aminoglycoside AAC(6')-Iy is a chromosomal-encoded aminoglycoside acetyltransferase in S. enteritidis and S. enterica. Regulatory mutation required to increase expression of this chromosomally-encoded gene for resistance. In the specific system, aminoglycoside resistance was due to a transcriptional fusion secondary to a chromosomal deletion in which the downstream aac(6')-Iy gene was placed under the control of the upstream nmpC promoter	AAC(6')-Iy	3002569	Perfect	abricate_card
card~~~AAC(6')-Iz~~~AF140221:389-851~~~aminoglycoside AAC(6')-Iz is a chromosomal-encoded aminoglycoside acetyltransferase in S. maltophilia	AAC(6')-Iz	3002570	Strict	abricate_card
card~~~ACC-1~~~AJ133121:649-1810~~~cephalosporin;monobactam;penam ACC-1 is a beta-lactamase found in Klebsiella pneumoniae	ACC-1	3001815	Perfect	abricate_card
card~~~ACC-2~~~AF180952:1564-2737~~~cephalosporin;monobactam;penam ACC-2 is a beta-lactamase found in Hafnia alvei	ACC-2	3001816	Perfect	abricate_card
card~~~ACC-3~~~AF180958:0-1131~~~cephalosporin;monobactam;penam ACC-3 is a beta-lactamase found in Hafnia alvei	ACC-3	3001817	Perfect	abricate_card
card~~~ACC-4~~~EF504260:3155-1994~~~cephalosporin;monobactam;penam ACC-4 is a beta-lactamase found in Escherichia coli	ACC-4	3001818	Perfect	abricate_card
card~~~ACC-5~~~HE819401:0-1161~~~cephalosporin;monobactam;penam ACC-5 is a beta-lactamase. From the Lahey list of ACC beta-lactamases. It is detected among Gram-negative bacteria isolates (Gamma- and Alpha-proteobacteria) from urban water sources	ACC-5	3001819	Perfect	abricate_card
card~~~ACI-1~~~AJ007350.1:239-1094~~~cephalosporin;penam;penem A class A beta-lactamase described in Acidaminococcus fermentans. ACI-1 was the first description of a beta-lactamase enzyme in a gram-negative anaerobic cocci. Described by Galan et al 2000	ACI-1	3004359	Perfect	abricate_card
card~~~ACT-10~~~JN848330:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-10 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-10	3001832	Perfect	abricate_card
card~~~ACT-12~~~JX440355:751-1897~~~carbapenem;cephalosporin;cephamycin;penam ACT-12 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-12	3001834	Perfect	abricate_card
card~~~ACT-13~~~HE819402:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-13 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-13	3001835	Perfect	abricate_card
card~~~ACT-14~~~JX440354:756-1902~~~carbapenem;cephalosporin;cephamycin;penam ACT-14 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-14	3001836	Perfect	abricate_card
card~~~ACT-15~~~JX440356:754-1900~~~carbapenem;cephalosporin;cephamycin;penam ACT-15 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-15	3001837	Perfect	abricate_card
card~~~ACT-16~~~AB737978:0-1140~~~carbapenem;cephalosporin;cephamycin;penam ACT-16 is a beta-lactamase found in Enterobacteriaceae	ACT-16	3001827	Perfect	abricate_card
card~~~ACT-17~~~KF992026:753-1899~~~carbapenem;cephalosporin;cephamycin;penam ACT-17 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-17	3001838	Perfect	abricate_card
card~~~ACT-18~~~KF992028:761-1907~~~carbapenem;cephalosporin;cephamycin;penam ACT-18 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-18	3001839	Perfect	abricate_card
card~~~ACT-19~~~KF992029:748-1894~~~carbapenem;cephalosporin;cephamycin;penam ACT-19 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-19	3001840	Perfect	abricate_card
card~~~ACT-1~~~U58495:27-1173~~~carbapenem;cephalosporin;cephamycin;penam ACT-1 is a beta-lactamase found in Klebsiella pneumoniae	ACT-1	3001821	Perfect	abricate_card
card~~~ACT-20~~~KF526117:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-20 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-20	3001841	Perfect	abricate_card
card~~~ACT-21~~~KF526118:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-21 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-21	3001842	Perfect	abricate_card
card~~~ACT-22~~~KF992027:700-1846~~~carbapenem;cephalosporin;cephamycin;penam ACT-22 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-22	3001843	Perfect	abricate_card
card~~~ACT-23~~~KF515536:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-23 is a beta-lactamase found in Escherichia coli	ACT-23	3001828	Perfect	abricate_card
card~~~ACT-24~~~KJ207207:479-1625~~~carbapenem;cephalosporin;cephamycin;penam ACT-24 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-24	3001844	Perfect	abricate_card
card~~~ACT-25~~~KJ207208:539-1685~~~carbapenem;cephalosporin;cephamycin;penam ACT-25 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-25	3001845	Perfect	abricate_card
card~~~ACT-27~~~KJ207209:454-1600~~~carbapenem;cephalosporin;cephamycin;penam ACT-27 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-27	3001847	Perfect	abricate_card
card~~~ACT-28~~~KJ207206:751-1897~~~carbapenem;cephalosporin;cephamycin;penam ACT-28 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-28	3001848	Perfect	abricate_card
card~~~ACT-29~~~KM087832:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-29 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-29	3001849	Perfect	abricate_card
card~~~ACT-2~~~AM076977:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-2 is a beta-lactamase found in Klebsiella pneumoniae	ACT-2	3001822	Perfect	abricate_card
card~~~ACT-30~~~KM087833:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-30 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-30	3001850	Perfect	abricate_card
card~~~ACT-31~~~KM087843:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-31 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-31	3001851	Perfect	abricate_card
card~~~ACT-32~~~KM087835:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-32 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-32	3001852	Perfect	abricate_card
card~~~ACT-33~~~KM087834.1:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-33 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-33	3001853	Perfect	abricate_card
card~~~ACT-35~~~LC004922:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-35 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-35	3001855	Perfect	abricate_card
card~~~ACT-36~~~KM926621:751-1897~~~carbapenem;cephalosporin;cephamycin;penam From the Lahey list of beta-lactamases	ACT-36	3003171	Perfect	abricate_card
card~~~ACT-37~~~KM926622:238-1384~~~carbapenem;cephalosporin;cephamycin;penam From the Lahey list of beta-lactamases	ACT-37	3003172	Perfect	abricate_card
card~~~ACT-38~~~KP836350.1:0-1146~~~carbapenem;cephalosporin;cephamycin;penam A class C beta-lactamase from Citrobacter freundii	ACT-38	3003655	Perfect	abricate_card
card~~~ACT-3~~~EF125013:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-3 is a beta-lactamase found in Klebsiella pneumoniae	ACT-3	3001823	Perfect	abricate_card
card~~~ACT-4~~~EU427302:1475-2618~~~carbapenem;cephalosporin;cephamycin;penam ACT-4 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-4	3001829	Perfect	abricate_card
card~~~ACT-5~~~FJ237369:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-5 is a beta-lactamase found in Escherichia coli	ACT-5	3001824	Perfect	abricate_card
card~~~ACT-6~~~FJ237366:40-1186~~~carbapenem;cephalosporin;cephamycin;penam ACT-6 is a beta-lactamase found in Klebsiella pneumoniae	ACT-6	3001825	Perfect	abricate_card
card~~~ACT-7~~~FJ237368:0-1146~~~carbapenem;cephalosporin;cephamycin;penam ACT-7 is a beta-lactamase. From the Lahey list of ACT beta-lactamases	ACT-7	3001830	Perfect	abricate_card
