Original ID	Gene Name in CARD	ARO	Database
gi:489021473:ref:WP_002931964.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
ZP_04268622|FEATURES|class_A|beta-lactam|class_A	BcII	3002878	deeparg
gi:490838406:ref:WP_004700481.1:|FEATURES|mexE|multidrug|mexE	adeG	3000778	deeparg
YP_001350571|FEATURES|mexD|multidrug|mexD	MexD	3000801	deeparg
gi:447201635:ref:WP_001278891.1:|FEATURES|cob(I)alamin_adenolsyltransferase|unclassified|cob(I)alamin_adenolsyltransferase	PDC-377	3006747	deeparg
gi:476856987:gb:ENB51840.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
gi:906298254:emb:CRZ18264.1:|FEATURES|tetV|tetracycline|tetV	tet(V)	3000181	deeparg
P32715|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549	deeparg
AAK14791|FEATURES|NPS-1|beta-lactam|NPS-1	NPS-1	3004239	deeparg
gi:510905726:ref:WP_016232279.1:|FEATURES|emrA|multidrug|emrA	emrA	3000027	deeparg
gi:555219840:ref:WP_023212628.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
P30898|FEATURES|class_A|beta-lactam|class_A	CblA-1	3002999	deeparg
gi:447175130:ref:WP_001252386.1:|FEATURES|ompF|multidrug|ompF	SHV-188	3003155	deeparg
gi:895905192:ref:WP_049005060.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
AM296480.1.gene1.p01|FEATURES|floR|phenicol|floR	floR	3002705	deeparg
AF226276.1.gene3.p01|FEATURES|catD|phenicol|catD	catP	3002686	deeparg
gi:496192662:ref:WP_008914998.1:|FEATURES|emrB|multidrug|emrB	Klebsiella pneumoniae KpnH	3004597	deeparg
gi:1028105368:ref:WP_063860517.1:|FEATURES|class_A|beta-lactam|class_A	GES-31	3006160	deeparg
GQ202693.1.gene2.p01|FEATURES|OXA-161|beta-lactam|OXA	OXA-161	3001799	deeparg
gi:730360176:ref:WP_033998317.1:|FEATURES|class_C|beta-lactam|class_C	PDC-62	3005133	deeparg
CAJ45367|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
gi:983455103:ref:WP_060615977.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:545167026:ref:WP_021521592.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:727765868:ref:WP_033870271.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
CAD55935|FEATURES|IMP-13|beta-lactam|IMP	IMP-17	3002208	deeparg
BAC67152|FEATURES|tetY|tetracycline|tetY	tet(Y)	3000182	deeparg
gi:947880287:ref:WP_056540658.1:|FEATURES|tetA|tetracycline|tetA	tet(30)	3000561	deeparg
gi:491269060:ref:WP_005127195.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
ACA34904|FEATURES|VEB-6|beta-lactam|VEB-6	VEB-6	3002374	deeparg
AAZ93366|FEATURES|CMY-2|beta-lactam|CMX	CMY-2	3002013	deeparg
gi:210060768:pdb:2RL3:A|FEATURES|OXA-10|beta-lactam|OXA	OXA-794	3005994	deeparg
gi:896445442:ref:WP_049375221.1:|FEATURES|norA|multidrug|norA	norA	3000391	deeparg
gi:555038129:gb:ESL82444.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
gi:446657949:ref:WP_000735295.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
Z28968.gene.p01|FEATURES|SME-1|beta-lactam|SME-1	SME-1	3002379	deeparg
EU729727.1.gene1.p1|FEATURES|KPC-7|beta-lactam|KPC	KPC-7	3002317	deeparg
gi:388785938:gb:AFK78219.1:|FEATURES|GES-11|beta-lactam|GES	GES-11	3002340	deeparg
BAC67143|FEATURES|tetB|tetracycline|tetB	tet(B)	3000166	deeparg
gi:446110278:ref:WP_000188133.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
EU019536.1.gene1.p01|FEATURES|OXA-82|beta-lactam|OXA	OXA-82	3001635	deeparg
AY243512.1.gene1.p01|FEATURES|TEM-120|beta-lactam|TEM	TEM-120	3000982	deeparg
DQ174307.1.gene1.p01|FEATURES|SHV-67|beta-lactam|SHV	SHV-67	3001122	deeparg
ZP_03583211|FEATURES|opcM|multidrug|opcM	opcM	3003037	deeparg
gi:643605601:ref:WP_025238134.1:|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
L42544.gene.p01|FEATURES|tetT|tetracycline|tetT	tet(T)	3000193	deeparg
AAK51920|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	AAC(6')-Ib10	3002581	deeparg
HM750249.1.gene1.p01|FEATURES|VIM-25|beta-lactam|VIM	VIM-25	3002295	deeparg
HE999704.1.gene1687.p01|FEATURES|macA|MLS|macA	pexA	3004666	deeparg
ABF20240|FEATURES|catB|phenicol|catB	catB3	3002676	deeparg
gi:518177613:ref:WP_019347821.1:|FEATURES|class_A|beta-lactam|class_A	blaF	3003562	deeparg
gi:518226703:ref:WP_019396911.1:|FEATURES|mexH|multidrug|mexH	MexH	3000807	deeparg
gi:685236936:ref:WP_031605176.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:920609712:ref:WP_053020033.1:|FEATURES|fosB|fosfomycin|fosB	FosB4	3004671	deeparg
gi:446657924:ref:WP_000735270.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
gi:558560157:ref:WP_023491039.1:|FEATURES|acrB|multidrug|acrB	adeF	3000777	deeparg
gi:553768013:ref:WP_023100243.1:|FEATURES|oprJ|multidrug|oprJ	OprJ	3000802	deeparg
gi:693171998:ref:WP_032304306.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
YP_001338812|FEATURES|cmlA|phenicol|cmlA	cmlA5	3002695	deeparg
gi:499386493:ref:WP_011073960.1:|FEATURES|catB|phenicol|catB	catB11	3004660	deeparg
CAI84881|FEATURES|tetL|tetracycline|tetL	tet(L)	3000179	deeparg
gi:693018597:ref:WP_032197292.1:|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
gi:556469366:ref:WP_023321121.1:|FEATURES|mdtK|multidrug|mdtK	hmrM	3003953	deeparg
AAA26492|FEATURES|ermE|MLS|ermE	ErmE	3000326	deeparg
AJ313523.1.orf0.gene.p01|FEATURES|erm(33)|MLS|erm(33)	Erm(33)	3000599	deeparg
gi:486155877:ref:WP_001519630.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:488983594:ref:WP_002894393.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
gi:511041763:ref:WP_016295755.1:|FEATURES|vanX|glycopeptide|vanX	vanX gene in vanD cluster	3003070	deeparg
ZP_02700942|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
U09991.1.gene2.p01|FEATURES|chloramphenicol_exporter|phenicol|chloramphenicol_exporter	cmlv	3002700	deeparg
gi:545242743:ref:WP_021541510.1:|FEATURES|mdtO|multidrug|mdtO	mdtO	3003549	deeparg
gi:558888514:ref:WP_023543283.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	novA	3002522	deeparg
gi:555219549:ref:WP_023212356.1:|FEATURES|arnA|polymyxin|arnA	arnA	3002985	deeparg
ZP_03986195|FEATURES|mepA|multidrug|mepA	mepA	3000026	deeparg
gi:696367936:ref:WP_032942948.1:|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
YP_001176128|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:486248954:ref:WP_001563516.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
gi:1031631057:gb:ANG12696.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-1	3000873	deeparg
gi:754672984:ref:WP_042053629.1:|FEATURES|tetR|tetracycline|tetR	MexL	3003710	deeparg
AAR37057|FEATURES|vanS|glycopeptide|vanS	vanS gene in vanD cluster	3002934	deeparg
gi:753534206:pdb:4UWS:B|FEATURES|VIM-26|beta-lactam|VIM	VIM-26	3002296	deeparg
FJ349556.1.gene4.p01|FEATURES|vanY|glycopeptide|vanY	vanY gene in vanM cluster	3002961	deeparg
HE963771.1.gene1.p01|FEATURES|OXA-250|beta-lactam|OXA	OXA-250	3001675	deeparg
gi:281335928:gb:ADA62521.1:|FEATURES|CTX-M|beta-lactam|CTX-M	CTX-M-3	3001866	deeparg
YP_002295271|FEATURES|mdtL|multidrug|mdtL	bcr-1	3003801	deeparg
gi:487414406:ref:WP_001681940.1:|FEATURES|class_C|beta-lactam|class_C	EC-15	3006876	deeparg
gi:489799107:ref:WP_003702998.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
gi:665939114:ref:WP_031305161.1:|FEATURES|fosB|fosfomycin|fosB	FosBx1	3007372	deeparg
CAC14595|FEATURES|smeE|multidrug|smeE	smeE	3003056	deeparg
gi:1031794099:ref:WP_064134851.1:|FEATURES|norA|multidrug|norA	Staphylococcus aureus norA	3004667	deeparg
gi:693117414:ref:WP_032267527.1:|FEATURES|mdtM|multidrug|mdtM	mdtM	3001214	deeparg
gi:691142723:ref:WP_032055937.1:|FEATURES|marR|multidrug|marR	emrR	3000516	deeparg
gi:555089276:gb:ESM32414.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804	deeparg
CP001581.1.gene725.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	qacA	3003046	deeparg
gi:835762022:ref:WP_047653716.1:|FEATURES|sdiA|unclassified|sdiA	sdiA	3000826	deeparg
gi:692958302:ref:WP_032151894.1:|FEATURES|dfrA12|diaminopyrimidine|dfrA12	dfrA12	3002858	deeparg
CAI94891|FEATURES|mefA|MLS|mefA	mel	3000616	deeparg
gi:895859193:ref:WP_048969621.1:|FEATURES|class_C|beta-lactam|class_C	EC-8	3006881	deeparg
Q8FCI8|FEATURES|mdtF|multidrug|mdtF	mdtF	3000796	deeparg
ZP_02686031|FEATURES|mdtG|multidrug|mdtG	mdtG	3001329	deeparg
gi:1031667883:gb:ANG29794.1:|FEATURES|TEM-1|beta-lactam|TEM	TEM-1	3000873	deeparg
gi:917769599:ref:WP_052283603.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
gi:486144614:ref:WP_001516928.1:|FEATURES|emrB|multidrug|emrB	emrB	3000074	deeparg
AAM93063|FEATURES|metallo-beta-lactamase|beta-lactam|metallo-beta-lactamase	CfiA14	3006908	deeparg
gi:505182965:ref:WP_015370067.1:|FEATURES|emrB|multidrug|emrB	Klebsiella pneumoniae KpnH	3004597	deeparg
gi:446533235:ref:WP_000610581.1:|FEATURES|mdtP|multidrug|mdtP	mdtP	3003550	deeparg
gi:647321642:ref:WP_025758846.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
gi:281599802:gb:ADA72786.1:|FEATURES|acrA|multidrug|acrA	Escherichia coli acrA	3004043	deeparg
gi:911859034:ref:WP_050157472.1:|FEATURES|macA|MLS|macA	macA	3000533	deeparg
gi:556486615:ref:WP_023334348.1:|FEATURES|fosA|fosfomycin|fosA	FosA2	3002804	deeparg
P74872|FEATURES|penA|beta-lactam|penA	mecA	3000617	deeparg
HM570035.1.gene1.p01|FEATURES|OXA-179|beta-lactam|OXA	OXA-179	3001473	deeparg
gi:488321803:ref:WP_002391188.1:|FEATURES|fosB|fosfomycin|fosB	FosB3	3002873	deeparg
AF024666.2.gene6.p01|FEATURES|tetA|tetracycline|tetA	Corynebacterium striatum tetA	3004639	deeparg
gi:851922185:ref:WP_048218206.1:|FEATURES|macB|MLS|macB	macB	3000535	deeparg
NP_645462|FEATURES|bacA|bacitracin|bacA	bacA	3002986	deeparg
CAW28031|FEATURES|mexX|multidrug|mexX	mexX	3003034	deeparg
gi:446657954:ref:WP_000735300.1:|FEATURES|TolC|multidrug|TolC	TolC	3000237	deeparg
YP_002269553|FEATURES|macB|MLS|macB	macB	3000535	deeparg
gi:545044102:ref:WP_021418925.1:|FEATURES|vanW|glycopeptide|vanW	vanW gene in vanG cluster	3002965	deeparg
gi:916182247:ref:WP_050964278.1:|FEATURES|fmtC|beta-lactam|fmtC	Bacillus subtilis mprF	3003324	deeparg
gi:486353230:ref:WP_001590854.1:|FEATURES|mdtE|multidrug|mdtE	mdtE	3000795	deeparg
